user,trip,overspeed
1gQ03xU6GafMxm4nEgs42w1c00r2,1600128117310 ,2
1gQ03xU6GafMxm4nEgs42w1c00r2,1600163358983 ,2
1gQ03xU6GafMxm4nEgs42w1c00r2,1600213978736 ,2
1gQ03xU6GafMxm4nEgs42w1c00r2,1600257282737 ,6
1gQ03xU6GafMxm4nEgs42w1c00r2,1600298968636 ,6
1gQ03xU6GafMxm4nEgs42w1c00r2,1600423992014 ,2
1gQ03xU6GafMxm4nEgs42w1c00r2,1600474085754 ,121
1gQ03xU6GafMxm4nEgs42w1c00r2,1600498017766 ,115
1gQ03xU6GafMxm4nEgs42w1c00r2,1600579471974 ,11
1gQ03xU6GafMxm4nEgs42w1c00r2,1600599384276 ,7
1gQ03xU6GafMxm4nEgs42w1c00r2,1600645439176 ,0
1gQ03xU6GafMxm4nEgs42w1c00r2,1600682351151 ,3
1gQ03xU6GafMxm4nEgs42w1c00r2,1600733660279 ,4
1gQ03xU6GafMxm4nEgs42w1c00r2,1600768850523 ,2
1gQ03xU6GafMxm4nEgs42w1c00r2,1600821033987 ,4
1gQ03xU6GafMxm4nEgs42w1c00r2,1600942319374 ,4
1gQ03xU6GafMxm4nEgs42w1c00r2,1600980108867 ,80
1gQ03xU6GafMxm4nEgs42w1c00r2,1600992801655 ,89
1gQ03xU6GafMxm4nEgs42w1c00r2,1601084123646 ,41
1gQ03xU6GafMxm4nEgs42w1c00r2,1601100975283 ,55
1gQ03xU6GafMxm4nEgs42w1c00r2,1601247697232 ,6
1gQ03xU6GafMxm4nEgs42w1c00r2,1601367738839 ,2
1gQ03xU6GafMxm4nEgs42w1c00r2,1601523991399 ,42
1gQ03xU6GafMxm4nEgs42w1c00r2,1601528720861 ,14
1gQ03xU6GafMxm4nEgs42w1c00r2,1601686040341 ,2
1gQ03xU6GafMxm4nEgs42w1c00r2,1601700682859 ,5
1gQ03xU6GafMxm4nEgs42w1c00r2,1601770945690 ,148
1gQ03xU6GafMxm4nEgs42w1c00r2,1601789144966 ,129
1gQ03xU6GafMxm4nEgs42w1c00r2,1601855786631 ,2
1gQ03xU6GafMxm4nEgs42w1c00r2,1601891889830 ,4
1gQ03xU6GafMxm4nEgs42w1c00r2,1601950329979 ,0
1gQ03xU6GafMxm4nEgs42w1c00r2,1601978309517 ,4
1gQ03xU6GafMxm4nEgs42w1c00r2,1602028006735 ,4
1gQ03xU6GafMxm4nEgs42w1c00r2,1602153560419 ,2
1gQ03xU6GafMxm4nEgs42w1c00r2,1602206106083 ,11
1gQ03xU6GafMxm4nEgs42w1c00r2,1602210479180 ,6
1gQ03xU6GafMxm4nEgs42w1c00r2,1602212939369 ,0
1gQ03xU6GafMxm4nEgs42w1c00r2,1602214312431 ,5
1gQ03xU6GafMxm4nEgs42w1c00r2,1602294962825 ,23
1gQ03xU6GafMxm4nEgs42w1c00r2,1602309440144 ,31
1gQ03xU6GafMxm4nEgs42w1c00r2,1602394500872 ,10
1gQ03xU6GafMxm4nEgs42w1c00r2,1602400070362 ,1
1gQ03xU6GafMxm4nEgs42w1c00r2,1602406811729 ,51
1gQ03xU6GafMxm4nEgs42w1c00r2,1602460369838 ,82
1gQ03xU6GafMxm4nEgs42w1c00r2,1602472479218 ,46
1gQ03xU6GafMxm4nEgs42w1c00r2,1602480524107 ,126
1gQ03xU6GafMxm4nEgs42w1c00r2,1602548549077 ,9
1gQ03xU6GafMxm4nEgs42w1c00r2,1602582429009 ,6
1gQ03xU6GafMxm4nEgs42w1c00r2,1602650451830 ,10
1gQ03xU6GafMxm4nEgs42w1c00r2,1602654225730 ,9
1gQ03xU6GafMxm4nEgs42w1c00r2,1602670549624 ,4
1gQ03xU6GafMxm4nEgs42w1c00r2,1602718514044 ,4
1gQ03xU6GafMxm4nEgs42w1c00r2,1602814058722 ,78
1gQ03xU6GafMxm4nEgs42w1c00r2,1603064497056 ,4
1gQ03xU6GafMxm4nEgs42w1c00r2,1603101362393 ,6
1uHQMbBSqGRkfyIBYy46STuqlvq2,1598222055621 ,20
1uHQMbBSqGRkfyIBYy46STuqlvq2,1598260830084 ,19
1uHQMbBSqGRkfyIBYy46STuqlvq2,1598303043412 ,74
1uHQMbBSqGRkfyIBYy46STuqlvq2,1598394486113 ,29
1uHQMbBSqGRkfyIBYy46STuqlvq2,1598432866963 ,13
1uHQMbBSqGRkfyIBYy46STuqlvq2,1598480849218 ,21
1uHQMbBSqGRkfyIBYy46STuqlvq2,1598519949011 ,21
1uHQMbBSqGRkfyIBYy46STuqlvq2,1598568103112 ,30
1uHQMbBSqGRkfyIBYy46STuqlvq2,1598605658052 ,21
2sl35qu1OHgz1pwATlRS3TeQQRh1,1597871223190 ,110
2sl35qu1OHgz1pwATlRS3TeQQRh1,1597880358826 ,8
2sl35qu1OHgz1pwATlRS3TeQQRh1,1597904661280 ,87
2sl35qu1OHgz1pwATlRS3TeQQRh1,1597963795731 ,63
2sl35qu1OHgz1pwATlRS3TeQQRh1,1597989953215 ,43
2sl35qu1OHgz1pwATlRS3TeQQRh1,1598010023039 ,7
2sl35qu1OHgz1pwATlRS3TeQQRh1,1598143027734 ,6
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1598592042000 ,4
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1598704396652 ,0
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1598867209978 ,16
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1599258858529 ,16
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1599364933755 ,0
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1599377373770 ,40
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1599482382737 ,0
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1599580938521 ,2
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1599622261945 ,11
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1599794580811 ,0
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1599891210646 ,2
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1599910922709 ,21
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1599964246167 ,13
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1600255957468 ,0
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1600347952893 ,0
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1600692429318 ,2
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1600856006204 ,20
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1601356073133 ,202
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1601603965733 ,32
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1601698006928 ,290
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1601954822462 ,0
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1602042523853 ,0
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1602079934058 ,2
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1602584951903 ,11
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1603019210865 ,4
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1603231011483 ,14
3Jo9e4CvXBSqdHCpnnvSYJgiE5r2,1597999980969 ,97
3Jo9e4CvXBSqdHCpnnvSYJgiE5r2,1598677782263 ,60
3Jo9e4CvXBSqdHCpnnvSYJgiE5r2,1598935329609 ,0
3Jo9e4CvXBSqdHCpnnvSYJgiE5r2,1600229305162 ,0
3Jo9e4CvXBSqdHCpnnvSYJgiE5r2,1601012618210 ,0
3Jo9e4CvXBSqdHCpnnvSYJgiE5r2,1601275358965 ,114
3Jo9e4CvXBSqdHCpnnvSYJgiE5r2,1601359544812 ,13
3Jo9e4CvXBSqdHCpnnvSYJgiE5r2,1602485426196 ,99
3Jo9e4CvXBSqdHCpnnvSYJgiE5r2,1602654984709 ,101
3Jo9e4CvXBSqdHCpnnvSYJgiE5r2,1602738272460 ,0
3Jo9e4CvXBSqdHCpnnvSYJgiE5r2,1603090207656 ,73
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598162057931 ,74
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598169451022 ,0
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598176200798 ,75
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598257938561 ,2
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598260355563 ,4
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598263085573 ,4
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598270554006 ,4
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598331903789 ,34
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598337912138 ,0
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598340789479 ,22
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598350184218 ,23
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598401907845 ,20
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598410584448 ,9
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598413745280 ,5
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598434798365 ,4
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598438089384 ,18
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598488366394 ,30
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598517326724 ,6
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598518824045 ,2
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598522057045 ,19
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598575023367 ,18
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598599036073 ,11
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598604507880 ,23
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598609065882 ,5
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598661837359 ,23
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598693608990 ,2
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598697192997 ,22
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598772486911 ,91
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598783360000 ,134
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598832973530 ,22
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598836266549 ,1
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598846987462 ,10
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598851223057 ,9
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598920533274 ,30
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598930763659 ,2
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598933224018 ,3
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598934528453 ,0
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598950165730 ,14
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598954643676 ,20
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1598961783782 ,10
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1599007032964 ,17
3UN6cHMdzCb78DHGNXqOjjUBgfM2,1599015259331 ,6
