user,trip,overspeed
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1600693987492 ,35
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1600750081972 ,19
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1600780241656 ,29
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1600837628546 ,34
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1600866695819 ,30
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1600924093404 ,25
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1600953093991 ,37
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601079680795 ,38
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601172908880 ,30
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601210236064 ,34
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601269771887 ,29
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601298567246 ,35
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601356288694 ,33
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601386513605 ,36
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601402104293 ,2
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601408329536 ,4
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601503524002 ,60
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601512423101 ,0
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601521078835 ,60
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601619157196 ,35
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601628715484 ,0
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601632758895 ,19
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601639208077 ,8
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601654888636 ,47
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601661282158 ,18
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601694478513 ,15
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601697639639 ,5
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601709625190 ,40
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601774507751 ,20
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601828240691 ,19
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601874811275 ,34
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601903636501 ,36
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601961633074 ,32
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1601990228309 ,33
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602045342041 ,13
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602048369831 ,7
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602076412866 ,38
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602133596389 ,24
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602174940745 ,26
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602289545122 ,29
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602314170214 ,37
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602380643024 ,26
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602480040902 ,27
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602512074409 ,35
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602566285327 ,33
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602594412095 ,33
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602597543008 ,0
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602600173184 ,0
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602616121969 ,0
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602621641566 ,2
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602651945994 ,28
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602681628270 ,34
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602738293478 ,32
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602767649026 ,37
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602777423392 ,0
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602791666180 ,2
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602796962268 ,0
FWzFXPMmzKVD9Bnn9w4aGYusIx23,1602823020011 ,35
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1597994393617 ,0
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1597995555678 ,4
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598000788834 ,73
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598011903742 ,0
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598022205513 ,17
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598055100147 ,0
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598076582398 ,8
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598083247272 ,0
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598220223680 ,39
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598233288478 ,0
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598238873818 ,66
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598245324064 ,18
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598251427222 ,53
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598577537030 ,36
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598593873374 ,49
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598598135420 ,0
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598605327077 ,17
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598609668663 ,1
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598824046723 ,36
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598837211051 ,4
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598842346961 ,53
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1598856160929 ,27
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1599448283822 ,19
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1599457614411 ,0
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1599461678967 ,53
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1599465839427 ,4
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1599469426743 ,31
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1599515295447 ,35
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1599528108550 ,0
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1599535149820 ,24
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1599539450131 ,36
FX1igAPVQ8UJuMM2IngVQ4Cj6qj2,1599548412973 ,43
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1598316093696 ,32
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1598667015840 ,124
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1599013119680 ,14
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1599023886457 ,6
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1599028405953 ,31
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1599114583412 ,2
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1599119865068 ,8
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1599190296024 ,5
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1599271584323 ,4
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1599533493582 ,13
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1599538914751 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1599543469470 ,24
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1599699306598 ,5
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1599721305247 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1599732851418 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1599903471514 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1599975986260 ,9
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1599982088162 ,3
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1600077129084 ,12
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1600084192606 ,26
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1600244051368 ,18
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1600990556277 ,2
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601000491472 ,8
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601004776191 ,53
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601025581301 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601030359817 ,38
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601075599902 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601084012042 ,8
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601102479476 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601103915711 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601111521671 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601126306776 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601128471571 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601171800707 ,25
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601182543875 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601185484012 ,10
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601278511855 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601279899541 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601341878696 ,34
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601349472781 ,2
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601368452356 ,12
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601428384710 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601434626730 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601690502249 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601699543958 ,0
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601703010635 ,42
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601705058518 ,24
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601735157113 ,11
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601736001862 ,15
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601744416842 ,9
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1601817576925 ,94
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1602489794336 ,41
FdpY5xoIs6aQz0Hc91qXyLV5Hr93,1602744989707 ,34
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1597877955476 ,11
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1597918310835 ,15
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1597963130961 ,7
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1597995653626 ,4
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1598152244683 ,18
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1598159791868 ,48
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1598167312429 ,17
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1598175837343 ,12
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1598223082628 ,0
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1598258909158 ,10
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1598308950430 ,12
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1598348924068 ,13
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1598395845648 ,12
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1598484307221 ,12
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1598528297076 ,17
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1598569982220 ,16
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1598665168896 ,103
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1598680401615 ,26
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1599002359820 ,13
GHaRUk8TQTM8bJ7lkBeCfieDHmk2,1599368343504 ,137
GPWPYRR0C9fYkNBnImLmM94xr4n1,1597826479663 ,0
GPWPYRR0C9fYkNBnImLmM94xr4n1,1597878882255 ,28
GPWPYRR0C9fYkNBnImLmM94xr4n1,1597909057520 ,23
GPWPYRR0C9fYkNBnImLmM94xr4n1,1597965646753 ,22
GPWPYRR0C9fYkNBnImLmM94xr4n1,1597995815640 ,23
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598069930979 ,35
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598090575466 ,2
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598092950758 ,25
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598155512620 ,61
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598164976253 ,0
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598220766081 ,71
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598246205841 ,82
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598259370508 ,124
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598266675607 ,0
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598270014927 ,31
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598344717477 ,0
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598397069655 ,20
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598421746008 ,25
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598425335028 ,0
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598484287024 ,27
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598505689440 ,5
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598516587580 ,34
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598569843553 ,19
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598600495691 ,18
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598829132570 ,21
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598857789459 ,0
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598859748489 ,36
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598915735118 ,29
GPWPYRR0C9fYkNBnImLmM94xr4n1,1598945968960 ,25
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599001605558 ,14
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599033310988 ,27
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599088291338 ,30
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599119456874 ,26
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599174804721 ,20
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599205360888 ,17
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599269131522 ,11
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599274063094 ,5
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599351663600 ,1
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599370773978 ,20
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599551612915 ,25
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599607008614 ,30
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599628956775 ,13
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599643916754 ,40
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599693122971 ,35
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599712592403 ,4
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599779999212 ,23
GPWPYRR0C9fYkNBnImLmM94xr4n1,1599805965559 ,35
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600038806149 ,24
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600069688049 ,28
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600124847979 ,17
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600155321685 ,18
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600212066686 ,19
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600242222378 ,20
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600298071078 ,24
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600318751190 ,8
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600325741110 ,37
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600383981001 ,18
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600408916448 ,21
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600490190508 ,50
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600643290281 ,21
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600674373802 ,27
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600729828507 ,16
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600755490546 ,3
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600760591112 ,2
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600763992830 ,47
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600816522656 ,24
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600836227807 ,100
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600845806423 ,47
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600903014801 ,28
GPWPYRR0C9fYkNBnImLmM94xr4n1,1600926410347 ,4
GPWPYRR0C9fYkNBnImLmM94xr4n1,1601248451253 ,25
GPWPYRR0C9fYkNBnImLmM94xr4n1,1601278890699 ,11
GPWPYRR0C9fYkNBnImLmM94xr4n1,1601335066450 ,14
GPWPYRR0C9fYkNBnImLmM94xr4n1,1601359099968 ,17
GPWPYRR0C9fYkNBnImLmM94xr4n1,1601429628704 ,44
GPWPYRR0C9fYkNBnImLmM94xr4n1,1601530669574 ,34
GPWPYRR0C9fYkNBnImLmM94xr4n1,1601536430698 ,51
GPWPYRR0C9fYkNBnImLmM94xr4n1,1601689143842 ,26
GPWPYRR0C9fYkNBnImLmM94xr4n1,1601694628657 ,8
GPWPYRR0C9fYkNBnImLmM94xr4n1,1601853477183 ,20
GPWPYRR0C9fYkNBnImLmM94xr4n1,1601939476503 ,14
GPWPYRR0C9fYkNBnImLmM94xr4n1,1602056764078 ,18
GPWPYRR0C9fYkNBnImLmM94xr4n1,1602112111757 ,26
GPWPYRR0C9fYkNBnImLmM94xr4n1,1602136762861 ,21
GPWPYRR0C9fYkNBnImLmM94xr4n1,1602458034125 ,32
GPWPYRR0C9fYkNBnImLmM94xr4n1,1602488937412 ,16
GPWPYRR0C9fYkNBnImLmM94xr4n1,1602568117142 ,10
GPWPYRR0C9fYkNBnImLmM94xr4n1,1602741372475 ,24
GPWPYRR0C9fYkNBnImLmM94xr4n1,1602745663490 ,57
GPWPYRR0C9fYkNBnImLmM94xr4n1,1602766274537 ,72
GPWPYRR0C9fYkNBnImLmM94xr4n1,1602803609268 ,25
GR5xNJJFlsXeN7L9FOSDQhnvto82,1597835630421 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1597846699044 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1597920398290 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1597923797914 ,2
GR5xNJJFlsXeN7L9FOSDQhnvto82,1597983149952 ,14
GR5xNJJFlsXeN7L9FOSDQhnvto82,1597988714517 ,6
GR5xNJJFlsXeN7L9FOSDQhnvto82,1597992121872 ,2
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598134478451 ,33
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598144307588 ,8
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598151458085 ,28
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598173289854 ,39
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598326163304 ,19
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598351325438 ,5
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598440315773 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598447575501 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598503891792 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598505193093 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598508305348 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598597779098 ,21
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598660659578 ,2
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598662322675 ,1
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598664878694 ,24
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598681676214 ,28
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598689433874 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598745979573 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598757490464 ,27
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598763444161 ,1
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598771118491 ,1
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598844473954 ,26
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598872413266 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598881402722 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598933712832 ,14
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598947956660 ,3
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598958524128 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1598965326407 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1599039411424 ,1
GR5xNJJFlsXeN7L9FOSDQhnvto82,1599040700064 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1599485493216 ,166
GR5xNJJFlsXeN7L9FOSDQhnvto82,1599563584645 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1599571592762 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1599648372049 ,164
GR5xNJJFlsXeN7L9FOSDQhnvto82,1599891262597 ,17
GR5xNJJFlsXeN7L9FOSDQhnvto82,1599905097788 ,137
GR5xNJJFlsXeN7L9FOSDQhnvto82,1599960406060 ,29
GR5xNJJFlsXeN7L9FOSDQhnvto82,1599983713992 ,21
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600047890907 ,35
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600067795013 ,33
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600152210383 ,23
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600156188998 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600160342216 ,6
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600168452119 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600175207848 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600218299488 ,11
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600225541217 ,20
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600234928367 ,5
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600236634990 ,20
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600249623892 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600250265641 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600489594460 ,25
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600501512537 ,39
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600506991791 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600565964003 ,30
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600578097008 ,16
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600581176464 ,6
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600583791973 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600584562317 ,10
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600585898953 ,20
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600588652004 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600645625472 ,8
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600651432365 ,16
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600658608033 ,10
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600662690851 ,9
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600664847485 ,8
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600732289021 ,13
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600742802451 ,8
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600748704090 ,10
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600751085400 ,7
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600757156300 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600761634840 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600818191226 ,7
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600827908396 ,9
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600845030539 ,8
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600859735275 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600869383459 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600904438311 ,36
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600922181604 ,53
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600928587244 ,2
GR5xNJJFlsXeN7L9FOSDQhnvto82,1600991655559 ,20
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601004474763 ,11
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601008426903 ,18
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601010541986 ,2
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601076170010 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601086347720 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601089699236 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601094377250 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601094773422 ,36
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601103491708 ,36
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601107991372 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601168235329 ,30
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601188736652 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601197229855 ,21
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601250905408 ,15
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601262163639 ,13
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601291742758 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601301363121 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601337754803 ,13
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601348481782 ,8
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601351085870 ,6
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601353283638 ,13
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601356085693 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601362053588 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601366485134 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601378038700 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601388199324 ,0
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601424909815 ,4
GR5xNJJFlsXeN7L9FOSDQhnvto82,1601427344024 ,13
