,predict,target
4153,74.0,75.0
7101,81.0,80.0
3448,76.0,75.0
4487,87.0,87.0
6520,96.0,96.0
7244,65.0,65.0
5379,93.0,93.0
6083,87.0,86.0
812,72.0,70.0
5483,92.0,92.0
7561,83.0,84.0
206,82.0,80.0
1294,87.0,86.0
3783,100.0,100.0
5863,100.0,100.0
5950,94.0,93.0
7708,83.0,83.0
7592,91.0,91.0
4697,87.0,86.0
7841,85.0,83.0
240,78.0,79.0
7290,89.0,90.0
1607,85.0,86.0
7330,95.0,95.0
3960,92.0,93.0
3615,62.0,56.0
4284,88.0,89.0
6276,85.0,86.0
5301,96.0,96.0
1710,65.0,64.0
6615,96.0,96.0
3842,91.0,90.0
5733,78.0,77.0
5634,100.0,100.0
3865,56.0,58.0
5759,91.0,92.0
7146,92.0,92.0
2606,86.0,88.0
7259,73.0,61.0
991,91.0,93.0
5655,99.0,99.0
2175,95.0,95.0
3140,100.0,100.0
899,83.0,85.0
6230,98.0,98.0
2719,94.0,93.0
252,85.0,85.0
1652,67.0,70.0
5868,95.0,96.0
6003,37.0,33.0
1726,84.0,83.0
5386,95.0,95.0
3646,80.0,78.0
7876,73.0,71.0
2586,87.0,86.0
4441,75.0,75.0
7242,81.0,83.0
7773,90.0,90.0
6183,93.0,93.0
3184,98.0,98.0
7851,75.0,76.0
1182,83.0,60.0
7687,83.0,83.0
5194,79.0,78.0
1687,92.0,91.0
5864,99.0,99.0
2041,96.0,96.0
3269,96.0,96.0
1785,93.0,93.0
5360,90.0,90.0
731,83.0,85.0
1520,94.0,95.0
1568,89.0,90.0
7819,75.0,73.0
695,93.0,93.0
2998,89.0,88.0
1467,73.0,71.0
3476,95.0,95.0
2290,99.0,99.0
1120,98.0,98.0
3639,84.0,85.0
3348,88.0,88.0
1456,76.0,76.0
4578,74.0,74.0
6648,89.0,88.0
6301,89.0,91.0
2364,96.0,97.0
5147,91.0,91.0
6076,70.0,70.0
7385,79.0,80.0
1783,95.0,96.0
3585,86.0,87.0
4266,92.0,92.0
6473,97.0,97.0
3908,83.0,82.0
3906,82.0,83.0
4717,88.0,88.0
6239,95.0,95.0
2381,81.0,79.0
1292,80.0,79.0
6542,73.0,76.0
836,80.0,77.0
6417,88.0,88.0
4788,88.0,89.0
685,92.0,94.0
4559,83.0,82.0
3833,91.0,91.0
4271,92.0,92.0
3214,95.0,96.0
3939,82.0,83.0
2228,93.0,94.0
6454,99.0,99.0
3051,87.0,88.0
2368,97.0,97.0
7783,93.0,94.0
4111,98.0,98.0
6285,84.0,82.0
2663,99.0,99.0
3795,78.0,77.0
4145,91.0,92.0
4234,88.0,88.0
3667,74.0,69.0
2975,93.0,93.0
15,88.0,89.0
5020,91.0,91.0
6725,96.0,96.0
1590,88.0,85.0
3131,99.0,99.0
3568,78.0,79.0
3790,67.0,62.0
5467,94.0,95.0
1238,79.0,76.0
1043,90.0,89.0
2293,97.0,97.0
1425,82.0,54.0
841,83.0,86.0
4895,86.0,86.0
3605,81.0,79.0
5561,96.0,97.0
5577,90.0,91.0
5532,94.0,94.0
12,92.0,93.0
6640,87.0,85.0
2764,95.0,95.0
2623,91.0,91.0
1982,75.0,75.0
3700,20.0,23.0
4960,90.0,90.0
3856,88.0,88.0
1526,74.0,74.0
6918,93.0,93.0
6353,90.0,92.0
6944,86.0,85.0
3167,100.0,100.0
3696,55.0,61.0
6563,70.0,68.0
6507,100.0,100.0
7485,62.0,61.0
5876,93.0,93.0
4115,93.0,94.0
5187,83.0,83.0
6266,84.0,83.0
3501,91.0,89.0
5158,89.0,89.0
3013,64.0,56.0
5828,70.0,68.0
2535,85.0,84.0
5264,75.0,74.0
6857,86.0,85.0
5913,63.0,65.0
1086,100.0,100.0
6306,89.0,90.0
4642,71.0,72.0
6270,75.0,76.0
4338,96.0,96.0
4852,84.0,80.0
3464,98.0,98.0
2214,88.0,89.0
4840,85.0,84.0
3323,83.0,82.0
1700,65.0,67.0
5907,59.0,60.0
4740,92.0,92.0
3826,69.0,72.0
4339,97.0,98.0
3121,79.0,79.0
7011,97.0,97.0
5476,87.0,86.0
7737,83.0,78.0
5980,92.0,91.0
4475,79.0,78.0
4347,64.0,60.0
3197,96.0,95.0
5091,100.0,100.0
6096,73.0,75.0
6813,85.0,84.0
5734,77.0,71.0
6,90.0,91.0
4631,81.0,82.0
3976,96.0,95.0
2279,98.0,97.0
783,45.0,41.0
3975,93.0,93.0
7249,79.0,77.0
5676,83.0,81.0
1633,99.0,99.0
8,86.0,85.0
6762,74.0,69.0
4766,96.0,96.0
6741,81.0,82.0
3485,92.0,92.0
1129,92.0,92.0
5388,92.0,92.0
1900,86.0,85.0
517,60.0,59.0
6170,90.0,90.0
1643,97.0,98.0
5109,94.0,94.0
993,90.0,90.0
1914,93.0,92.0
1136,96.0,96.0
6800,82.0,83.0
2448,93.0,93.0
5892,98.0,98.0
5260,70.0,70.0
1926,85.0,85.0
2805,94.0,94.0
5601,100.0,100.0
6957,91.0,91.0
4172,91.0,91.0
1651,75.0,64.0
5469,96.0,97.0
7505,86.0,84.0
142,82.0,83.0
2434,94.0,93.0
3756,98.0,98.0
7151,80.0,80.0
7400,61.0,62.0
4514,84.0,84.0
3350,93.0,94.0
1001,92.0,92.0
7776,92.0,92.0
5362,88.0,87.0
2067,90.0,90.0
4832,83.0,83.0
7322,86.0,83.0
6932,95.0,95.0
4603,86.0,86.0
6191,94.0,94.0
597,92.0,92.0
826,85.0,84.0
675,86.0,85.0
402,97.0,97.0
6219,95.0,95.0
7058,68.0,65.0
1150,84.0,84.0
2213,94.0,94.0
5558,97.0,97.0
1696,81.0,79.0
1642,99.0,99.0
4922,54.0,51.0
7021,91.0,91.0
3053,63.0,61.0
1784,94.0,91.0
2899,95.0,96.0
1160,92.0,92.0
3016,64.0,57.0
6419,96.0,96.0
6041,97.0,97.0
1196,94.0,94.0
5078,96.0,96.0
4712,79.0,78.0
220,72.0,73.0
4921,75.0,73.0
4117,99.0,99.0
1892,75.0,76.0
5984,95.0,95.0
7373,90.0,88.0
364,84.0,85.0
3766,98.0,98.0
7912,90.0,91.0
5081,97.0,97.0
7167,86.0,86.0
1940,69.0,66.0
4340,65.0,60.0
7045,67.0,67.0
1281,90.0,90.0
2872,87.0,86.0
3563,99.0,99.0
1185,91.0,91.0
130,72.0,71.0
302,51.0,51.0
818,87.0,88.0
5748,88.0,86.0
1624,65.0,64.0
3433,89.0,89.0
6258,82.0,82.0
235,79.0,78.0
4972,85.0,84.0
7329,93.0,92.0
1108,97.0,97.0
1232,75.0,76.0
4064,88.0,89.0
2773,94.0,94.0
7849,80.0,80.0
7699,86.0,86.0
862,76.0,75.0
2266,91.0,91.0
7534,70.0,68.0
4923,68.0,63.0
4958,93.0,93.0
3904,85.0,85.0
6866,80.0,79.0
6012,98.0,98.0
5183,73.0,72.0
1370,86.0,85.0
6891,88.0,88.0
3014,64.0,59.0
2826,99.0,99.0
5750,83.0,86.0
7614,93.0,94.0
4433,76.0,76.0
555,85.0,84.0
1819,63.0,68.0
4696,78.0,78.0
3194,99.0,99.0
7900,92.0,92.0
7103,80.0,80.0
2417,82.0,82.0
4109,81.0,79.0
6940,92.0,90.0
2967,86.0,87.0
3220,53.0,49.0
3888,87.0,87.0
6850,83.0,83.0
7454,52.0,52.0
2172,82.0,83.0
2122,96.0,96.0
4626,79.0,82.0
910,88.0,90.0
5921,73.0,71.0
3381,92.0,93.0
5140,96.0,96.0
3655,44.0,50.0
6780,91.0,87.0
2400,80.0,81.0
7854,86.0,86.0
6030,96.0,96.0
5221,74.0,76.0
6333,95.0,96.0
7800,92.0,92.0
7493,86.0,86.0
6986,88.0,89.0
2894,73.0,73.0
4705,89.0,88.0
1173,95.0,95.0
5724,69.0,66.0
3351,85.0,86.0
1718,72.0,70.0
4873,97.0,97.0
6779,86.0,85.0
6826,93.0,93.0
7759,94.0,94.0
308,63.0,61.0
2644,86.0,85.0
5318,100.0,100.0
718,75.0,73.0
2661,100.0,100.0
4422,96.0,96.0
1063,98.0,98.0
443,71.0,71.0
5962,89.0,89.0
84,30.0,34.0
7619,89.0,89.0
3359,88.0,87.0
729,79.0,81.0
2853,100.0,100.0
2481,78.0,79.0
7529,82.0,83.0
7127,96.0,94.0
5392,97.0,97.0
3202,87.0,87.0
3169,98.0,98.0
7546,82.0,83.0
5061,94.0,94.0
6140,83.0,84.0
5419,88.0,88.0
7251,90.0,89.0
379,88.0,88.0
1547,86.0,87.0
6061,97.0,97.0
6296,93.0,93.0
2095,96.0,96.0
7154,95.0,94.0
3900,82.0,81.0
6806,64.0,62.0
7672,82.0,84.0
4375,67.0,69.0
4133,89.0,90.0
534,80.0,81.0
3358,69.0,70.0
4261,89.0,90.0
3698,39.0,36.0
678,92.0,92.0
2754,88.0,87.0
7590,89.0,87.0
539,78.0,79.0
2372,86.0,85.0
7802,87.0,87.0
5842,96.0,96.0
1554,89.0,90.0
4136,96.0,96.0
6459,99.0,99.0
5925,75.0,74.0
1551,94.0,94.0
4624,90.0,91.0
3209,58.0,53.0
2838,99.0,99.0
1362,71.0,67.0
2724,99.0,98.0
6272,86.0,85.0
4429,88.0,87.0
269,78.0,75.0
661,89.0,91.0
4556,85.0,82.0
2038,85.0,86.0
7846,76.0,76.0
5101,89.0,89.0
3872,86.0,86.0
893,83.0,82.0
2193,94.0,95.0
5338,90.0,89.0
3663,60.0,56.0
2235,89.0,90.0
1290,67.0,68.0
6387,94.0,91.0
5204,69.0,65.0
735,66.0,65.0
3690,20.0,18.0
4424,100.0,100.0
4987,96.0,97.0
6952,87.0,86.0
3426,91.0,91.0
4218,85.0,85.0
2004,88.0,88.0
2716,98.0,98.0
7558,85.0,84.0
6112,74.0,78.0
4196,87.0,87.0
1361,82.0,84.0
7555,63.0,62.0
187,68.0,66.0
6587,83.0,81.0
5770,60.0,61.0
196,70.0,70.0
2429,81.0,79.0
322,55.0,55.0
3456,83.0,82.0
3847,93.0,93.0
7366,93.0,93.0
7062,84.0,83.0
5306,89.0,89.0
7624,92.0,93.0
7403,51.0,53.0
5923,66.0,65.0
5052,98.0,98.0
5351,83.0,85.0
489,54.0,61.0
5335,84.0,83.0
6632,83.0,85.0
5456,94.0,94.0
34,92.0,91.0
113,85.0,86.0
5445,86.0,86.0
917,67.0,61.0
5607,100.0,100.0
3609,55.0,57.0
5178,86.0,85.0
6039,97.0,96.0
6038,86.0,85.0
1314,95.0,94.0
3858,85.0,83.0
6166,74.0,74.0
4030,93.0,92.0
4318,90.0,89.0
2756,97.0,97.0
4880,83.0,84.0
4185,95.0,94.0
3913,91.0,91.0
1180,90.0,89.0
2267,70.0,69.0
2580,92.0,91.0
5354,93.0,93.0
4395,100.0,100.0
1098,94.0,95.0
2962,88.0,89.0
4170,84.0,84.0
6889,86.0,86.0
4899,75.0,74.0
1656,48.0,48.0
861,72.0,72.0
7390,80.0,77.0
3545,99.0,99.0
2726,98.0,98.0
5571,100.0,100.0
1189,96.0,96.0
2433,89.0,90.0
5790,83.0,81.0
371,91.0,91.0
811,70.0,68.0
7472,53.0,56.0
3539,87.0,87.0
5721,86.0,85.0
3554,99.0,99.0
4061,87.0,87.0
3907,77.0,74.0
6642,90.0,87.0
6401,95.0,95.0
1985,76.0,76.0
3100,75.0,75.0
1386,91.0,90.0
4247,88.0,87.0
5406,95.0,95.0
272,59.0,59.0
6498,92.0,91.0
221,75.0,72.0
6882,79.0,78.0
6830,43.0,51.0
260,77.0,74.0
7078,87.0,87.0
1580,89.0,89.0
4235,89.0,90.0
4085,100.0,100.0
5177,92.0,93.0
7488,58.0,56.0
4706,86.0,85.0
7398,67.0,70.0
1536,78.0,77.0
2488,96.0,96.0
1413,80.0,78.0
6019,95.0,95.0
5850,91.0,91.0
6575,65.0,67.0
4372,66.0,60.0
3320,91.0,90.0
6699,92.0,92.0
5475,82.0,82.0
6123,85.0,84.0
2931,93.0,93.0
5216,79.0,78.0
1487,83.0,82.0
3319,95.0,95.0
5542,95.0,95.0
3636,84.0,84.0
3472,99.0,98.0
5033,92.0,91.0
758,55.0,55.0
7772,92.0,91.0
4013,80.0,81.0
5278,79.0,78.0
7486,56.0,58.0
554,84.0,83.0
6727,91.0,90.0
6523,99.0,99.0
601,84.0,83.0
1601,72.0,71.0
2774,86.0,85.0
2703,99.0,99.0
1421,89.0,87.0
3931,89.0,67.0
4812,89.0,89.0
3572,62.0,55.0
3365,91.0,91.0
3852,93.0,93.0
6035,96.0,96.0
5717,75.0,77.0
2793,88.0,88.0
5350,88.0,88.0
4041,90.0,89.0
1692,91.0,91.0
388,59.0,61.0
4565,65.0,68.0
3650,78.0,79.0
6871,83.0,81.0
1460,83.0,82.0
2285,99.0,99.0
137,88.0,87.0
2905,98.0,98.0
1712,67.0,66.0
4257,88.0,88.0
2017,71.0,67.0
806,78.0,75.0
7649,90.0,89.0
3099,85.0,87.0
4808,95.0,95.0
3658,75.0,74.0
2578,93.0,94.0
535,59.0,59.0
7115,87.0,89.0
6274,87.0,88.0
6710,92.0,92.0
6174,65.0,66.0
4805,87.0,87.0
2891,87.0,87.0
5453,85.0,81.0
2650,100.0,100.0
3688,37.0,28.0
429,94.0,93.0
3570,76.0,74.0
4906,90.0,89.0
6396,89.0,86.0
20,89.0,88.0
6020,93.0,93.0
1328,84.0,83.0
7653,91.0,91.0
7842,78.0,79.0
3914,77.0,78.0
7143,95.0,94.0
7258,83.0,82.0
4276,94.0,94.0
5263,88.0,88.0
5974,93.0,91.0
2030,92.0,92.0
5282,84.0,85.0
2966,88.0,89.0
2262,94.0,93.0
6781,84.0,84.0
3073,59.0,71.0
286,67.0,67.0
2932,89.0,90.0
1145,97.0,96.0
7123,88.0,88.0
4871,86.0,88.0
6155,67.0,69.0
5430,84.0,85.0
863,88.0,88.0
2217,92.0,93.0
6904,96.0,94.0
5952,94.0,93.0
1854,85.0,87.0
9,83.0,83.0
4952,92.0,92.0
2270,92.0,93.0
6929,95.0,94.0
4916,81.0,80.0
7479,75.0,71.0
4945,94.0,93.0
2641,83.0,83.0
1957,74.0,75.0
7092,60.0,62.0
7587,89.0,89.0
2755,96.0,96.0
7334,84.0,84.0
1961,87.0,87.0
3626,87.0,86.0
1922,93.0,92.0
396,92.0,92.0
3654,73.0,70.0
7594,79.0,80.0
2682,100.0,100.0
7184,98.0,98.0
1495,84.0,85.0
6151,73.0,71.0
1267,92.0,91.0
6544,70.0,69.0
5153,99.0,99.0
2516,90.0,90.0
4088,92.0,93.0
745,50.0,55.0
6465,97.0,98.0
3750,99.0,99.0
3136,96.0,96.0
4148,82.0,80.0
1952,94.0,94.0
1953,71.0,68.0
109,41.0,43.0
2031,92.0,92.0
2234,90.0,89.0
4536,65.0,67.0
7004,95.0,95.0
4683,77.0,78.0
5826,73.0,74.0
70,65.0,66.0
6220,97.0,97.0
6559,79.0,80.0
2480,88.0,89.0
5377,91.0,91.0
2760,94.0,94.0
2983,90.0,90.0
5649,98.0,98.0
346,74.0,73.0
5082,93.0,93.0
3728,16.0,19.0
1859,84.0,84.0
660,95.0,95.0
4118,92.0,92.0
6864,82.0,81.0
1095,96.0,96.0
6392,92.0,91.0
4374,63.0,58.0
3943,94.0,95.0
880,86.0,85.0
1933,92.0,91.0
4430,76.0,74.0
2009,62.0,61.0
5514,91.0,92.0
5804,75.0,72.0
2455,89.0,89.0
6734,88.0,89.0
1,92.0,93.0
1733,84.0,86.0
7893,82.0,79.0
1013,95.0,94.0
7721,80.0,79.0
620,83.0,82.0
5550,93.0,94.0
2585,89.0,89.0
4872,95.0,95.0
7023,63.0,63.0
3691,47.0,30.0
3043,79.0,66.0
4036,88.0,87.0
6468,93.0,93.0
7418,69.0,69.0
5928,59.0,59.0
3050,79.0,81.0
5915,75.0,76.0
1806,89.0,91.0
1044,80.0,81.0
4379,59.0,50.0
1632,98.0,98.0
4542,79.0,81.0
6405,86.0,87.0
7465,71.0,65.0
7254,61.0,69.0
4255,88.0,86.0
2866,86.0,85.0
283,55.0,52.0
3484,96.0,96.0
4278,92.0,92.0
557,86.0,85.0
7149,98.0,98.0
6492,95.0,95.0
2329,95.0,94.0
4265,95.0,94.0
7754,94.0,95.0
6153,80.0,81.0
380,80.0,78.0
470,84.0,85.0
5472,91.0,92.0
898,83.0,84.0
3873,87.0,88.0
3768,98.0,98.0
2797,96.0,97.0
3564,99.0,99.0
1096,96.0,96.0
4999,92.0,92.0
276,79.0,79.0
3101,74.0,74.0
1473,80.0,80.0
5771,86.0,85.0
1928,83.0,82.0
401,78.0,80.0
1262,90.0,89.0
6050,93.0,93.0
728,77.0,77.0
1377,89.0,89.0
5959,95.0,96.0
1545,87.0,87.0
2604,90.0,89.0
1688,90.0,89.0
5530,89.0,89.0
1170,96.0,96.0
6558,74.0,73.0
4993,92.0,92.0
1336,74.0,69.0
88,33.0,33.0
7703,80.0,81.0
5728,83.0,79.0
7356,74.0,72.0
2915,87.0,85.0
4579,71.0,71.0
2519,92.0,93.0
2171,68.0,71.0
219,82.0,84.0
6516,90.0,91.0
195,80.0,78.0
3598,84.0,83.0
1640,97.0,98.0
4941,92.0,92.0
6226,96.0,96.0
4405,96.0,96.0
6533,96.0,96.0
6822,71.0,72.0
2776,39.0,38.0
2346,93.0,93.0
3471,92.0,91.0
7350,92.0,92.0
3112,83.0,85.0
3213,83.0,83.0
6461,100.0,100.0
6411,98.0,98.0
4634,89.0,90.0
6824,84.0,84.0
608,83.0,81.0
7197,64.0,60.0
2572,89.0,91.0
832,90.0,89.0
5220,87.0,88.0
4408,94.0,94.0
5048,94.0,94.0
405,97.0,97.0
414,96.0,96.0
6999,98.0,98.0
4655,92.0,92.0
6389,92.0,93.0
2259,89.0,88.0
3162,99.0,99.0
6534,97.0,97.0
6790,68.0,70.0
7610,91.0,92.0
4092,89.0,89.0
66,86.0,85.0
7140,88.0,88.0
413,83.0,80.0
1330,81.0,79.0
6415,96.0,96.0
2247,97.0,97.0
6471,100.0,100.0
4252,89.0,89.0
3307,89.0,87.0
1351,84.0,84.0
241,80.0,80.0
3092,78.0,79.0
2460,93.0,93.0
7607,95.0,95.0
3664,74.0,71.0
7541,82.0,82.0
4671,51.0,58.0
4313,90.0,90.0
2011,78.0,78.0
6377,90.0,91.0
6939,92.0,92.0
939,90.0,90.0
7680,77.0,77.0
2027,94.0,94.0
2608,97.0,97.0
4900,77.0,79.0
5796,77.0,76.0
2843,99.0,100.0
2911,96.0,96.0
381,82.0,81.0
7381,62.0,64.0
2831,98.0,98.0
7492,90.0,90.0
7086,89.0,89.0
4001,89.0,89.0
1391,78.0,74.0
7774,96.0,96.0
5643,100.0,100.0
223,81.0,82.0
7696,87.0,86.0
1662,74.0,74.0
3083,71.0,68.0
2747,96.0,96.0
2164,66.0,68.0
4181,94.0,93.0
2560,94.0,94.0
3987,91.0,91.0
6877,88.0,88.0
6209,99.0,99.0
361,74.0,74.0
1778,88.0,89.0
4202,92.0,91.0
4504,87.0,86.0
5470,89.0,89.0
3537,85.0,83.0
5210,87.0,85.0
4481,78.0,78.0
977,96.0,95.0
5976,96.0,95.0
5592,90.0,89.0
4692,89.0,89.0
349,81.0,80.0
2873,95.0,95.0
6414,99.0,99.0
4837,93.0,94.0
4957,91.0,91.0
621,83.0,81.0
3637,90.0,90.0
1106,98.0,98.0
3027,72.0,68.0
2377,91.0,90.0
1327,78.0,79.0
2531,92.0,91.0
6901,90.0,89.0
867,78.0,76.0
1586,88.0,89.0
2397,90.0,89.0
2223,91.0,91.0
3777,99.0,99.0
5478,94.0,94.0
1979,93.0,93.0
1245,20.0,31.0
4174,90.0,91.0
2001,80.0,79.0
465,63.0,65.0
7717,77.0,78.0
6277,87.0,88.0
3149,99.0,99.0
4097,89.0,91.0
1171,95.0,95.0
7186,99.0,98.0
3522,88.0,88.0
4737,92.0,92.0
6890,85.0,82.0
6748,90.0,91.0
1840,89.0,90.0
2340,86.0,85.0
2303,98.0,98.0
3862,99.0,99.0
6842,80.0,78.0
3063,54.0,61.0
1669,63.0,51.0
3093,89.0,87.0
4730,92.0,92.0
415,92.0,92.0
1593,78.0,77.0
7550,85.0,85.0
348,85.0,86.0
5791,64.0,64.0
3164,99.0,99.0
2854,99.0,99.0
2731,97.0,97.0
3680,84.0,83.0
4316,88.0,85.0
4474,73.0,73.0
6290,91.0,92.0
5645,100.0,100.0
7508,92.0,92.0
4694,93.0,92.0
5423,81.0,80.0
4034,84.0,81.0
3838,95.0,95.0
7753,94.0,95.0
2404,89.0,89.0
1465,75.0,73.0
1371,90.0,88.0
2243,91.0,92.0
5773,68.0,63.0
682,93.0,94.0
2971,86.0,87.0
5683,87.0,88.0
3780,96.0,96.0
7163,98.0,98.0
4178,93.0,93.0
596,86.0,87.0
2545,92.0,92.0
7051,86.0,86.0
5953,94.0,94.0
2470,93.0,95.0
5206,77.0,76.0
30,92.0,92.0
6238,89.0,89.0
7346,75.0,75.0
6288,94.0,95.0
4209,79.0,80.0
2039,86.0,86.0
2875,89.0,90.0
871,90.0,89.0
7578,94.0,95.0
1864,79.0,79.0
7308,89.0,90.0
1042,60.0,62.0
1116,96.0,96.0
2211,93.0,92.0
6803,59.0,58.0
2887,85.0,85.0
4707,26.0,18.0
828,86.0,88.0
6190,94.0,94.0
4977,94.0,94.0
4130,98.0,99.0
3375,82.0,82.0
7887,93.0,94.0
1965,77.0,79.0
531,87.0,84.0
7000,89.0,87.0
3373,92.0,92.0
2889,74.0,74.0
5594,95.0,95.0
951,86.0,85.0
570,85.0,86.0
6970,87.0,88.0
1736,89.0,90.0
4458,94.0,94.0
1041,86.0,87.0
2543,80.0,80.0
7658,94.0,93.0
5136,100.0,100.0
6327,83.0,83.0
4015,94.0,95.0
7767,96.0,96.0
1625,80.0,78.0
872,88.0,87.0
6487,90.0,90.0
666,80.0,80.0
6786,89.0,89.0
6998,96.0,96.0
3327,92.0,91.0
4344,89.0,89.0
6054,95.0,95.0
4606,90.0,91.0
238,75.0,74.0
1524,73.0,71.0
4659,84.0,84.0
2165,66.0,66.0
7278,89.0,90.0
4167,94.0,94.0
1828,88.0,87.0
2521,95.0,95.0
3616,78.0,80.0
5602,100.0,100.0
6750,90.0,90.0
17,89.0,89.0
2563,81.0,80.0
2657,98.0,98.0
3270,86.0,84.0
6776,52.0,45.0
965,83.0,84.0
172,73.0,72.0
4615,90.0,89.0
483,87.0,86.0
5076,99.0,99.0
520,86.0,86.0
36,88.0,88.0
5625,100.0,100.0
4519,62.0,65.0
5168,99.0,99.0
2075,95.0,95.0
4068,94.0,94.0
1155,98.0,98.0
3223,94.0,93.0
1045,80.0,79.0
4912,91.0,92.0
5324,90.0,89.0
1083,96.0,96.0
6077,85.0,86.0
7188,96.0,97.0
2643,86.0,85.0
6359,90.0,91.0
1302,90.0,89.0
3789,80.0,77.0
6752,90.0,91.0
2058,96.0,97.0
376,78.0,80.0
5486,95.0,96.0
873,83.0,82.0
6739,94.0,93.0
6104,89.0,89.0
4778,91.0,92.0
2284,99.0,99.0
7294,83.0,79.0
4048,92.0,91.0
5336,69.0,71.0
2148,95.0,95.0
607,77.0,75.0
5224,80.0,82.0
5969,98.0,97.0
1732,75.0,74.0
2868,94.0,93.0
2161,70.0,69.0
4282,88.0,87.0
3731,98.0,98.0
1037,86.0,86.0
5395,93.0,93.0
3234,92.0,92.0
825,83.0,84.0
4994,81.0,80.0
3156,100.0,100.0
4681,92.0,92.0
4077,97.0,97.0
5108,100.0,100.0
1427,65.0,63.0
1668,81.0,79.0
7443,63.0,64.0
918,94.0,94.0
2530,93.0,93.0
452,87.0,87.0
4003,90.0,91.0
2933,92.0,92.0
450,84.0,83.0
