overspeed,accel,decel,stop,start,cluster,score
155,937,85,0,340,73,72
83,1368,171,0,427,48,45
285,1108,341,0,255,95,50
301,1231,87,0,87,1,52
297,1286,257,0,257,1,52
74,1218,348,0,174,40,63
189,944,85,0,171,10,70
331,441,88,0,176,98,79
3633,396,56,0,28,8,11
1382,81,49,0,16,77,64
1895,195,48,0,16,54,54
0,475,0,0,0,59,92
2480,132,28,0,28,11,27
2581,231,35,0,42,11,27
413,867,467,24,240,94,62
488,753,441,22,76,61,60
577,930,236,47,268,21,65
37,1277,399,53,319,22,48
17,1357,123,0,123,40,63
370,649,335,67,179,61,60
94,541,260,0,156,20,86
306,447,254,23,146,67,83
227,1089,396,11,231,95,50
759,787,289,24,184,46,58
123,1002,382,31,227,50,57
5,700,331,73,147,36,69
1610,424,176,0,128,2,51
23,750,750,0,844,97,41
335,283,141,15,125,67,83
84,1283,506,16,151,44,46
4,1163,336,0,275,22,48
133,502,270,38,141,20,86
320,321,200,0,120,67,83
1062,741,242,19,155,79,44
276,915,184,41,194,94,62
79,89,49,0,19,0,99
0,100,40,0,40,0,99
175,622,255,23,103,20,86
1,573,0,0,0,59,92
43,785,304,50,50,36,69
556,1879,786,76,172,91,23
114,976,520,0,455,96,55
275,791,634,67,218,80,49
38,944,386,0,257,50,57
406,977,387,15,217,95,50
169,674,249,6,162,84,75
24,334,223,37,185,25,87
32,1570,849,42,339,81,31
9,1056,448,93,271,50,57
5,1011,449,112,280,50,57
102,700,447,57,356,96,55
0,541,85,0,199,16,82
107,798,369,77,272,36,69
408,918,362,35,149,21,65
305,261,29,0,87,15,93
690,912,281,53,241,21,65
826,880,395,35,265,79,44
3,2293,1003,143,358,68,18
14,2073,754,0,282,78,37
552,976,525,22,225,27,39
236,841,511,18,127,94,62
33,1579,595,129,384,56,36
11,402,182,0,73,25,87
0,581,290,96,0,20,86
10,780,390,0,177,36,69
2,360,51,0,51,43,96
1246,526,303,29,74,71,43
75,49,0,0,49,30,100
163,1902,649,46,464,78,37
209,158,69,0,19,15,93
64,1040,476,0,216,50,57
258,549,211,0,84,84,75
535,208,78,0,0,17,80
156,364,145,24,97,25,87
129,1035,368,17,140,50,57
9,1899,723,0,452,78,37
44,1375,667,112,498,85,33
56,259,259,0,172,25,87
95,735,408,0,122,36,69
170,85,74,11,51,19,98
815,115,52,17,52,24,81
83,311,145,20,41,43,96
32,126,76,25,76,0,99
156,225,50,12,62,15,93
100,315,98,39,118,43,96
144,591,172,24,147,20,86
128,228,0,0,145,15,93
148,321,91,22,160,25,87
38,634,203,25,152,20,86
187,267,100,16,100,15,93
477,87,49,0,37,75,91
290,100,38,0,31,90,95
84,554,363,51,190,5,73
184,436,174,34,209,25,87
511,378,227,0,132,28,71
109,176,88,0,44,0,99
351,334,118,19,118,67,83
92,560,280,0,233,5,73
110,611,282,0,141,20,86
61,693,77,38,308,16,82
180,98,0,0,19,19,98
99,80,20,0,20,19,98
394,136,0,0,0,90,95
110,0,0,0,46,30,100
236,213,42,0,170,15,93
661,108,64,0,43,75,91
164,45,15,0,30,19,98
60,205,0,0,41,0,99
200,78,59,19,19,19,98
241,78,0,0,19,19,98
100,47,0,23,23,30,100
728,213,61,0,15,4,76
283,59,19,0,19,90,95
3,117,235,0,58,35,97
848,104,52,0,17,24,81
206,135,19,0,0,19,98
275,98,0,0,0,90,95
68,148,16,0,49,0,99
355,295,45,0,68,57,90
202,423,188,0,47,67,83
102,325,162,40,81,25,87
358,118,19,0,78,90,95
409,355,76,0,152,99,78
272,78,39,0,39,90,95
72,126,0,0,47,0,99
109,245,35,0,35,43,96
121,555,79,0,79,59,92
94,232,77,0,77,43,96
229,137,19,0,39,19,98
592,257,0,21,64,17,80
335,118,19,0,59,90,95
320,202,44,22,89,57,90
363,52,0,0,35,90,95
365,240,0,0,60,57,90
322,39,19,0,0,90,95
299,188,31,0,62,15,93
256,78,19,0,0,19,98
68,137,39,19,19,0,99
228,118,0,0,19,19,98
604,196,78,19,19,17,80
67,416,24,0,0,43,96
94,373,37,0,0,43,96
102,352,105,0,70,43,96
198,157,0,0,0,19,98
397,19,0,0,19,90,95
466,151,43,0,43,57,90
220,78,58,19,39,19,98
24,145,0,0,72,0,99
9,0,0,0,0,30,100
39,92,0,0,0,30,100
33,55,0,0,0,30,100
46,273,0,0,54,43,96
57,111,0,0,55,0,99
42,274,0,0,54,43,96
32,222,55,0,0,0,99
37,110,0,0,110,0,99
41,0,55,0,0,30,100
23,273,54,0,0,43,96
39,110,110,110,55,35,97
73,109,0,0,109,0,99
28,166,55,0,0,0,99
52,109,0,0,164,0,99
51,165,0,0,0,0,99
37,47,0,0,47,30,100
45,55,165,0,0,35,97
30,63,0,0,63,30,100
20,55,0,0,0,30,100
14,182,0,0,365,45,94
19,176,0,0,35,0,99
76,0,0,0,55,30,100
7,109,0,0,0,0,99
1,0,0,0,49,30,100
31,0,0,0,47,30,100
89,165,0,0,110,0,99
28,164,0,0,0,0,99
9,166,55,0,55,0,99
52,274,0,0,0,43,96
17,55,0,0,0,30,100
39,54,0,0,54,30,100
59,165,55,0,55,0,99
132,62,0,0,0,19,98
57,124,62,0,62,0,99
58,219,54,0,0,0,99
58,0,55,0,0,30,100
48,164,0,0,109,0,99
4,55,0,0,0,30,100
14,109,0,0,0,0,99
23,55,0,0,0,30,100
126,164,219,0,219,35,97
82,55,55,0,110,30,100
143,102,0,0,102,19,98
13,98,0,0,0,30,100
40,196,0,0,0,0,99
75,165,110,0,165,35,97
155,175,0,0,70,15,93
84,55,221,0,110,35,97
48,178,107,0,71,0,99
43,165,0,0,0,0,99
157,273,0,0,0,15,93
5,0,0,0,56,30,100
13,109,0,54,0,0,99
71,110,0,0,55,0,99
43,328,54,54,109,43,96
59,96,144,0,0,35,97
163,89,0,0,134,19,98
31,38,0,0,38,30,100
14,142,0,0,47,0,99
130,110,55,0,110,19,98
2,109,54,0,0,0,99
27,0,0,0,49,30,100
178,189,94,0,142,15,93
16,109,0,0,0,0,99
50,110,0,0,0,0,99
167,224,168,0,56,15,93
48,55,0,0,0,30,100
563,888,341,0,136,21,65
851,1227,561,0,140,23,28
546,1785,813,0,183,91,23
0,1358,532,26,239,44,46
212,1989,852,0,236,78,37
185,1551,319,45,410,3,47
14,1170,344,68,619,22,48
755,1329,419,0,104,23,28
893,1034,567,0,166,47,35
787,1226,665,0,140,23,28
535,978,244,0,40,21,65
945,1224,629,34,244,23,28
440,1521,507,108,217,49,29
891,911,420,0,245,47,35
796,1080,706,0,207,27,39
18,1251,469,0,677,85,33
438,768,121,0,80,21,65
127,412,0,31,158,7,88
273,41,82,0,123,90,95
109,137,45,0,91,0,99
159,340,85,0,141,43,96
297,666,196,39,156,84,75
65,1076,97,0,391,74,56
22,1348,67,67,337,40,63
33,574,0,0,478,16,82
119,398,79,0,132,7,88
87,1115,318,106,424,22,48
217,185,23,0,69,15,93
108,300,60,0,90,43,96
128,255,255,42,212,25,87
179,319,87,0,87,15,93
283,203,29,0,87,15,93
140,315,28,0,28,43,96
191,352,39,0,117,7,88
38,1265,97,97,389,74,56
120,143,57,0,172,0,99
87,321,58,29,145,43,96
46,310,28,0,28,43,96
8,878,195,97,488,73,72
56,265,44,0,88,43,96
243,596,170,0,127,84,75
10,1177,294,0,196,40,63
28,201,0,0,143,0,99
116,273,0,0,91,43,96
92,484,161,0,107,20,86
14,371,0,0,222,45,94
134,391,39,0,78,7,88
62,260,28,28,144,43,96
63,354,78,0,118,43,96
83,584,64,0,194,16,82
231,403,100,25,277,98,79
159,241,131,0,65,15,93
105,478,28,0,56,59,92
34,387,119,0,59,43,96
76,494,87,0,58,59,92
136,377,58,0,58,7,88
52,818,141,28,112,58,85
129,216,86,0,86,15,93
63,525,43,0,306,16,82
77,350,0,0,58,43,96
83,486,114,28,85,59,92
81,447,34,0,34,59,92
91,472,196,39,196,20,86
12,585,97,0,780,34,68
89,344,143,28,114,25,87
126,261,0,0,65,43,96
9,358,71,0,71,43,96
385,261,29,0,58,57,90
53,373,86,0,86,43,96
47,199,199,0,57,35,97
5,396,99,0,0,43,96
0,478,0,0,191,59,92
84,316,28,28,57,43,96
352,232,87,0,87,57,90
126,316,28,28,172,43,96
246,723,318,0,144,94,62
59,976,488,97,488,96,55
13,1067,194,0,582,74,56
95,452,141,0,226,25,87
422,232,29,0,145,57,90
106,402,86,57,143,7,88
142,363,80,0,201,45,94
33,477,106,0,53,59,92
162,368,147,0,147,25,87
5,877,0,0,389,73,72
61,67,33,0,67,30,100
293,393,138,11,11,67,83
226,314,104,0,52,15,93
186,324,73,0,162,15,93
208,975,174,34,522,74,56
58,229,28,0,57,0,99
136,41,24,0,57,19,98
162,343,57,0,114,7,88
120,770,192,38,192,58,85
44,427,213,0,213,25,87
240,442,0,0,98,7,88
84,290,29,0,58,43,96
67,516,57,0,57,59,92
236,290,58,0,0,15,93
61,345,57,28,143,43,96
139,505,45,0,45,7,88
22,1110,256,85,683,74,56
0,683,97,0,488,34,68
362,350,123,0,113,67,83
468,188,10,0,41,57,90
131,507,0,0,169,59,92
205,145,29,0,174,15,93
107,229,0,0,28,0,99
7,817,222,0,148,58,85
211,106,45,15,30,19,98
117,429,57,0,143,7,88
148,1193,491,70,632,85,33
196,1175,457,65,587,22,48
43,301,226,0,75,25,87
151,261,87,0,87,15,93
114,371,85,0,85,43,96
11,357,149,0,59,43,96
18,67,0,0,0,30,100
34,114,0,0,0,0,99
13,264,0,0,0,43,96
24,264,0,0,0,43,96
13,104,52,0,0,0,99
132,149,0,0,49,0,99
26,65,0,65,65,30,100
35,58,0,0,58,30,100
32,264,0,0,66,43,96
34,58,0,0,0,30,100
208,131,0,0,65,19,98
15,57,0,0,0,30,100
7,66,0,0,0,30,100
23,0,0,0,57,30,100
37,66,0,0,66,30,100
8,118,0,0,59,0,99
39,66,0,0,0,30,100
43,0,0,0,0,30,100
56,65,0,0,0,30,100
10,172,0,57,0,0,99
27,197,0,0,0,0,99
47,230,0,0,0,0,99
42,132,0,0,0,0,99
39,0,0,0,115,30,100
6,66,0,0,66,30,100
55,124,0,0,0,0,99
126,0,0,0,0,30,100
27,114,0,0,0,0,99
10,132,0,0,0,0,99
40,103,51,0,51,0,99
7,172,0,0,0,0,99
21,131,0,0,0,0,99
54,172,0,0,0,0,99
14,198,0,0,0,0,99
38,116,58,0,58,0,99
241,66,0,0,66,19,98
2,61,0,0,0,30,100
37,66,0,0,132,30,100
43,57,0,0,0,30,100
186,132,0,0,66,19,98
39,57,0,0,0,30,100
8,260,130,0,130,43,96
21,117,0,0,0,0,99
31,55,0,0,55,30,100
154,156,208,0,104,35,97
212,103,77,0,77,19,98
154,51,77,0,25,19,98
417,25,154,0,51,90,95
786,333,102,0,89,4,76
253,55,0,0,0,19,98
439,180,103,0,128,57,90
122,191,447,0,191,41,84
69,151,50,0,100,0,99
247,51,51,25,51,19,98
91,109,164,0,109,35,97
481,116,58,0,116,75,91
182,103,154,0,51,35,97
92,230,0,0,51,0,99
296,76,76,0,76,90,95
72,192,89,0,38,0,99
1295,38,0,0,58,77,64
198,257,206,0,103,25,87
197,163,217,0,54,60,89
127,27,110,0,27,19,98
17,27,54,0,54,30,100
805,67,134,16,134,24,81
932,4,13,0,22,24,81
240,287,287,0,383,62,77
834,24,44,0,14,24,81
250,154,128,0,51,15,93
119,102,51,0,76,19,98
264,77,77,25,51,90,95
159,82,246,0,27,35,97
255,277,55,0,0,15,93
61,163,54,27,0,0,99
303,128,283,0,77,60,89
187,396,210,0,210,25,87
435,103,128,0,51,90,95
60,189,27,27,27,0,99
441,77,128,25,77,90,95
95,136,190,0,81,35,97
294,55,110,0,83,90,95
193,517,388,25,181,5,73
436,187,62,20,166,57,90
2368,19,38,0,19,88,42
308,304,55,0,165,15,93
67,300,109,0,81,43,96
224,55,82,0,55,19,98
73,126,202,25,50,35,97
2938,58,78,7,39,72,20
2,853,142,0,497,73,72
20,263,0,0,0,43,96
316,215,287,0,215,60,89
4188,70,46,3,42,8,11
219,82,138,0,82,19,98
18,146,24,0,24,0,99
307,55,82,0,55,90,95
718,310,44,0,177,4,76
551,440,188,0,125,99,78
402,273,213,30,334,98,79
456,409,189,31,220,99,78
465,275,245,0,183,28,71
381,318,222,63,222,98,79
664,337,184,30,153,42,67
287,380,95,0,95,67,83
352,396,274,30,122,67,83
791,398,336,30,30,42,67
84,216,72,36,36,0,99
632,349,349,0,380,28,71
398,365,304,30,274,28,71
597,412,222,95,222,42,67
542,243,121,30,182,17,80
201,443,126,0,221,98,79
321,276,153,92,153,67,83
1003,291,145,29,116,32,61
245,369,246,30,153,67,83
683,545,393,30,151,46,58
22,605,55,55,110,59,92
367,704,70,0,70,84,75
255,119,149,29,239,60,89
666,214,336,30,183,42,67
349,410,123,0,82,67,83
379,365,273,91,91,67,83
485,381,254,63,190,28,71
290,368,153,0,122,67,83
777,346,283,31,125,42,67
426,486,273,121,121,28,71
721,412,317,0,126,42,67
47,384,439,54,219,41,84
270,499,62,62,62,7,88
556,316,94,31,126,17,80
326,308,123,30,123,67,83
758,377,125,62,125,4,76
188,215,184,30,215,25,87
387,472,252,0,31,67,83
403,324,324,32,259,28,71
272,600,360,60,360,66,59
236,151,182,0,121,60,89
512,409,314,0,220,28,71
240,679,247,0,216,84,75
933,409,283,31,220,32,61
330,461,215,30,92,67,83
537,441,189,94,94,99,78
428,343,240,34,137,28,71
516,504,283,0,157,28,71
127,185,247,0,92,35,97
604,472,283,0,188,42,67
164,493,339,0,154,5,73
586,504,283,31,31,42,67
169,372,372,28,314,41,84
855,393,393,0,120,42,67
199,426,121,60,304,98,79
574,477,222,31,95,99,78
16,284,106,0,142,43,96
666,377,219,0,157,42,67
191,277,277,0,123,25,87
932,254,285,0,222,32,61
361,338,153,0,92,67,83
772,377,188,0,188,42,67
8,366,0,0,366,45,94
77,479,110,36,147,59,92
87,186,79,26,159,0,99
7,298,0,0,59,43,96
137,369,32,65,65,43,96
29,337,0,0,168,43,96
4,525,116,0,204,16,82
11,172,57,0,0,0,99
0,314,78,0,157,43,96
122,408,34,0,306,45,94
100,358,0,0,153,43,96
2,607,0,0,434,16,82
210,282,0,0,105,15,93
166,271,0,0,155,15,93
134,301,27,0,164,43,96
119,362,90,0,90,43,96
2,290,116,0,174,43,96
47,357,0,0,0,43,96
73,562,312,124,312,5,73
238,90,0,0,0,19,98
4,370,92,0,92,43,96
65,288,172,57,230,25,87
21,519,148,74,0,20,86
47,368,92,92,276,45,94
62,311,233,0,155,25,87
40,236,0,0,0,0,99
30,500,83,83,83,59,92
93,597,119,0,238,16,82
14,318,254,0,0,25,87
0,579,0,82,165,59,92
7,616,88,0,264,16,82
0,576,0,0,288,16,82
0,110,0,0,110,0,99
51,619,0,56,112,59,92
90,207,69,0,69,0,99
2,724,0,0,278,16,82
23,425,121,121,121,25,87
12,460,125,0,41,59,92
16,214,85,0,128,0,99
153,223,44,44,44,15,93
0,150,0,0,226,45,94
16,338,84,0,253,45,94
111,357,357,0,357,62,77
36,444,0,0,44,59,92
123,791,219,0,175,58,85
4,738,82,0,328,73,72
167,370,46,0,138,7,88
1,1092,0,47,190,10,70
0,760,27,54,81,58,85
272,878,313,62,188,94,62
21,380,0,0,152,43,96
1,1033,0,0,172,10,70
71,806,366,0,513,96,55
38,783,241,60,241,73,72
0,813,90,0,361,73,72
31,473,59,59,118,59,92
18,281,6,0,24,43,96
21,227,45,0,90,0,99
1,402,0,0,115,43,96
23,591,78,0,276,16,82
29,1308,280,0,186,40,63
100,580,290,0,48,20,86
22,331,110,0,55,43,96
22,0,57,0,57,30,100
213,628,157,0,157,84,75
16,794,88,220,132,58,85
25,153,38,0,114,0,99
551,393,49,0,49,99,78
510,267,0,0,38,57,90
4,656,0,0,246,16,82
0,448,0,0,224,59,92
52,460,172,57,115,20,86
22,329,0,0,329,45,94
17,388,0,0,194,43,96
80,547,126,0,168,59,92
436,150,75,25,0,57,90
514,615,307,70,47,46,58
247,99,49,0,49,19,98
670,546,213,0,71,46,58
152,120,51,0,34,19,98
132,253,119,0,44,15,93
339,324,174,24,24,67,83
290,355,332,71,118,67,83
846,425,375,25,75,42,67
455,250,100,0,0,57,90
698,492,172,24,0,42,67
617,149,224,24,0,17,80
145,304,93,0,70,43,96
120,119,68,0,17,19,98
204,162,14,14,29,15,93
310,324,49,0,24,57,90
248,254,46,46,46,15,93
316,75,0,0,0,90,95
202,166,118,23,23,15,93
115,150,25,0,25,0,99
574,149,74,24,49,75,91
183,99,49,0,24,19,98
274,189,118,0,0,15,93
215,225,150,0,0,15,93
296,252,227,0,0,60,89
450,200,50,0,0,57,90
206,259,138,17,51,15,93
373,249,49,24,0,57,90
558,418,295,0,24,28,71
335,399,149,49,99,67,83
584,612,423,70,0,46,58
408,99,124,0,24,90,95
736,600,375,50,125,46,58
479,472,49,24,24,99,78
741,354,212,47,47,42,67
518,351,326,25,75,28,71
796,402,260,71,94,42,67
608,228,48,0,0,17,80
157,347,49,16,82,43,96
348,450,200,75,100,67,83
699,568,172,0,24,46,58
597,249,149,0,49,17,80
794,719,494,67,112,79,44
260,223,111,55,111,15,93
257,502,223,55,167,84,75
523,485,76,51,51,99,78
655,293,138,0,86,4,76
790,281,99,16,49,4,76
534,325,75,0,0,17,80
585,391,244,0,48,42,67
458,125,50,0,0,75,91
1001,448,259,23,47,32,61
659,273,188,0,68,4,76
285,91,36,18,72,90,95
69,66,66,0,0,30,100
148,391,195,65,65,25,87
514,713,219,0,164,46,58
105,391,260,0,0,25,87
531,956,136,0,0,21,65
398,390,195,130,65,67,83
472,205,0,68,136,57,90
474,490,122,0,40,99,78
69,521,325,0,65,20,86
264,136,0,0,68,15,93
152,325,130,0,0,43,96
354,409,0,0,0,7,88
99,586,260,65,0,20,86
575,68,0,0,0,75,91
395,389,0,0,64,57,90
205,273,68,0,68,15,93
496,99,99,33,133,75,91
111,325,65,0,0,43,96
250,274,0,0,68,15,93
109,260,390,0,0,41,84
512,342,0,0,0,57,90
156,585,390,130,0,20,86
313,172,172,0,172,60,89
346,410,341,0,0,67,83
145,325,260,65,130,25,87
533,409,68,0,136,99,78
82,391,195,0,65,25,87
191,325,65,0,0,15,93
314,479,0,0,0,7,88
540,637,159,53,265,46,58
247,454,259,0,129,67,83
473,342,205,0,68,28,71
288,352,246,52,123,67,83
183,133,106,26,26,19,98
179,594,162,54,162,84,75
156,260,195,0,195,25,87
1515,536,201,100,33,2,51
310,585,130,0,130,84,75
86,516,114,0,57,59,92
233,519,129,64,64,7,88
289,464,58,0,290,98,79
0,288,115,0,173,43,96
137,455,715,65,65,83,66
487,341,0,0,68,57,90
686,273,409,0,68,42,67
189,559,279,0,0,20,86
766,164,98,0,32,24,81
225,0,39,0,19,19,98
170,583,259,0,129,20,86
642,205,68,0,68,17,80
193,455,390,65,65,41,84
380,644,402,0,161,61,60
84,1037,454,0,0,50,57
902,45,7,0,7,24,81
83,217,0,0,0,0,99
17,196,78,0,78,0,99
12,342,0,0,68,43,96
23,166,0,0,55,0,99
35,205,51,0,51,0,99
0,164,0,0,0,0,99
48,173,0,0,57,0,99
0,344,172,0,0,43,96
571,109,18,0,54,75,91
141,271,0,0,407,45,94
219,227,28,0,199,15,93
796,35,0,0,26,24,81
9,363,0,0,0,43,96
58,463,109,0,191,59,92
511,66,0,0,7,75,91
539,23,7,0,54,75,91
1189,167,30,0,68,65,74
633,292,13,0,62,4,76
1089,75,7,0,22,65,74
35,159,0,19,19,0,99
0,143,0,0,0,0,99
382,66,0,0,29,90,95
87,651,0,81,488,34,68
93,534,29,0,326,16,82
41,514,0,0,114,59,92
206,403,0,0,172,7,88
1259,53,22,0,22,77,64
816,132,7,0,73,24,81
141,528,176,0,352,16,82
1133,73,29,0,7,65,74
87,425,0,0,0,59,92
45,566,154,0,0,20,86
186,167,0,0,13,19,98
224,97,41,0,27,19,98
161,32,0,0,0,19,98
0,0,0,0,0,30,100
50,0,0,0,0,30,100
72,0,0,0,0,30,100
239,36,73,0,0,19,98
75,0,0,0,0,30,100
70,32,0,0,0,30,100
20,0,0,0,37,30,100
123,56,0,0,0,19,98
25,0,0,0,0,30,100
81,38,0,0,0,30,100
67,0,0,0,0,30,100
36,0,0,0,0,30,100
47,0,0,0,22,30,100
61,0,0,0,0,30,100
26,36,0,0,0,30,100
59,0,0,0,38,30,100
52,0,37,0,0,30,100
73,32,0,0,0,30,100
40,37,0,0,74,30,100
21,0,0,0,0,30,100
32,0,0,0,0,30,100
81,0,0,0,0,30,100
58,0,0,0,0,30,100
37,76,0,0,0,30,100
29,0,0,0,37,30,100
112,0,0,0,0,30,100
27,0,0,0,0,30,100
23,0,0,0,0,30,100
45,0,37,0,0,30,100
45,0,0,0,0,30,100
11,0,0,0,0,30,100
65,0,0,0,0,30,100
6,0,0,0,17,30,100
64,0,0,0,0,30,100
22,0,0,0,0,30,100
0,0,0,0,0,30,100
104,31,0,0,0,30,100
26,0,0,0,0,30,100
92,0,0,0,0,30,100
24,0,0,0,32,30,100
71,0,0,0,0,30,100
28,0,0,0,0,30,100
143,38,38,0,0,19,98
30,0,0,0,0,30,100
263,76,0,0,0,90,95
49,37,0,0,0,30,100
0,0,0,0,0,30,100
0,0,0,0,87,30,100
296,38,38,0,38,90,95
51,0,0,0,0,30,100
93,0,0,0,32,30,100
1,0,0,0,0,30,100
280,143,0,0,0,90,95
39,73,0,0,0,30,100
76,38,0,0,0,30,100
11,0,0,0,0,30,100
290,14,0,0,14,90,95
291,0,76,0,0,90,95
40,0,0,0,0,30,100
174,36,73,0,0,19,98
26,0,0,0,0,30,100
386,191,0,0,0,57,90
47,0,0,0,0,30,100
95,38,153,0,38,35,97
70,0,0,0,0,30,100
11,204,68,0,68,0,99
1,97,0,0,97,0,99
12,0,37,0,0,30,100
113,38,76,0,0,19,98
292,82,82,16,82,90,95
79,135,38,38,58,0,99
331,66,16,0,0,90,95
1,300,150,0,75,43,96
0,132,0,0,132,0,99
51,79,0,0,0,30,100
385,182,66,16,33,57,90
45,122,0,0,20,0,99
438,149,33,0,33,57,90
45,24,72,0,48,30,100
70,89,67,0,0,0,99
177,82,82,0,16,19,98
32,112,67,0,22,0,99
386,67,16,0,16,90,95
25,20,61,0,20,30,100
403,80,20,20,0,90,95
133,67,67,0,67,19,98
461,131,82,16,32,57,90
71,79,79,26,26,30,100
22,105,52,0,79,0,99
390,99,33,0,132,90,95
0,0,0,0,0,30,100
338,17,17,0,88,90,95
3,59,0,29,0,30,100
411,16,49,16,114,90,95
52,72,48,24,0,30,100
565,81,49,16,147,75,91
10,323,161,0,323,45,94
182,116,16,0,49,19,98
210,66,66,0,33,19,98
60,0,0,0,0,30,100
529,66,33,16,16,75,91
54,26,0,0,26,30,100
629,188,68,17,85,17,80
78,97,145,0,145,35,97
739,205,34,0,102,4,76
138,69,69,0,69,19,98
35,99,99,0,0,0,99
537,116,58,0,29,75,91
734,126,84,0,21,24,81
73,263,119,47,47,43,96
351,102,0,0,34,90,95
6,659,146,146,146,20,86
327,36,36,0,0,90,95
252,181,36,36,72,15,93
1,159,0,0,239,45,94
275,448,21,21,149,7,88
198,234,134,33,335,45,94
18,296,49,0,296,45,94
655,386,92,15,46,4,76
119,550,338,0,211,5,73
202,618,92,30,339,16,82
184,383,18,0,146,7,88
253,0,0,83,124,19,98
318,121,73,0,20,90,95
292,603,185,46,139,84,75
43,2115,769,192,1346,64,10
0,2880,465,381,1355,26,8
30,374,0,0,249,45,94
55,287,16,50,101,43,96
32,1183,147,147,295,40,63
308,298,206,0,68,67,83
311,170,146,48,121,60,89
92,277,158,0,119,25,87
21,145,36,0,109,0,99
183,191,350,63,191,41,84
164,685,316,0,105,36,69
96,93,69,0,116,0,99
61,90,75,0,75,0,99
69,0,25,0,25,30,100
8,140,46,0,234,45,94
150,19,0,0,13,19,98
16,53,0,0,0,30,100
3,58,58,58,0,30,100
840,104,0,0,41,24,81
232,0,0,0,0,19,98
0,0,0,0,0,30,100
37,14,0,0,58,30,100
4,73,52,31,84,30,100
10,0,0,0,0,30,100
23,165,0,0,0,0,99
77,143,0,0,0,0,99
0,0,0,0,0,30,100
63,46,0,0,0,30,100
7,0,0,0,0,30,100
11,42,0,0,42,30,100
119,174,174,0,0,35,97
71,0,41,0,41,30,100
0,0,0,0,72,30,100
0,60,0,0,60,30,100
0,0,0,0,0,30,100
4,0,48,0,0,30,100
0,35,0,0,35,30,100
0,55,0,0,55,30,100
3,13,13,13,0,30,100
9,93,0,0,0,30,100
0,0,0,0,0,30,100
2,50,38,0,38,30,100
0,0,0,0,0,30,100
4,46,15,0,0,30,100
9,0,0,0,0,30,100
0,18,9,0,9,30,100
33,0,0,40,0,30,100
29,0,0,0,0,30,100
2,178,0,0,0,0,99
0,75,0,0,0,30,100
0,0,0,0,0,30,100
9,23,11,0,11,30,100
3,29,29,0,0,30,100
5,195,48,48,0,0,99
3,0,29,0,0,30,100
1,41,13,0,0,30,100
0,127,36,0,0,0,99
0,107,0,0,0,0,99
0,53,0,0,13,30,100
8,0,0,0,0,30,100
0,135,0,0,0,0,99
2,94,37,0,18,0,99
0,49,49,0,49,30,100
16,39,0,0,0,30,100
0,0,0,0,0,30,100
2,0,16,0,0,30,100
2,0,0,0,75,30,100
6,0,0,0,0,30,100
0,0,40,0,0,30,100
8,50,0,0,0,30,100
0,0,0,0,0,30,100
11,24,0,0,0,30,100
1,0,0,0,0,30,100
15,25,16,0,0,30,100
24,0,64,0,0,30,100
0,0,88,88,0,30,100
0,0,0,0,0,30,100
12,40,0,0,40,30,100
0,0,0,0,0,30,100
3,28,14,0,0,30,100
12,29,0,0,0,30,100
0,0,0,0,0,30,100
276,120,96,0,24,90,95
285,109,43,0,43,90,95
485,283,109,21,174,17,80
541,232,69,0,23,17,80
433,430,478,47,191,61,60
611,381,524,0,333,28,71
191,819,223,0,595,34,68
285,187,46,0,93,15,93
112,338,96,0,289,45,94
105,635,90,0,363,16,82
162,247,395,98,247,41,84
360,113,37,0,37,90,95
147,113,22,22,135,19,98
677,228,114,0,45,4,76
292,108,194,0,151,60,89
813,183,79,0,63,24,81
55,192,96,0,48,0,99
791,182,68,0,159,4,76
365,140,163,0,116,60,89
166,402,114,76,134,7,88
332,430,233,35,161,67,83
436,218,145,24,121,57,90
4,381,261,20,160,25,87
450,341,159,90,159,99,78
122,496,99,0,198,59,92
48,289,105,26,0,43,96
5,1321,0,0,310,40,63
40,793,176,0,176,58,85
0,467,389,0,544,62,77
406,190,190,47,95,60,89
131,524,339,30,185,5,73
253,465,289,25,263,98,79
12,1184,338,84,507,22,48
204,455,273,54,182,67,83
248,400,164,36,218,98,79
507,326,69,23,116,17,80
350,503,350,21,306,66,59
4,1297,346,0,605,22,48
495,258,117,0,46,17,80
624,209,139,23,186,17,80
123,120,40,0,80,19,98
66,80,0,0,80,30,100
1,161,0,0,161,0,99
1,61,0,0,20,30,100
0,0,284,0,356,35,97
0,78,157,78,0,35,97
185,126,126,42,21,19,98
232,64,0,0,0,19,98
0,91,0,0,91,0,99
0,252,0,0,84,43,96
54,264,88,0,88,43,96
67,194,0,0,0,0,99
0,609,304,76,152,5,73
0,89,89,44,89,0,99
238,43,54,10,0,19,98
235,25,38,12,0,19,98
25,126,94,0,0,0,99
414,128,128,0,64,57,90
604,296,89,0,207,17,80
606,96,32,0,32,75,91
883,64,96,0,32,24,81
667,224,192,32,64,17,80
753,125,0,0,31,24,81
402,160,0,0,64,57,90
836,95,0,0,63,24,81
635,127,31,0,0,75,91
686,125,31,0,31,75,91
437,96,0,0,32,90,95
419,31,63,0,94,90,95
307,361,77,25,180,98,79
744,176,0,0,100,24,81
446,223,127,0,63,57,90
431,188,31,0,125,57,90
508,160,0,32,96,75,91
486,31,0,0,62,75,91
542,288,0,0,32,17,80
