overspeed,accel,decel,stop,start,cluster,score
786,364,134,19,134,4,76
16,680,388,0,291,5,73
62,387,310,116,193,41,84
769,27,0,0,6,24,81
71,0,84,42,42,30,100
63,594,408,37,222,5,73
6,932,358,0,215,50,57
621,47,3,0,14,75,91
401,58,23,0,34,90,95
154,53,0,13,13,19,98
147,217,163,0,163,35,97
166,166,110,0,110,15,93
265,83,18,3,14,90,95
233,62,20,0,51,19,98
606,81,51,0,0,75,91
10,573,215,71,143,20,86
402,147,161,29,88,60,89
259,104,16,0,16,19,98
70,848,308,38,0,36,69
563,296,234,0,148,17,80
108,287,91,34,45,43,96
755,94,5,0,31,24,81
1522,171,68,0,34,77,64
179,71,17,0,11,19,98
794,0,0,0,0,24,81
27,493,296,0,0,20,86
485,0,0,0,0,75,91
584,254,56,0,56,17,80
491,170,28,0,0,75,91
0,3,0,0,0,30,100
1078,55,0,0,0,65,74
341,193,55,0,0,57,90
1327,28,0,28,28,77,64
141,571,81,0,0,59,92
458,0,53,0,26,90,95
383,0,0,0,0,90,95
1136,28,28,0,0,65,74
348,315,28,0,28,57,90
1041,28,28,0,0,65,74
441,167,27,0,0,57,90
1423,80,26,0,26,77,64
446,148,59,0,29,57,90
891,85,0,0,28,24,81
314,225,28,0,28,57,90
420,27,0,0,0,90,95
648,57,28,0,28,75,91
318,111,0,0,0,90,95
1168,28,0,0,28,65,74
473,28,0,0,0,75,91
236,112,28,28,28,19,98
795,28,0,0,0,24,81
633,28,114,0,28,75,91
471,82,0,0,0,75,91
354,56,56,0,0,90,95
882,55,55,27,27,24,81
166,204,40,0,81,15,93
970,169,0,0,28,65,74
607,71,47,0,23,75,91
477,27,0,0,0,75,91
570,112,56,0,0,75,91
516,142,28,0,0,75,91
581,58,29,0,29,75,91
454,142,0,0,28,57,90
889,57,0,0,0,24,81
448,57,28,0,0,90,95
1178,28,0,0,0,65,74
51,468,36,0,72,59,92
769,82,0,0,27,24,81
32,204,102,0,51,0,99
70,291,194,97,145,25,87
880,79,26,0,0,24,81
2,365,104,0,104,43,96
933,54,27,0,0,24,81
583,27,110,0,27,75,91
996,57,28,0,0,65,74
0,197,148,0,296,45,94
0,624,220,36,183,20,86
633,335,123,0,52,4,76
221,148,64,8,28,15,93
0,311,28,0,170,43,96
153,89,29,3,39,19,98
28,653,124,15,264,16,82
119,1769,884,0,353,81,31
10,576,57,0,230,16,82
24,773,270,38,425,73,72
88,667,467,66,467,96,55
2,882,294,32,294,73,72
5,672,470,67,336,96,55
0,893,466,0,272,50,57
0,599,272,0,127,20,86
239,361,120,0,86,67,83
224,391,141,8,48,67,83
0,63,19,3,6,30,100
255,294,103,0,173,15,93
75,2979,893,99,595,53,7
100,1658,504,0,216,3,47
540,1271,158,0,238,1,52
0,910,248,248,248,73,72
791,278,55,0,46,4,76
474,37,0,0,12,75,91
397,511,68,0,102,99,78
187,45,0,0,0,19,98
337,179,0,0,107,57,90
118,0,0,0,53,30,100
81,37,0,0,0,30,100
200,10,0,10,10,19,98
260,10,10,0,0,90,95
131,46,0,0,0,19,98
132,0,0,0,46,19,98
1274,66,33,0,0,77,64
67,77,0,0,0,30,100
190,669,0,0,0,58,85
90,0,0,0,32,30,100
46,0,0,0,0,30,100
23,60,0,0,0,30,100
72,237,0,0,0,0,99
287,11,0,0,0,90,95
138,0,0,0,0,19,98
243,365,73,0,73,7,88
140,73,0,0,73,19,98
193,148,0,0,0,19,98
161,295,0,0,73,15,93
17,145,0,0,72,0,99
164,148,0,0,0,19,98
102,294,0,0,0,43,96
202,295,295,0,0,67,83
2,0,0,0,0,30,100
85,156,0,0,0,0,99
25,72,72,0,0,30,100
68,219,0,0,0,0,99
314,584,0,0,73,7,88
73,214,53,0,53,0,99
25,178,0,0,0,0,99
223,218,0,0,72,15,93
59,0,0,0,0,30,100
132,145,0,0,72,0,99
29,224,0,0,44,0,99
4,73,0,0,73,30,100
7,294,73,73,0,43,96
95,390,0,0,55,43,96
342,73,0,0,73,90,95
218,370,0,0,0,7,88
141,0,0,0,0,19,98
179,0,0,0,72,19,98
73,217,145,0,72,35,97
235,71,71,71,143,19,98
103,72,0,0,0,30,100
231,221,221,0,147,60,89
85,72,0,0,72,30,100
271,156,156,0,78,60,89
222,73,0,0,73,19,98
212,518,74,0,0,7,88
139,0,0,0,218,19,98
382,277,110,0,0,57,90
66,206,0,0,51,0,99
46,202,0,0,0,0,99
19,275,0,0,0,43,96
203,296,0,0,0,15,93
299,68,136,0,0,90,95
245,213,142,0,0,15,93
20,60,0,0,60,30,100
39,147,0,0,73,0,99
247,222,0,0,0,15,93
312,72,0,0,0,90,95
65,370,0,0,0,43,96
38,72,72,72,0,30,100
229,0,0,0,0,19,98
1,219,0,0,73,0,99
61,0,0,0,0,30,100
347,222,0,0,74,57,90
157,143,0,0,0,19,98
96,123,0,61,61,0,99
51,222,0,0,0,0,99
82,73,0,0,0,30,100
200,222,0,0,0,15,93
119,145,0,0,0,0,99
86,279,0,0,0,43,96
158,0,52,0,105,19,98
320,192,0,0,0,57,90
99,73,0,0,0,30,100
220,68,0,0,0,19,98
101,116,0,0,0,0,99
299,73,0,0,73,90,95
119,296,0,0,148,43,96
48,605,75,0,75,59,92
145,147,0,0,0,19,98
196,363,145,0,145,25,87
71,384,76,0,76,43,96
102,148,0,0,0,0,99
63,73,0,0,0,30,100
42,650,455,0,130,36,69
39,523,174,0,0,20,86
1235,100,22,0,22,77,64
1451,63,0,0,0,77,64
121,0,0,0,73,30,100
4,147,0,0,0,0,99
315,294,220,0,147,67,83
266,73,0,0,73,90,95
584,52,0,0,0,75,91
868,61,30,0,0,24,81
377,227,28,0,56,57,90
1067,30,30,0,30,65,74
670,269,59,0,89,4,76
1312,50,25,0,0,77,64
439,184,0,0,26,57,90
167,53,0,0,0,19,98
215,158,0,0,26,15,93
94,136,27,0,0,0,99
548,27,27,0,0,75,91
1312,25,0,0,0,77,64
291,49,0,0,24,90,95
314,31,31,0,15,90,95
661,36,0,0,0,75,91
225,135,54,0,0,19,98
186,53,0,0,0,19,98
203,53,26,0,26,19,98
919,0,0,0,0,24,81
256,157,78,0,78,15,93
530,247,82,0,0,17,80
108,98,0,32,65,19,98
221,304,228,0,152,67,83
79,127,170,0,0,35,97
3240,31,7,0,0,72,20
2,66,0,0,0,30,100
125,258,0,0,0,43,96
1,581,64,0,64,59,92
143,396,198,0,248,25,87
3,139,0,0,0,0,99
31,0,0,0,0,30,100
233,22,52,0,7,19,98
48,345,86,43,86,43,96
2,388,0,0,64,43,96
98,585,58,0,58,59,92
608,172,34,0,138,17,80
1314,54,3,0,0,77,64
89,387,0,0,64,43,96
27,258,64,0,129,43,96
60,0,0,0,0,30,100
22,64,0,0,64,30,100
103,0,0,0,122,30,100
14,258,0,0,64,43,96
1,0,129,0,0,30,100
16,64,64,0,193,0,99
40,129,0,0,0,0,99
35,128,0,0,64,0,99
0,194,0,0,64,0,99
7,0,0,0,64,30,100
73,257,64,0,0,43,96
58,387,110,0,55,43,96
566,21,5,0,5,75,91
118,138,0,138,138,0,99
544,51,17,5,5,75,91
0,258,0,0,0,43,96
24,68,0,0,0,30,100
88,1548,884,265,1061,14,21
61,1427,839,251,713,14,21
742,439,291,43,92,42,67
1660,117,43,24,61,54,54
165,1132,838,125,419,31,32
488,445,274,68,239,28,71
0,1968,410,492,574,76,26
419,1376,755,355,799,14,21
61,1623,664,0,516,37,30
0,992,610,152,763,97,41
65,2019,1242,465,1397,64,10
0,1884,1116,279,628,89,22
525,304,104,8,43,17,80
595,287,253,16,84,42,67
8,2594,603,301,784,69,12
22,1722,997,362,997,14,21
42,1153,648,72,504,86,40
157,2165,597,298,448,18,25
60,893,496,99,396,96,55
688,312,255,32,49,42,67
304,92,18,6,61,90,95
202,241,174,24,49,15,93
59,1167,737,61,430,86,40
88,262,135,7,63,43,96
381,815,266,44,459,66,59
325,572,274,0,91,84,75
46,431,172,28,287,62,77
376,572,143,57,171,84,75
6,2241,578,361,650,69,12
4,2050,820,341,820,12,14
534,204,136,25,85,17,80
13,3370,866,385,1059,53,7
9,914,457,91,640,96,55
1327,631,303,38,116,71,43
741,472,307,20,82,42,67
1073,251,32,0,10,65,74
16,978,601,75,1579,93,24
0,2139,1166,583,1296,64,10
1383,126,69,9,41,77,64
960,72,17,0,2,24,81
198,503,185,13,66,20,86
102,442,256,14,57,20,86
252,422,217,25,12,67,83
272,184,113,0,56,15,93
322,576,168,14,140,84,75
115,113,85,14,28,19,98
197,630,234,29,146,84,75
88,365,160,14,29,25,87
378,290,158,39,26,57,90
144,377,72,87,43,7,88
172,541,154,0,51,20,86
21,461,276,184,276,5,73
161,258,166,0,55,15,93
403,224,79,13,52,57,90
195,357,185,14,42,67,83
370,264,145,0,39,57,90
172,299,114,14,71,15,93
208,463,198,39,79,67,83
35,283,165,94,47,25,87
258,331,145,13,26,67,83
0,809,190,142,142,58,85
25,223,55,0,37,0,99
161,663,132,39,66,58,85
468,369,170,28,28,99,78
445,383,39,0,39,99,78
94,473,344,43,43,20,86
166,450,119,13,13,7,88
193,403,125,27,111,7,88
216,529,105,13,52,7,88
201,454,254,18,90,67,83
218,313,62,41,83,15,93
267,504,119,39,66,7,88
90,428,114,14,14,59,92
303,290,39,0,13,15,93
174,298,85,28,42,15,93
262,313,73,18,36,15,93
35,1660,879,32,65,81,31
86,610,572,114,228,83,66
44,1072,428,53,107,50,57
9,626,752,0,376,83,66
496,440,104,0,83,99,78
241,497,292,0,234,84,75
94,485,91,30,30,59,92
360,331,119,13,13,57,90
459,269,113,28,85,57,90
137,463,145,39,52,7,88
86,147,44,14,29,0,99
263,568,158,13,79,84,75
21,431,172,86,172,25,87
537,156,0,22,44,75,91
134,303,186,23,116,25,87
11,163,652,163,652,83,66
1384,450,254,94,247,2,51
743,366,130,52,130,4,76
361,237,26,0,0,57,90
606,329,89,59,29,17,80
476,104,78,0,104,75,91
17,898,337,168,730,97,41
364,393,196,98,196,98,79
653,274,137,34,103,4,76
114,88,44,58,161,19,98
9,364,91,91,182,25,87
449,269,80,26,242,98,79
788,234,234,104,182,42,67
57,445,445,202,566,62,77
219,234,234,0,78,60,89
248,538,336,112,336,66,59
459,234,130,26,104,17,80
400,219,48,97,146,57,90
524,195,111,0,83,17,80
206,114,82,16,16,19,98
325,390,218,93,171,67,83
391,627,221,129,387,66,59
622,646,350,80,53,46,58
1010,158,68,68,113,65,74
624,239,186,0,186,17,80
671,478,209,29,299,42,67
486,244,108,108,163,17,80
51,407,0,81,81,43,96
1359,337,187,37,150,2,51
132,532,199,133,266,5,73
439,349,69,46,116,57,90
1334,492,445,70,211,71,43
1168,176,163,95,163,65,74
1036,361,232,77,154,32,61
19,671,503,83,587,96,55
358,327,350,210,374,98,79
972,304,83,0,83,32,61
1007,410,89,76,166,32,61
466,234,52,52,78,57,90
501,359,119,59,119,99,78
614,169,140,84,140,17,80
406,367,233,66,100,67,83
375,393,252,70,232,98,79
187,717,315,57,401,96,55
968,443,390,26,130,32,61
1342,384,171,99,213,2,51
153,541,324,54,270,5,73
1050,339,182,26,156,32,61
69,426,248,106,142,25,87
346,292,263,29,58,67,83
85,409,163,81,81,25,87
1,629,359,179,449,96,55
666,188,99,44,110,17,80
337,507,157,52,367,98,79
469,323,296,107,215,28,71
459,408,272,0,68,28,71
46,798,210,84,210,73,72
2252,228,98,32,81,88,42
954,293,195,97,122,32,61
991,464,180,51,129,32,61
0,1297,998,499,499,31,32
591,427,300,47,221,28,71
336,59,99,39,99,90,95
14,1113,185,185,556,74,56
46,682,426,170,341,96,55
622,316,211,0,79,42,67
7,227,227,151,379,62,77
270,737,212,180,212,94,62
348,357,21,21,42,57,90
399,411,383,27,109,28,71
19,342,85,171,427,62,77
0,492,211,70,281,5,73
556,218,145,0,24,17,80
175,917,217,124,310,73,72
243,338,141,84,56,67,83
461,342,269,48,171,28,71
294,195,167,27,111,60,89
675,220,73,0,73,4,76
1018,386,154,103,154,32,61
26,419,279,139,698,62,77
465,588,274,78,314,66,59
228,448,116,0,58,7,88
33,644,288,244,333,5,73
593,432,136,68,113,99,78
948,443,147,49,49,32,61
749,249,135,22,22,4,76
1277,390,364,26,52,71,43
647,90,45,45,90,75,91
639,460,178,51,76,42,67
475,219,146,24,170,17,80
462,302,60,0,0,57,90
346,460,394,0,295,61,60
523,283,125,31,125,17,80
992,436,269,51,218,32,61
174,523,209,0,261,84,75
41,360,0,90,90,43,96
121,97,78,19,39,19,98
152,466,286,0,251,5,73
279,531,254,92,115,84,75
802,264,158,79,79,4,76
43,410,246,0,410,62,77
7,2789,719,89,359,68,18
0,1003,158,0,369,73,72
0,1535,383,460,614,37,30
263,796,398,113,284,94,62
87,475,158,0,105,20,86
95,1749,828,230,598,89,22
163,812,324,108,270,94,62
0,876,463,0,463,96,55
44,1125,214,160,321,74,56
62,1355,225,0,225,40,63
109,1308,654,65,196,44,46
94,1006,137,91,366,73,72
535,1200,600,218,218,27,39
219,1048,471,0,314,95,50
259,2334,944,166,555,52,19
560,258,215,0,0,17,80
94,172,172,0,0,35,97
488,388,345,0,0,28,71
231,829,248,0,0,94,62
2774,770,186,0,46,87,16
78,762,293,58,146,36,69
609,1846,478,68,68,23,28
348,750,200,100,450,66,59
330,604,302,0,43,84,75
241,165,82,41,0,15,93
261,259,129,43,0,15,93
274,659,164,0,0,84,75
362,258,258,0,43,60,89
179,580,207,41,165,84,75
616,129,0,0,43,75,91
665,288,82,0,41,4,76
141,1096,121,0,365,74,56
134,823,190,0,443,73,72
209,668,157,0,39,84,75
1053,1004,344,0,258,47,35
128,1654,426,53,320,3,47
282,933,215,35,143,94,62
174,478,110,0,110,7,88
339,75,0,0,0,90,95
193,1079,130,32,228,10,70
606,1036,172,0,0,21,65
22,1350,378,0,486,22,48
166,624,104,52,364,16,82
335,259,129,0,0,57,90
5,1147,305,76,152,40,63
248,761,0,0,76,58,85
590,346,129,43,0,17,80
457,164,0,0,0,57,90
316,258,43,0,0,57,90
187,330,247,41,0,67,83
669,846,211,0,264,21,65
731,1507,703,0,226,23,28
131,1443,99,99,497,48,45
1620,876,265,0,26,51,34
158,822,205,137,137,94,62
139,587,256,0,220,5,73
436,199,0,0,0,57,90
412,894,68,0,275,21,65
982,417,365,0,52,32,61
60,1181,189,141,614,74,56
17,1950,468,0,0,78,37
432,1161,417,0,371,95,50
333,413,68,0,68,7,88
271,259,129,0,0,15,93
278,0,0,0,41,90,95
369,172,344,43,43,60,89
28,1702,327,130,196,3,47
331,1024,204,0,68,21,65
797,95,53,10,10,24,81
0,800,466,0,133,36,69
0,806,372,0,124,36,69
378,31,10,0,0,90,95
801,1295,388,86,129,23,28
12,476,158,79,238,16,82
13,696,261,0,348,73,72
561,171,128,0,0,17,80
151,497,82,41,0,7,88
43,915,91,45,228,10,70
191,735,257,110,257,94,62
102,2085,490,0,368,78,37
6,781,312,0,208,36,69
698,600,103,20,62,46,58
252,483,207,69,69,67,83
849,181,138,0,53,24,81
1059,495,237,32,75,32,61
277,525,47,0,191,7,88
535,149,106,10,10,75,91
259,82,82,0,0,19,98
119,493,281,0,211,5,73
568,474,172,0,0,99,78
0,1303,838,0,186,44,46
328,405,151,0,506,98,79
586,106,106,0,42,75,91
95,190,116,10,21,35,97
588,157,139,12,12,17,80
190,1556,356,64,291,3,47
50,1954,488,195,1074,12,14
460,1588,717,153,204,91,23
949,587,587,135,361,79,44
204,1775,682,68,478,37,30
26,1923,464,66,596,76,26
368,488,139,0,209,99,78
594,562,259,0,0,46,58
213,207,82,0,0,15,93
338,519,346,0,43,67,83
2,1393,232,0,154,40,63
79,1597,486,0,277,3,47
286,687,137,0,68,84,75
436,1040,216,0,0,21,65
245,623,41,0,0,7,88
558,475,216,0,43,99,78
2,1001,0,91,0,10,70
188,206,0,0,68,15,93
308,562,172,43,43,84,75
140,166,83,0,0,0,99
644,2292,556,98,425,82,15
100,757,75,75,75,58,85
168,139,139,0,69,35,97
13,1248,453,113,567,22,48
59,1255,298,119,538,22,48
445,1028,270,54,378,21,65
201,129,172,43,0,35,97
377,1338,289,0,289,1,52
116,1828,438,0,146,78,37
184,1335,333,0,417,22,48
201,292,97,0,292,45,94
347,648,267,0,38,84,75
64,314,117,0,0,43,96
165,788,131,0,197,58,85
123,788,460,65,197,36,69
588,800,313,34,139,46,58
224,1169,359,89,269,95,50
219,342,136,68,0,67,83
449,404,131,9,84,99,78
185,337,48,12,24,15,93
371,461,92,0,415,98,79
814,967,290,48,0,79,44
526,828,138,0,276,21,65
604,738,217,0,217,46,58
426,418,139,0,69,99,78
67,954,440,146,293,50,57
458,313,31,0,250,98,79
502,405,33,0,202,99,78
258,206,0,0,0,15,93
179,260,173,0,43,15,93
205,82,206,0,0,35,97
381,389,172,0,0,67,83
199,705,207,0,0,58,85
373,216,259,0,0,60,89
166,146,29,0,29,19,98
502,210,60,0,90,17,80
627,234,117,0,117,17,80
637,300,30,30,30,4,76
783,87,205,29,146,24,81
437,150,30,30,60,57,90
848,117,29,0,88,24,81
582,120,30,0,0,75,91
198,158,0,0,158,15,93
453,234,0,0,117,57,90
497,117,0,0,117,75,91
453,90,30,0,60,90,95
948,175,58,0,117,24,81
478,192,64,32,32,57,90
505,417,148,0,89,99,78
505,59,0,0,89,75,91
156,141,28,0,84,19,98
482,210,90,30,60,17,80
427,117,87,29,117,57,90
180,150,30,0,150,15,93
481,146,0,0,87,75,91
437,179,0,0,29,57,90
514,146,58,0,58,75,91
245,151,120,30,60,15,93
472,206,118,29,177,17,80
583,169,56,28,84,17,80
673,121,30,0,30,75,91
107,150,30,0,30,0,99
302,117,0,0,87,90,95
525,203,58,0,87,17,80
367,120,0,0,60,90,95
703,174,29,0,29,4,76
344,204,29,0,58,57,90
100,1058,470,117,294,50,57
287,881,235,0,117,94,62
184,773,59,0,178,58,85
296,527,293,117,175,84,75
103,1007,473,59,118,50,57
288,1112,234,117,175,95,50
123,1194,298,0,238,40,63
320,1115,469,58,234,95,50
440,825,275,110,275,21,65
118,1239,413,177,177,44,46
259,950,237,118,118,94,62
213,1051,467,175,175,95,50
580,945,354,0,177,21,65
254,819,819,117,409,80,49
119,593,237,59,118,20,86
174,587,352,58,176,5,73
165,901,300,0,120,94,62
307,588,530,117,235,61,60
162,472,354,118,236,5,73
62,349,407,58,233,41,84
123,480,120,60,240,16,82
202,993,409,0,175,95,50
353,765,117,58,117,84,75
381,645,587,0,234,61,60
279,599,239,0,299,84,75
294,931,640,0,232,80,49
402,972,153,153,307,21,65
410,702,819,58,409,80,49
344,780,180,60,300,94,62
43,1670,556,347,765,37,30
231,938,645,117,351,80,49
508,941,353,58,235,21,65
532,998,587,58,176,27,39
78,1052,759,116,292,80,49
452,767,295,118,295,21,65
377,942,530,0,176,95,50
291,1818,762,0,58,81,31
275,1073,178,178,119,10,70
1,940,433,72,289,50,57
117,661,240,60,240,5,73
223,1048,640,58,116,44,46
489,1142,480,120,120,27,39
202,1281,1048,0,174,81,31
197,72,24,0,24,19,98
134,22,0,0,0,19,98
91,0,0,0,0,30,100
111,0,0,0,0,30,100
130,92,0,0,0,19,98
214,65,131,65,65,19,98
197,89,0,0,0,19,98
122,44,0,0,0,19,98
96,0,0,0,0,30,100
90,89,0,0,0,30,100
152,0,44,0,0,19,98
92,24,0,0,0,30,100
174,25,0,0,0,19,98
104,0,0,0,0,30,100
165,0,0,0,0,19,98
144,0,0,0,0,19,98
59,0,0,0,0,30,100
464,715,214,35,143,46,58
1190,1006,459,87,174,47,35
64,1852,833,370,833,12,14
1486,949,351,35,175,47,35
686,1039,531,69,115,27,39
527,1422,595,72,333,49,29
362,2979,1263,180,722,13,6
727,647,302,86,302,46,58
364,2272,1066,92,463,52,19
700,1400,553,0,221,23,28
537,904,434,72,325,21,65
586,3096,1781,254,1018,13,6
198,2932,1466,488,586,13,6
202,1434,662,55,551,85,33
541,992,379,0,233,21,65
482,1348,749,0,337,91,23
601,1052,270,90,150,21,65
554,988,451,141,197,27,39
533,807,237,94,332,21,65
1289,633,153,19,115,71,43
284,768,400,32,208,94,62
698,1558,1010,168,589,91,23
0,704,70,70,70,58,85
254,51,31,0,31,19,98
288,53,13,0,13,90,95
1,478,398,239,239,5,73
0,536,89,0,89,59,92
52,89,267,0,89,35,97
0,217,0,0,0,0,99
0,275,275,0,91,25,87
8,334,55,55,111,43,96
54,273,109,0,109,43,96
7,681,340,0,85,36,69
27,211,211,0,105,35,97
0,781,390,0,78,36,69
1,467,233,77,311,5,73
675,271,45,0,45,4,76
1,468,93,0,93,59,92
35,190,0,0,95,0,99
14,431,172,0,86,25,87
13,548,121,60,121,59,92
842,18,0,0,4,24,81
76,86,28,0,28,30,100
57,246,164,82,0,35,97
60,300,300,120,0,25,87
10,138,184,0,138,35,97
201,141,70,0,0,19,98
872,24,18,0,0,24,81
22,1067,381,152,76,50,57
17,1067,660,152,559,86,40
8,735,294,73,294,73,72
6,1496,408,68,340,3,47
65,1502,653,0,522,85,33
3,629,377,125,125,36,69
21,2593,768,0,960,26,8
7,593,74,0,74,59,92
65,1020,204,0,136,10,70
8,689,76,76,0,58,85
47,961,288,96,577,74,56
56,816,296,74,296,73,72
5,748,340,68,476,96,55
5,1040,445,74,148,50,57
101,1951,470,67,336,78,37
81,737,368,73,221,36,69
23,1642,616,136,342,56,36
8,762,304,0,228,36,69
7,1303,205,68,411,22,48
15,668,445,0,74,36,69
82,2298,869,62,558,52,19
3,2480,396,99,694,69,12
419,1430,357,0,298,1,52
103,558,334,55,279,5,73
23,827,150,0,150,58,85
8,1083,745,67,338,44,46
9,511,146,0,73,59,92
72,824,274,68,0,36,69
0,946,145,72,291,73,72
9,1204,334,66,267,22,48
61,718,287,0,359,73,72
14,1225,272,68,272,40,63
42,1895,1045,130,522,89,22
3,1379,408,102,511,22,48
89,949,143,28,201,10,70
261,771,401,0,92,94,62
49,1151,484,181,242,44,46
12,654,218,0,290,16,82
6,552,236,78,315,5,73
136,987,227,227,759,97,41
19,609,152,0,76,20,86
0,1292,476,0,340,22,48
11,1096,0,73,219,10,70
10,1143,470,0,134,50,57
25,727,218,0,218,73,72
89,1360,136,68,204,40,63
16,799,290,0,72,36,69
4,1202,467,66,267,44,46
3,565,339,37,301,5,73
71,2486,970,60,727,6,9
36,2675,690,86,604,69,12
330,590,244,20,81,84,75
604,334,188,62,125,42,67
3,735,147,147,0,58,85
11,815,543,135,407,96,55
0,593,148,0,371,16,82
3,1274,611,0,611,85,33
1017,132,108,6,17,65,74
99,1043,447,0,248,50,57
510,210,118,13,78,17,80
559,257,128,23,117,17,80
11,444,148,0,222,25,87
113,0,79,0,0,30,100
30,310,155,0,0,43,96
266,158,79,0,0,15,93
119,79,0,0,0,19,98
420,158,396,0,0,60,89
94,153,307,0,0,35,97
196,316,79,0,79,15,93
8,155,0,0,0,0,99
278,79,158,0,0,60,89
77,0,80,0,0,30,100
298,55,110,0,0,90,95
76,98,98,0,0,0,99
101,79,238,0,0,35,97
111,301,133,33,66,25,87
125,0,0,0,0,30,100
59,85,214,0,0,35,97
132,0,79,0,0,19,98
37,0,0,0,0,30,100
73,237,79,79,0,0,99
150,153,0,0,0,19,98
335,305,305,0,0,67,83
80,468,312,0,0,20,86
156,317,238,79,158,25,87
31,314,78,39,0,43,96
23,79,158,0,0,35,97
171,80,80,0,0,19,98
122,237,316,79,0,35,97
8,339,96,96,48,43,96
102,476,238,0,0,20,86
122,159,239,0,0,35,97
0,867,315,0,0,36,69
45,319,159,0,0,43,96
54,317,317,0,158,41,84
26,336,153,0,30,43,96
199,556,635,0,79,61,60
73,0,79,0,0,30,100
47,396,396,0,0,41,84
195,79,239,0,0,35,97
96,79,475,0,79,41,84
16,162,162,0,0,35,97
298,396,237,0,0,67,83
81,0,159,0,0,35,97
43,316,237,0,158,25,87
175,307,123,0,61,15,93
90,263,175,0,87,25,87
55,158,158,0,0,35,97
182,79,239,0,79,35,97
191,158,316,0,79,60,89
41,240,400,0,80,41,84
110,79,238,0,0,35,97
54,398,398,0,79,41,84
96,158,396,0,0,35,97
156,170,56,56,0,15,93
45,0,78,0,0,30,100
34,1694,529,158,503,37,30
148,1013,261,65,327,95,50
415,658,493,0,109,61,60
42,1183,236,78,473,74,56
368,612,204,51,204,84,75
403,542,488,54,217,61,60
212,455,455,56,113,41,84
185,1395,887,126,0,81,31
30,1039,756,0,283,80,49
244,895,417,0,89,94,62
2,637,191,63,255,16,82
485,656,383,54,54,46,58
160,521,122,122,153,7,88
24,1527,339,0,424,48,45
28,2481,974,0,709,6,9
19,1327,299,0,214,40,63
241,516,155,0,155,84,75
71,1866,711,177,533,37,30
70,1658,414,46,276,3,47
33,1003,115,0,0,10,70
168,806,124,62,62,58,85
76,903,212,53,212,10,70
188,379,216,54,162,25,87
2,1881,752,0,225,78,37
18,1281,560,80,880,33,38
3,966,451,0,64,50,57
315,382,273,0,109,67,83
23,1450,329,65,395,3,47
1,614,0,0,245,16,82
549,270,325,0,162,28,71
30,1944,700,0,466,78,37
92,1117,399,79,159,50,57
462,544,490,0,217,61,60
118,1493,796,99,199,81,31
166,578,289,0,115,20,86
184,317,63,0,126,15,93
13,1059,244,244,81,10,70
0,994,198,66,132,10,70
269,596,379,54,217,61,60
33,1760,391,48,342,78,37
405,328,328,54,164,28,71
10,922,496,0,212,50,57
86,190,380,126,316,41,84
143,700,127,0,127,58,85
131,641,0,0,366,16,82
1,1211,191,63,63,40,63
376,560,224,0,168,84,75
378,433,325,54,108,28,71
0,537,179,0,89,20,86
518,403,89,0,44,99,78
660,272,327,0,272,42,67
240,772,257,0,102,94,62
674,382,382,0,272,42,67
222,676,435,96,338,66,59
4,847,169,0,508,73,72
138,1020,180,0,180,10,70
0,506,126,0,126,59,92
528,436,546,0,218,61,60
4,600,214,0,171,20,86
307,221,516,73,295,41,84
0,1081,318,63,509,74,56
480,489,271,0,326,66,59
30,2411,438,146,657,69,12
43,900,0,90,90,58,85
275,1025,564,0,51,95,50
382,328,219,0,219,98,79
56,1309,349,87,261,22,48
526,560,509,0,50,61,60
364,162,594,54,216,28,71
43,1351,391,35,391,22,48
357,589,53,107,160,84,75
584,665,307,0,153,46,58
544,218,163,0,109,17,80
66,1230,369,61,553,22,48
532,436,490,0,218,28,71
121,572,343,57,171,5,73
175,558,248,62,186,84,75
55,463,0,0,648,34,68
84,1865,621,0,828,12,14
0,1057,1057,75,604,31,32
13,1354,280,93,233,40,63
1,766,191,0,383,73,72
618,486,216,0,216,42,67
473,1108,341,0,255,1,52
51,1479,82,0,328,63,53
3257,222,59,0,51,72,20
3780,383,67,0,112,8,11
210,426,0,0,85,7,88
102,832,249,0,83,58,85
146,923,83,0,167,10,70
162,1855,0,0,84,63,53
135,1024,0,0,170,10,70
141,698,0,0,0,58,85
472,858,0,0,429,21,65
128,601,0,0,0,59,92
430,1370,256,0,256,1,52
23,1182,208,69,208,40,63
1599,41,5,0,10,54,54
1457,178,65,0,48,77,64
4013,135,45,0,96,8,11
229,1109,85,0,426,74,56
113,1330,166,0,166,40,63
116,171,0,0,343,45,94
138,681,85,0,255,16,82
99,614,438,0,350,5,73
173,257,85,0,257,45,94
55,897,138,0,483,73,72
974,119,0,0,39,65,74
692,313,0,0,78,4,76
200,738,123,61,307,73,72
153,514,0,0,0,7,88
78,1012,0,0,253,10,70
94,344,172,0,258,45,94
102,348,0,0,174,43,96
349,772,0,0,85,58,85
226,1598,710,88,266,56,36
391,1029,0,0,85,21,65
380,65,52,0,39,90,95
910,259,45,0,45,24,81
771,425,85,0,0,4,76
601,518,0,0,86,99,78
189,393,49,0,81,7,88
139,596,0,0,85,59,92
1074,52,35,0,8,65,74
1206,250,26,8,62,65,74
222,1024,170,0,427,74,56
341,445,0,0,148,7,88
523,1542,428,85,342,49,29
167,1925,251,83,334,78,37
