overspeed,accel,decel,stop,start,cluster,score
397,511,134,0,80,64,73
136,664,117,0,156,33,85
786,364,134,19,134,18,76
16,680,388,0,291,48,69
62,387,310,116,193,43,84
769,27,0,0,6,71,81
71,0,84,42,42,92,100
63,594,408,37,222,48,69
6,932,358,0,215,60,70
621,47,3,0,14,58,87
401,58,23,0,34,80,96
154,53,0,13,13,70,98
147,217,163,0,163,43,84
166,166,110,0,110,97,94
265,83,18,3,14,80,96
233,62,20,0,51,80,96
606,81,51,0,0,58,87
10,573,215,71,143,31,82
402,147,161,29,88,25,88
259,104,16,0,16,80,96
70,848,308,38,0,60,70
563,296,234,0,148,53,79
108,287,91,34,45,14,91
755,94,5,0,31,71,81
1522,171,68,0,34,20,59
179,71,17,0,11,70,98
794,0,0,0,0,71,81
27,493,296,0,0,31,82
485,0,0,0,0,58,87
584,254,56,0,56,18,76
491,170,28,0,0,58,87
0,3,0,0,0,92,100
1078,55,0,0,0,77,72
341,193,55,0,0,66,90
1327,28,0,28,28,20,59
141,571,81,0,0,84,86
458,0,53,0,26,80,96
383,0,0,0,0,80,96
1136,28,28,0,0,77,72
348,315,28,0,28,66,90
1041,28,28,0,0,77,72
441,167,27,0,0,25,88
1423,80,26,0,26,20,59
446,148,59,0,29,25,88
891,85,0,0,28,71,81
314,225,28,0,28,66,90
420,27,0,0,0,80,96
648,57,28,0,28,58,87
318,111,0,0,0,80,96
1168,28,0,0,28,77,72
473,28,0,0,0,58,87
236,112,28,28,28,97,94
795,28,0,0,0,71,81
633,28,114,0,28,58,87
471,82,0,0,0,58,87
354,56,56,0,0,80,96
882,55,55,27,27,71,81
166,204,40,0,81,16,97
970,169,0,0,28,71,81
607,71,47,0,23,58,87
477,27,0,0,0,58,87
570,112,56,0,0,58,87
516,142,28,0,0,58,87
581,58,29,0,29,58,87
454,142,0,0,28,25,88
889,57,0,0,0,71,81
448,57,28,0,0,58,87
1178,28,0,0,0,77,72
51,468,36,0,72,5,89
769,82,0,0,27,71,81
32,204,102,0,51,16,97
70,291,194,97,145,43,84
880,79,26,0,0,71,81
2,365,104,0,104,37,92
933,54,27,0,0,71,81
583,27,110,0,27,58,87
996,57,28,0,0,71,81
0,197,148,0,296,43,84
0,624,220,36,183,31,82
633,335,123,0,52,18,76
221,148,64,8,28,97,94
0,311,28,0,170,37,92
153,89,29,3,39,70,98
28,653,124,15,264,19,75
119,1769,884,0,353,59,19
10,576,57,0,230,5,89
24,773,270,38,425,68,62
88,667,467,66,467,73,54
2,882,294,32,294,68,62
5,672,470,67,336,73,54
0,893,466,0,272,99,56
0,599,272,0,127,31,82
239,361,120,0,86,57,80
224,391,141,8,48,57,80
0,63,19,3,6,47,99
255,294,103,0,173,66,90
75,2979,893,99,595,42,21
100,1658,504,0,216,0,35
540,1271,158,0,238,6,44
0,910,248,248,248,99,56
791,278,55,0,46,18,76
474,37,0,0,12,58,87
397,511,68,0,102,64,73
187,45,0,0,0,70,98
337,179,0,0,107,25,88
118,0,0,0,53,92,100
81,37,0,0,0,92,100
200,10,0,10,10,70,98
260,10,10,0,0,70,98
131,46,0,0,0,70,98
132,0,0,0,46,92,100
1274,66,33,0,0,20,59
67,77,0,0,0,47,99
190,669,0,0,0,33,85
90,0,0,0,32,92,100
46,0,0,0,0,92,100
23,60,0,0,0,47,99
72,237,0,0,0,16,97
287,11,0,0,0,80,96
138,0,0,0,0,70,98
243,365,73,0,73,84,86
140,73,0,0,73,70,98
193,148,0,0,0,16,97
161,295,0,0,73,37,92
17,145,0,0,72,47,99
164,148,0,0,0,16,97
102,294,0,0,0,37,92
202,295,295,0,0,44,95
2,0,0,0,0,92,100
85,156,0,0,0,16,97
25,72,72,0,0,47,99
68,219,0,0,0,16,97
314,584,0,0,73,84,86
73,214,53,0,53,16,97
25,178,0,0,0,16,97
223,218,0,0,72,97,94
59,0,0,0,0,92,100
132,145,0,0,72,70,98
29,224,0,0,44,16,97
4,73,0,0,73,47,99
7,294,73,73,0,16,97
95,390,0,0,55,37,92
342,73,0,0,73,80,96
218,370,0,0,0,84,86
141,0,0,0,0,70,98
179,0,0,0,72,92,100
73,217,145,0,72,16,97
235,71,71,71,143,97,94
103,72,0,0,0,70,98
231,221,221,0,147,44,95
85,72,0,0,72,47,99
271,156,156,0,78,97,94
222,73,0,0,73,80,96
212,518,74,0,0,84,86
139,0,0,0,218,92,100
382,277,110,0,0,66,90
66,206,0,0,51,47,99
46,202,0,0,0,16,97
19,275,0,0,0,16,97
203,296,0,0,0,66,90
299,68,136,0,0,97,94
245,213,142,0,0,97,94
20,60,0,0,60,47,99
39,147,0,0,73,47,99
247,222,0,0,0,66,90
312,72,0,0,0,80,96
65,370,0,0,0,16,97
38,72,72,72,0,47,99
229,0,0,0,0,70,98
1,219,0,0,73,16,97
61,0,0,0,0,92,100
347,222,0,0,74,66,90
157,143,0,0,0,16,97
96,123,0,61,61,47,99
51,222,0,0,0,16,97
82,73,0,0,0,70,98
200,222,0,0,0,66,90
119,145,0,0,0,16,97
86,279,0,0,0,37,92
158,0,52,0,105,92,100
320,192,0,0,0,25,88
99,73,0,0,0,70,98
220,68,0,0,0,80,96
101,116,0,0,0,16,97
299,73,0,0,73,80,96
119,296,0,0,148,37,92
48,605,75,0,75,5,89
145,147,0,0,0,16,97
196,363,145,0,145,37,92
71,384,76,0,76,37,92
102,148,0,0,0,16,97
63,73,0,0,0,47,99
42,650,455,0,130,45,65
39,523,174,0,0,5,89
1235,100,22,0,22,20,59
1451,63,0,0,0,20,59
121,0,0,0,73,92,100
4,147,0,0,0,47,99
315,294,220,0,147,57,80
266,73,0,0,73,80,96
584,52,0,0,0,58,87
868,61,30,0,0,71,81
377,227,28,0,56,66,90
1067,30,30,0,30,77,72
670,269,59,0,89,18,76
1312,50,25,0,0,20,59
439,184,0,0,26,25,88
167,53,0,0,0,70,98
215,158,0,0,26,97,94
94,136,27,0,0,16,97
548,27,27,0,0,58,87
1312,25,0,0,0,20,59
291,49,0,0,24,80,96
314,31,31,0,15,80,96
661,36,0,0,0,58,87
225,135,54,0,0,97,94
186,53,0,0,0,70,98
203,53,26,0,26,70,98
919,0,0,0,0,71,81
256,157,78,0,78,97,94
530,247,82,0,0,21,83
108,98,0,32,65,47,99
221,304,228,0,152,57,80
79,127,170,0,0,44,95
3240,31,7,0,0,50,20
2,66,0,0,0,47,99
125,258,0,0,0,16,97
1,581,64,0,64,5,89
143,396,198,0,248,43,84
3,139,0,0,0,47,99
31,0,0,0,0,92,100
233,22,52,0,7,70,98
48,345,86,43,86,37,92
2,388,0,0,64,37,92
98,585,58,0,58,5,89
608,172,34,0,138,25,88
1314,54,3,0,0,20,59
89,387,0,0,64,37,92
27,258,64,0,129,14,91
60,0,0,0,0,92,100
22,64,0,0,64,47,99
103,0,0,0,122,92,100
14,258,0,0,64,16,97
1,0,129,0,0,47,99
16,64,64,0,193,16,97
40,129,0,0,0,47,99
35,128,0,0,64,47,99
0,194,0,0,64,16,97
7,0,0,0,64,92,100
73,257,64,0,0,16,97
58,387,110,0,55,37,92
566,21,5,0,5,58,87
118,138,0,138,138,16,97
544,51,17,5,5,58,87
0,258,0,0,0,16,97
24,68,0,0,0,47,99
88,1548,884,265,1061,9,28
61,1427,839,251,713,9,28
742,439,291,43,92,38,66
1660,117,43,24,61,20,59
165,1132,838,125,419,15,38
488,445,274,68,239,13,74
0,1968,410,492,574,98,26
419,1376,755,355,799,3,32
61,1623,664,0,516,0,35
0,992,610,152,763,8,47
65,2019,1242,465,1397,11,9
0,1884,1116,279,628,59,19
525,304,104,8,43,21,83
595,287,253,16,84,38,66
8,2594,603,301,784,94,12
22,1722,997,362,997,82,13
42,1153,648,72,504,15,38
157,2165,597,298,448,98,26
60,893,496,99,396,73,54
688,312,255,32,49,18,76
304,92,18,6,61,80,96
202,241,174,24,49,37,92
59,1167,737,61,430,15,38
88,262,135,7,63,14,91
381,815,266,44,459,46,60
325,572,274,0,91,64,73
46,431,172,28,287,43,84
376,572,143,57,171,64,73
6,2241,578,361,650,94,12
4,2050,820,341,820,82,13
534,204,136,25,85,25,88
13,3370,866,385,1059,2,5
9,914,457,91,640,8,47
1327,631,303,38,116,30,41
741,472,307,20,82,38,66
1073,251,32,0,10,77,72
16,978,601,75,1579,7,17
0,2139,1166,583,1296,11,9
1383,126,69,9,41,20,59
960,72,17,0,2,71,81
198,503,185,13,66,57,80
102,442,256,14,57,14,91
252,422,217,25,12,57,80
272,184,113,0,56,97,94
322,576,168,14,140,64,73
115,113,85,14,28,16,97
197,630,234,29,146,10,77
88,365,160,14,29,14,91
378,290,158,39,26,66,90
144,377,72,87,43,37,92
172,541,154,0,51,84,86
21,461,276,184,276,43,84
161,258,166,0,55,37,92
403,224,79,13,52,25,88
195,357,185,14,42,37,92
370,264,145,0,39,66,90
172,299,114,14,71,37,92
208,463,198,39,79,57,80
35,283,165,94,47,14,91
258,331,145,13,26,66,90
0,809,190,142,142,60,70
25,223,55,0,37,16,97
161,663,132,39,66,33,85
468,369,170,28,28,21,83
445,383,39,0,39,21,83
94,473,344,43,43,31,82
166,450,119,13,13,84,86
193,403,125,27,111,57,80
216,529,105,13,52,84,86
201,454,254,18,90,57,80
218,313,62,41,83,66,90
267,504,119,39,66,84,86
90,428,114,14,14,37,92
303,290,39,0,13,66,90
174,298,85,28,42,37,92
262,313,73,18,36,66,90
35,1660,879,32,65,74,36
86,610,572,114,228,87,51
44,1072,428,53,107,99,56
9,626,752,0,376,87,51
496,440,104,0,83,21,83
241,497,292,0,234,57,80
94,485,91,30,30,5,89
360,331,119,13,13,66,90
459,269,113,28,85,21,83
137,463,145,39,52,14,91
86,147,44,14,29,16,97
263,568,158,13,79,64,73
21,431,172,86,172,14,91
537,156,0,22,44,58,87
134,303,186,23,116,14,91
11,163,652,163,652,75,71
1384,450,254,94,247,30,41
743,366,130,52,130,18,76
361,237,26,0,0,66,90
606,329,89,59,29,18,76
476,104,78,0,104,25,88
17,898,337,168,730,26,48
364,393,196,98,196,57,80
653,274,137,34,103,18,76
114,88,44,58,161,92,100
9,364,91,91,182,43,84
449,269,80,26,242,21,83
788,234,234,104,182,18,76
57,445,445,202,566,75,71
219,234,234,0,78,44,95
248,538,336,112,336,46,60
459,234,130,26,104,21,83
400,219,48,97,146,25,88
524,195,111,0,83,25,88
206,114,82,16,16,97,94
325,390,218,93,171,57,80
391,627,221,129,387,46,60
622,646,350,80,53,54,64
1010,158,68,68,113,77,72
624,239,186,0,186,18,76
671,478,209,29,299,38,66
486,244,108,108,163,21,83
51,407,0,81,81,37,92
1359,337,187,37,150,30,41
132,532,199,133,266,31,82
439,349,69,46,116,21,83
1334,492,445,70,211,30,41
1168,176,163,95,163,77,72
1036,361,232,77,154,51,63
19,671,503,83,587,8,47
358,327,350,210,374,53,79
972,304,83,0,83,51,63
1007,410,89,76,166,51,63
466,234,52,52,78,21,83
501,359,119,59,119,21,83
614,169,140,84,140,18,76
406,367,233,66,100,53,79
375,393,252,70,232,53,79
187,717,315,57,401,46,60
968,443,390,26,130,51,63
1342,384,171,99,213,30,41
153,541,324,54,270,48,69
1050,339,182,26,156,51,63
69,426,248,106,142,14,91
346,292,263,29,58,53,79
85,409,163,81,81,14,91
1,629,359,179,449,48,69
666,188,99,44,110,18,76
337,507,157,52,367,13,74
469,323,296,107,215,53,79
459,408,272,0,68,53,79
46,798,210,84,210,60,70
2252,228,98,32,81,61,34
954,293,195,97,122,51,63
991,464,180,51,129,51,63
0,1297,998,499,499,0,35
591,427,300,47,221,38,66
336,59,99,39,99,97,94
14,1113,185,185,556,26,48
46,682,426,170,341,73,54
622,316,211,0,79,38,66
7,227,227,151,379,43,84
270,737,212,180,212,90,57
348,357,21,21,42,66,90
399,411,383,27,109,53,79
19,342,85,171,427,19,75
0,492,211,70,281,31,82
556,218,145,0,24,21,83
175,917,217,124,310,10,77
243,338,141,84,56,37,92
461,342,269,48,171,53,79
294,195,167,27,111,66,90
675,220,73,0,73,18,76
1018,386,154,103,154,51,63
26,419,279,139,698,86,67
465,588,274,78,314,13,74
228,448,116,0,58,57,80
33,644,288,244,333,48,69
593,432,136,68,113,38,66
948,443,147,49,49,51,63
749,249,135,22,22,18,76
1277,390,364,26,52,30,41
647,90,45,45,90,58,87
639,460,178,51,76,38,66
475,219,146,24,170,21,83
462,302,60,0,0,21,83
346,460,394,0,295,13,74
523,283,125,31,125,18,76
992,436,269,51,218,51,63
174,523,209,0,261,10,77
41,360,0,90,90,37,92
121,97,78,19,39,16,97
152,466,286,0,251,57,80
279,531,254,92,115,57,80
802,264,158,79,79,18,76
43,410,246,0,410,19,75
7,2789,719,89,359,42,21
0,1003,158,0,369,17,68
0,1535,383,460,614,1,37
263,796,398,113,284,90,57
87,475,158,0,105,14,91
95,1749,828,230,598,59,19
163,812,324,108,270,60,70
0,876,463,0,463,73,54
44,1125,214,160,321,26,48
62,1355,225,0,225,76,61
109,1308,654,65,196,74,36
94,1006,137,91,366,17,68
535,1200,600,218,218,78,33
219,1048,471,0,314,55,45
259,2334,944,166,555,62,16
560,258,215,0,0,21,83
94,172,172,0,0,44,95
488,388,345,0,0,38,66
231,829,248,0,0,33,85
2774,770,186,0,46,22,18
78,762,293,58,146,60,70
609,1846,478,68,68,24,30
348,750,200,100,450,46,60
330,604,302,0,43,64,73
241,165,82,41,0,97,94
261,259,129,43,0,66,90
274,659,164,0,0,64,73
362,258,258,0,43,53,79
179,580,207,41,165,10,77
616,129,0,0,43,58,87
665,288,82,0,41,18,76
141,1096,121,0,365,17,68
134,823,190,0,443,68,62
209,668,157,0,39,64,73
1053,1004,344,0,258,29,29
128,1654,426,53,320,0,35
282,933,215,35,143,23,55
174,478,110,0,110,57,80
339,75,0,0,0,80,96
193,1079,130,32,228,17,68
606,1036,172,0,0,40,58
22,1350,378,0,486,72,39
166,624,104,52,364,10,77
335,259,129,0,0,66,90
5,1147,305,76,152,76,61
248,761,0,0,76,33,85
590,346,129,43,0,18,76
457,164,0,0,0,25,88
316,258,43,0,0,66,90
187,330,247,41,0,44,95
669,846,211,0,264,23,55
731,1507,703,0,226,24,30
131,1443,99,99,497,34,50
1620,876,265,0,26,93,31
158,822,205,137,137,60,70
139,587,256,0,220,31,82
436,199,0,0,0,25,88
412,894,68,0,275,40,58
982,417,365,0,52,51,63
60,1181,189,141,614,26,48
17,1950,468,0,0,12,40
432,1161,417,0,371,95,52
333,413,68,0,68,21,83
271,259,129,0,0,66,90
278,0,0,0,41,80,96
369,172,344,43,43,53,79
28,1702,327,130,196,12,40
331,1024,204,0,68,40,58
797,95,53,10,10,71,81
0,800,466,0,133,45,65
0,806,372,0,124,45,65
378,31,10,0,0,80,96
801,1295,388,86,129,24,30
12,476,158,79,238,43,84
13,696,261,0,348,19,75
561,171,128,0,0,21,83
151,497,82,41,0,84,86
43,915,91,45,228,17,68
191,735,257,110,257,90,57
102,2085,490,0,368,98,26
6,781,312,0,208,60,70
698,600,103,20,62,54,64
252,483,207,69,69,57,80
849,181,138,0,53,18,76
1059,495,237,32,75,51,63
277,525,47,0,191,13,74
535,149,106,10,10,21,83
259,82,82,0,0,97,94
119,493,281,0,211,57,80
568,474,172,0,0,54,64
0,1303,838,0,186,74,36
328,405,151,0,506,13,74
586,106,106,0,42,58,87
95,190,116,10,21,16,97
588,157,139,12,12,21,83
190,1556,356,64,291,6,44
50,1954,488,195,1074,39,22
460,1588,717,153,204,74,36
949,587,587,135,361,32,42
204,1775,682,68,478,83,24
26,1923,464,66,596,98,26
368,488,139,0,209,21,83
594,562,259,0,0,54,64
213,207,82,0,0,97,94
338,519,346,0,43,64,73
2,1393,232,0,154,76,61
79,1597,486,0,277,0,35
286,687,137,0,68,64,73
436,1040,216,0,0,40,58
245,623,41,0,0,84,86
558,475,216,0,43,54,64
2,1001,0,91,0,33,85
188,206,0,0,68,97,94
308,562,172,43,43,64,73
140,166,83,0,0,16,97
644,2292,556,98,425,65,14
100,757,75,75,75,33,85
168,139,139,0,69,97,94
13,1248,453,113,567,72,39
59,1255,298,119,538,26,48
445,1028,270,54,378,23,55
201,129,172,43,0,97,94
377,1338,289,0,289,6,44
116,1828,438,0,146,12,40
184,1335,333,0,417,72,39
201,292,97,0,292,27,93
347,648,267,0,38,64,73
64,314,117,0,0,16,97
165,788,131,0,197,10,77
123,788,460,65,197,90,57
588,800,313,34,139,54,64
224,1169,359,89,269,95,52
219,342,136,68,0,37,92
449,404,131,9,84,21,83
185,337,48,12,24,37,92
371,461,92,0,415,13,74
814,967,290,48,0,52,46
526,828,138,0,276,23,55
604,738,217,0,217,54,64
426,418,139,0,69,21,83
67,954,440,146,293,99,56
458,313,31,0,250,21,83
502,405,33,0,202,21,83
258,206,0,0,0,66,90
179,260,173,0,43,37,92
205,82,206,0,0,44,95
381,389,172,0,0,66,90
199,705,207,0,0,64,73
373,216,259,0,0,53,79
166,146,29,0,29,16,97
502,210,60,0,90,25,88
627,234,117,0,117,18,76
637,300,30,30,30,18,76
783,87,205,29,146,18,76
437,150,30,30,60,25,88
848,117,29,0,88,71,81
582,120,30,0,0,58,87
198,158,0,0,158,97,94
453,234,0,0,117,21,83
497,117,0,0,117,25,88
453,90,30,0,60,58,87
948,175,58,0,117,77,72
478,192,64,32,32,25,88
505,417,148,0,89,21,83
505,59,0,0,89,58,87
156,141,28,0,84,16,97
482,210,90,30,60,25,88
427,117,87,29,117,25,88
180,150,30,0,150,97,94
481,146,0,0,87,25,88
437,179,0,0,29,25,88
514,146,58,0,58,25,88
245,151,120,30,60,97,94
472,206,118,29,177,21,83
583,169,56,28,84,58,87
673,121,30,0,30,58,87
107,150,30,0,30,16,97
302,117,0,0,87,97,94
525,203,58,0,87,25,88
367,120,0,0,60,25,88
703,174,29,0,29,58,87
344,204,29,0,58,66,90
100,1058,470,117,294,99,56
287,881,235,0,117,23,55
184,773,59,0,178,33,85
296,527,293,117,175,57,80
103,1007,473,59,118,99,56
288,1112,234,117,175,40,58
123,1194,298,0,238,95,52
320,1115,469,58,234,55,45
440,825,275,110,275,23,55
118,1239,413,177,177,55,45
259,950,237,118,118,40,58
213,1051,467,175,175,55,45
580,945,354,0,177,52,46
254,819,819,117,409,87,51
119,593,237,59,118,31,82
174,587,352,58,176,31,82
165,901,300,0,120,60,70
307,588,530,117,235,28,53
162,472,354,118,236,57,80
62,349,407,58,233,91,78
123,480,120,60,240,5,89
202,993,409,0,175,99,56
353,765,117,58,117,64,73
381,645,587,0,234,28,53
279,599,239,0,299,46,60
294,931,640,0,232,55,45
402,972,153,153,307,23,55
410,702,819,58,409,87,51
344,780,180,60,300,10,77
43,1670,556,347,765,1,37
231,938,645,117,351,55,45
508,941,353,58,235,52,46
532,998,587,58,176,52,46
78,1052,759,116,292,96,49
452,767,295,118,295,23,55
377,942,530,0,176,23,55
291,1818,762,0,58,49,23
275,1073,178,178,119,40,58
1,940,433,72,289,99,56
117,661,240,60,240,31,82
223,1048,640,58,116,55,45
489,1142,480,120,120,40,58
202,1281,1048,0,174,74,36
197,72,24,0,24,70,98
134,22,0,0,0,70,98
91,0,0,0,0,92,100
111,0,0,0,0,70,98
130,92,0,0,0,70,98
214,65,131,65,65,97,94
197,89,0,0,0,70,98
122,44,0,0,0,70,98
96,0,0,0,0,92,100
90,89,0,0,0,70,98
152,0,44,0,0,70,98
92,24,0,0,0,92,100
174,25,0,0,0,70,98
104,0,0,0,0,70,98
165,0,0,0,0,70,98
144,0,0,0,0,70,98
59,0,0,0,0,92,100
464,715,214,35,143,23,55
1190,1006,459,87,174,29,29
64,1852,833,370,833,82,13
1486,949,351,35,175,93,31
686,1039,531,69,115,52,46
527,1422,595,72,333,63,27
362,2979,1263,180,722,4,6
727,647,302,86,302,54,64
364,2272,1066,92,463,62,16
700,1400,553,0,221,24,30
537,904,434,72,325,52,46
586,3096,1781,254,1018,4,6
198,2932,1466,488,586,4,6
202,1434,662,55,551,0,35
541,992,379,0,233,52,46
482,1348,749,0,337,78,33
601,1052,270,90,150,52,46
554,988,451,141,197,52,46
533,807,237,94,332,23,55
1289,633,153,19,115,30,41
284,768,400,32,208,90,57
698,1558,1010,168,589,49,23
0,704,70,70,70,33,85
254,51,31,0,31,80,96
288,53,13,0,13,80,96
1,478,398,239,239,48,69
0,536,89,0,89,5,89
52,89,267,0,89,44,95
0,217,0,0,0,16,97
0,275,275,0,91,14,91
8,334,55,55,111,37,92
54,273,109,0,109,16,97
7,681,340,0,85,60,70
27,211,211,0,105,44,95
0,781,390,0,78,60,70
1,467,233,77,311,31,82
675,271,45,0,45,18,76
1,468,93,0,93,5,89
35,190,0,0,95,16,97
14,431,172,0,86,14,91
13,548,121,60,121,5,89
842,18,0,0,4,71,81
76,86,28,0,28,47,99
57,246,164,82,0,14,91
60,300,300,120,0,44,95
10,138,184,0,138,44,95
201,141,70,0,0,97,94
872,24,18,0,0,71,81
22,1067,381,152,76,99,56
17,1067,660,152,559,15,38
8,735,294,73,294,48,69
6,1496,408,68,340,0,35
65,1502,653,0,522,0,35
3,629,377,125,125,48,69
21,2593,768,0,960,79,8
7,593,74,0,74,5,89
65,1020,204,0,136,17,68
8,689,76,76,0,33,85
47,961,288,96,577,26,48
56,816,296,74,296,68,62
5,748,340,68,476,73,54
5,1040,445,74,148,99,56
101,1951,470,67,336,12,40
81,737,368,73,221,48,69
23,1642,616,136,342,0,35
8,762,304,0,228,60,70
7,1303,205,68,411,34,50
15,668,445,0,74,45,65
82,2298,869,62,558,62,16
3,2480,396,99,694,94,12
419,1430,357,0,298,6,44
103,558,334,55,279,48,69
23,827,150,0,150,60,70
8,1083,745,67,338,96,49
9,511,146,0,73,5,89
72,824,274,68,0,60,70
0,946,145,72,291,17,68
9,1204,334,66,267,76,61
61,718,287,0,359,19,75
14,1225,272,68,272,76,61
42,1895,1045,130,522,59,19
3,1379,408,102,511,72,39
89,949,143,28,201,17,68
261,771,401,0,92,23,55
49,1151,484,181,242,55,45
12,654,218,0,290,19,75
6,552,236,78,315,31,82
136,987,227,227,759,26,48
19,609,152,0,76,31,82
0,1292,476,0,340,72,39
11,1096,0,73,219,17,68
10,1143,470,0,134,55,45
25,727,218,0,218,60,70
89,1360,136,68,204,76,61
16,799,290,0,72,60,70
4,1202,467,66,267,55,45
3,565,339,37,301,48,69
71,2486,970,60,727,79,8
36,2675,690,86,604,94,12
330,590,244,20,81,64,73
604,334,188,62,125,38,66
3,735,147,147,0,33,85
11,815,543,135,407,73,54
0,593,148,0,371,19,75
3,1274,611,0,611,15,38
1017,132,108,6,17,77,72
99,1043,447,0,248,99,56
510,210,118,13,78,25,88
559,257,128,23,117,18,76
11,444,148,0,222,14,91
113,0,79,0,0,70,98
30,310,155,0,0,14,91
266,158,79,0,0,97,94
119,79,0,0,0,70,98
420,158,396,0,0,53,79
94,153,307,0,0,44,95
196,316,79,0,79,37,92
8,155,0,0,0,16,97
278,79,158,0,0,97,94
77,0,80,0,0,70,98
298,55,110,0,0,97,94
76,98,98,0,0,47,99
101,79,238,0,0,44,95
111,301,133,33,66,14,91
125,0,0,0,0,70,98
59,85,214,0,0,44,95
132,0,79,0,0,70,98
37,0,0,0,0,92,100
73,237,79,79,0,16,97
150,153,0,0,0,16,97
335,305,305,0,0,53,79
80,468,312,0,0,31,82
156,317,238,79,158,43,84
31,314,78,39,0,16,97
23,79,158,0,0,47,99
171,80,80,0,0,97,94
122,237,316,79,0,44,95
8,339,96,96,48,37,92
102,476,238,0,0,31,82
122,159,239,0,0,44,95
0,867,315,0,0,60,70
45,319,159,0,0,14,91
54,317,317,0,158,14,91
26,336,153,0,30,14,91
199,556,635,0,79,45,65
73,0,79,0,0,70,98
47,396,396,0,0,91,78
195,79,239,0,0,44,95
96,79,475,0,79,44,95
16,162,162,0,0,44,95
298,396,237,0,0,53,79
81,0,159,0,0,47,99
43,316,237,0,158,14,91
175,307,123,0,61,37,92
90,263,175,0,87,14,91
55,158,158,0,0,44,95
182,79,239,0,79,44,95
191,158,316,0,79,44,95
41,240,400,0,80,44,95
110,79,238,0,0,44,95
54,398,398,0,79,91,78
96,158,396,0,0,44,95
156,170,56,56,0,16,97
45,0,78,0,0,92,100
34,1694,529,158,503,1,37
148,1013,261,65,327,95,52
415,658,493,0,109,28,53
42,1183,236,78,473,26,48
368,612,204,51,204,13,74
403,542,488,54,217,28,53
212,455,455,56,113,91,78
185,1395,887,126,0,74,36
30,1039,756,0,283,96,49
244,895,417,0,89,23,55
2,637,191,63,255,19,75
485,656,383,54,54,23,55
160,521,122,122,153,33,85
24,1527,339,0,424,1,37
28,2481,974,0,709,79,8
19,1327,299,0,214,76,61
241,516,155,0,155,57,80
71,1866,711,177,533,59,19
70,1658,414,46,276,0,35
33,1003,115,0,0,17,68
168,806,124,62,62,60,70
76,903,212,53,212,60,70
188,379,216,54,162,57,80
2,1881,752,0,225,83,24
18,1281,560,80,880,9,28
3,966,451,0,64,99,56
315,382,273,0,109,57,80
23,1450,329,65,395,72,39
1,614,0,0,245,10,77
549,270,325,0,162,38,66
30,1944,700,0,466,83,24
92,1117,399,79,159,55,45
462,544,490,0,217,28,53
118,1493,796,99,199,74,36
166,578,289,0,115,31,82
184,317,63,0,126,37,92
13,1059,244,244,81,99,56
0,994,198,66,132,17,68
269,596,379,54,217,57,80
33,1760,391,48,342,12,40
405,328,328,54,164,53,79
10,922,496,0,212,99,56
86,190,380,126,316,43,84
143,700,127,0,127,33,85
131,641,0,0,366,19,75
1,1211,191,63,63,76,61
376,560,224,0,168,13,74
378,433,325,54,108,53,79
0,537,179,0,89,5,89
518,403,89,0,44,21,83
660,272,327,0,272,38,66
240,772,257,0,102,33,85
674,382,382,0,272,38,66
222,676,435,96,338,48,69
4,847,169,0,508,68,62
138,1020,180,0,180,17,68
0,506,126,0,126,5,89
528,436,546,0,218,28,53
4,600,214,0,171,31,82
307,221,516,73,295,53,79
0,1081,318,63,509,26,48
480,489,271,0,326,13,74
30,2411,438,146,657,94,12
43,900,0,90,90,33,85
275,1025,564,0,51,23,55
382,328,219,0,219,57,80
56,1309,349,87,261,72,39
526,560,509,0,50,28,53
364,162,594,54,216,53,79
43,1351,391,35,391,72,39
357,589,53,107,160,64,73
584,665,307,0,153,54,64
544,218,163,0,109,18,76
66,1230,369,61,553,72,39
532,436,490,0,218,28,53
121,572,343,57,171,31,82
175,558,248,62,186,10,77
55,463,0,0,648,86,67
84,1865,621,0,828,82,13
0,1057,1057,75,604,3,32
13,1354,280,93,233,76,61
1,766,191,0,383,68,62
618,486,216,0,216,38,66
473,1108,341,0,255,40,58
51,1479,82,0,328,6,44
3257,222,59,0,51,50,20
3780,383,67,0,112,35,10
210,426,0,0,85,84,86
102,832,249,0,83,60,70
146,923,83,0,167,17,68
162,1855,0,0,84,12,40
135,1024,0,0,170,17,68
141,698,0,0,0,33,85
472,858,0,0,429,10,77
128,601,0,0,0,33,85
430,1370,256,0,256,6,44
23,1182,208,69,208,76,61
1599,41,5,0,10,20,59
1457,178,65,0,48,20,59
4013,135,45,0,96,35,10
229,1109,85,0,426,95,52
113,1330,166,0,166,76,61
116,171,0,0,343,27,93
138,681,85,0,255,10,77
99,614,438,0,350,48,69
173,257,85,0,257,27,93
55,897,138,0,483,68,62
974,119,0,0,39,71,81
692,313,0,0,78,18,76
200,738,123,61,307,10,77
153,514,0,0,0,5,89
78,1012,0,0,253,17,68
94,344,172,0,258,43,84
102,348,0,0,174,37,92
349,772,0,0,85,33,85
226,1598,710,88,266,74,36
391,1029,0,0,85,40,58
380,65,52,0,39,80,96
910,259,45,0,45,71,81
771,425,85,0,0,18,76
601,518,0,0,86,18,76
189,393,49,0,81,84,86
139,596,0,0,85,33,85
1074,52,35,0,8,77,72
1206,250,26,8,62,77,72
222,1024,170,0,427,95,52
341,445,0,0,148,21,83
