overspeed,accel,decel,stop,start,dsi,score
26.0,718.0,60.0,60.0,239.0,1103.0,87.0
24.0,376.0,188.0,0.0,376.0,964.0,88.0
61.0,517.0,334.0,30.0,365.0,1307.0,84.0
2.0,352.0,0.0,0.0,352.0,706.0,91.0
34.0,727.0,48.0,97.0,582.0,1488.0,82.0
497.0,319.0,71.0,0.0,71.0,958.0,88.0
321.0,603.0,278.0,93.0,185.0,1480.0,82.0
35.0,377.0,126.0,0.0,251.0,789.0,90.0
17.0,469.0,0.0,59.0,176.0,721.0,91.0
73.0,691.0,188.0,0.0,188.0,1140.0,86.0
660.0,136.0,0.0,27.0,27.0,850.0,90.0
23.0,153.0,0.0,0.0,0.0,176.0,98.0
163.0,0.0,0.0,0.0,0.0,163.0,98.0
806.0,93.0,0.0,0.0,31.0,930.0,89.0
17.0,0.0,0.0,0.0,170.0,187.0,98.0
924.0,79.0,0.0,0.0,0.0,1003.0,88.0
7.0,140.0,70.0,0.0,0.0,217.0,97.0
108.0,111.0,0.0,0.0,56.0,275.0,97.0
99.0,54.0,0.0,0.0,0.0,153.0,98.0
0.0,175.0,88.0,88.0,88.0,439.0,95.0
24.0,613.0,77.0,0.0,0.0,714.0,91.0
249.0,388.0,78.0,0.0,0.0,715.0,91.0
2.0,68.0,0.0,68.0,0.0,138.0,98.0
515.0,93.0,0.0,0.0,31.0,639.0,92.0
551.0,19.0,0.0,38.0,56.0,664.0,92.0
463.0,22.0,0.0,0.0,0.0,485.0,94.0
378.0,57.0,0.0,0.0,0.0,435.0,95.0
1363.0,52.0,0.0,17.0,9.0,1441.0,82.0
1181.0,150.0,0.0,25.0,50.0,1406.0,83.0
756.0,14.0,0.0,14.0,14.0,798.0,90.0
57.0,0.0,0.0,0.0,0.0,57.0,99.0
627.0,0.0,0.0,0.0,13.0,640.0,92.0
850.0,55.0,0.0,0.0,27.0,932.0,89.0
54.0,166.0,55.0,111.0,111.0,497.0,94.0
101.0,56.0,0.0,56.0,112.0,325.0,96.0
651.0,30.0,0.0,0.0,0.0,681.0,92.0
58.0,375.0,83.0,0.0,333.0,849.0,90.0
265.0,73.0,36.0,0.0,218.0,592.0,93.0
189.0,182.0,0.0,0.0,146.0,517.0,94.0
128.0,190.0,152.0,0.0,190.0,660.0,92.0
660.0,111.0,221.0,0.0,185.0,1177.0,86.0
534.0,75.0,113.0,0.0,263.0,985.0,88.0
774.0,182.0,109.0,0.0,109.0,1174.0,86.0
550.0,37.0,0.0,0.0,293.0,880.0,89.0
61.0,334.0,74.0,0.0,371.0,840.0,90.0
258.0,109.0,0.0,0.0,109.0,476.0,94.0
156.0,220.0,147.0,0.0,147.0,670.0,92.0
45.0,223.0,186.0,0.0,112.0,566.0,93.0
170.0,37.0,187.0,0.0,262.0,656.0,92.0
59.0,214.0,107.0,0.0,375.0,755.0,91.0
262.0,181.0,145.0,0.0,218.0,806.0,90.0
67.0,218.0,73.0,0.0,546.0,904.0,89.0
321.0,109.0,73.0,0.0,326.0,829.0,90.0
37.0,370.0,148.0,0.0,185.0,740.0,91.0
107.0,293.0,0.0,0.0,183.0,583.0,93.0
225.0,470.0,181.0,0.0,145.0,1021.0,88.0
291.0,180.0,36.0,0.0,72.0,579.0,93.0
100.0,294.0,184.0,0.0,294.0,872.0,89.0
264.0,363.0,165.0,0.0,297.0,1089.0,87.0
8.0,163.0,0.0,0.0,408.0,579.0,93.0
218.0,400.0,109.0,36.0,509.0,1272.0,85.0
143.0,481.0,74.0,37.0,407.0,1142.0,86.0
42.0,978.0,196.0,0.0,685.0,1901.0,77.0
1187.0,335.0,129.0,0.0,116.0,1767.0,79.0
1330.0,531.0,470.0,46.0,303.0,2680.0,67.0
473.0,180.0,66.0,16.0,66.0,801.0,90.0
313.0,509.0,277.0,0.0,416.0,1515.0,82.0
351.0,594.0,54.0,0.0,0.0,999.0,88.0
471.0,429.0,268.0,54.0,107.0,1329.0,84.0
496.0,479.0,351.0,0.0,128.0,1454.0,82.0
52.0,473.0,284.0,95.0,236.0,1140.0,86.0
426.0,406.0,122.0,0.0,142.0,1096.0,87.0
283.0,506.0,89.0,30.0,89.0,997.0,88.0
31.0,478.0,191.0,0.0,383.0,1083.0,87.0
88.0,1853.0,725.0,81.0,645.0,3392.0,59.0
847.0,261.0,131.0,16.0,33.0,1288.0,84.0
655.0,670.0,431.0,0.0,335.0,2091.0,75.0
1329.0,143.0,119.0,24.0,71.0,1686.0,80.0
2.0,1541.0,308.0,77.0,308.0,2236.0,73.0
58.0,686.0,98.0,0.0,392.0,1234.0,85.0
108.0,479.0,240.0,48.0,192.0,1067.0,87.0
2.0,859.0,184.0,61.0,123.0,1229.0,85.0
64.0,644.0,0.0,80.0,322.0,1110.0,87.0
586.0,675.0,198.0,16.0,214.0,1689.0,79.0
1026.0,749.0,299.0,15.0,270.0,2359.0,71.0
9.0,895.0,418.0,0.0,477.0,1799.0,78.0
96.0,634.0,0.0,0.0,444.0,1174.0,86.0
825.0,380.0,63.0,0.0,127.0,1395.0,83.0
176.0,418.0,273.0,55.0,345.0,1267.0,85.0
613.0,263.0,131.0,0.0,53.0,1060.0,87.0
1562.0,329.0,212.0,35.0,71.0,2209.0,73.0
615.0,266.0,73.0,0.0,48.0,1002.0,88.0
1048.0,478.0,407.0,53.0,142.0,2128.0,74.0
434.0,177.0,106.0,0.0,142.0,859.0,90.0
1032.0,202.0,135.0,17.0,253.0,1639.0,80.0
45.0,0.0,20.0,20.0,20.0,105.0,99.0
127.0,0.0,0.0,0.0,0.0,127.0,98.0
73.0,97.0,49.0,0.0,49.0,268.0,97.0
180.0,13.0,0.0,0.0,13.0,206.0,97.0
56.0,31.0,0.0,0.0,31.0,118.0,99.0
117.0,20.0,0.0,0.0,0.0,137.0,98.0
269.0,18.0,9.0,0.0,0.0,296.0,96.0
1084.0,4.0,4.0,0.0,20.0,1112.0,86.0
287.0,27.0,8.0,4.0,23.0,349.0,96.0
42.0,34.0,0.0,0.0,17.0,93.0,99.0
42.0,0.0,0.0,0.0,61.0,103.0,99.0
16.0,57.0,0.0,0.0,0.0,73.0,99.0
81.0,0.0,0.0,0.0,21.0,102.0,99.0
0.0,0.0,0.0,0.0,0.0,0.0,100.0
368.0,27.0,0.0,0.0,0.0,395.0,95.0
1018.0,13.0,3.0,3.0,7.0,1044.0,87.0
45.0,0.0,0.0,0.0,0.0,45.0,99.0
90.0,7.0,0.0,0.0,13.0,110.0,99.0
45.0,0.0,20.0,0.0,20.0,85.0,99.0
57.0,0.0,0.0,0.0,0.0,57.0,99.0
30.0,1414.0,314.0,196.0,236.0,2190.0,73.0
225.0,1053.0,451.0,226.0,226.0,2181.0,73.0
716.0,437.0,146.0,0.0,146.0,1445.0,82.0
444.0,484.0,508.0,97.0,218.0,1751.0,79.0
231.0,586.0,299.0,39.0,78.0,1233.0,85.0
315.0,1101.0,315.0,236.0,157.0,2124.0,74.0
703.0,1056.0,75.0,0.0,226.0,2060.0,75.0
649.0,1582.0,829.0,226.0,377.0,3663.0,55.0
1186.0,1417.0,440.0,0.0,147.0,3190.0,61.0
363.0,829.0,469.0,36.0,72.0,1769.0,79.0
186.0,992.0,354.0,0.0,0.0,1532.0,81.0
87.0,744.0,528.0,120.0,144.0,1623.0,80.0
338.0,416.0,468.0,26.0,52.0,1300.0,84.0
284.0,963.0,329.0,0.0,188.0,1764.0,79.0
1029.0,1065.0,200.0,133.0,100.0,2527.0,69.0
383.0,552.0,624.0,72.0,168.0,1799.0,78.0
251.0,1018.0,466.0,104.0,155.0,1994.0,76.0
442.0,1248.0,104.0,104.0,260.0,2158.0,74.0
431.0,786.0,357.0,71.0,119.0,1764.0,79.0
1300.0,1663.0,558.0,105.0,174.0,3800.0,54.0
158.0,480.0,312.0,48.0,72.0,1070.0,87.0
900.0,585.0,371.0,20.0,78.0,1954.0,76.0
173.0,1079.0,736.0,147.0,441.0,2576.0,69.0
197.0,1440.0,400.0,160.0,160.0,2357.0,71.0
534.0,958.0,539.0,60.0,299.0,2390.0,71.0
1221.0,945.0,436.0,218.0,218.0,3038.0,63.0
397.0,673.0,577.0,120.0,96.0,1863.0,77.0
214.0,816.0,432.0,72.0,144.0,1678.0,80.0
87.0,2942.0,1593.0,490.0,981.0,6093.0,26.0
512.0,1129.0,699.0,108.0,215.0,2663.0,68.0
636.0,457.0,337.0,48.0,168.0,1646.0,80.0
382.0,651.0,334.0,70.0,88.0,1525.0,81.0
627.0,850.0,453.0,170.0,283.0,2383.0,71.0
396.0,431.0,386.0,45.0,182.0,1440.0,83.0
53.0,311.0,144.0,48.0,144.0,700.0,91.0
275.0,263.0,287.0,96.0,120.0,1041.0,87.0
303.0,477.0,437.0,80.0,80.0,1377.0,83.0
331.0,1196.0,427.0,137.0,239.0,2330.0,72.0
856.0,658.0,329.0,57.0,43.0,1943.0,76.0
462.0,907.0,284.0,0.0,284.0,1937.0,76.0
443.0,624.0,480.0,72.0,144.0,1763.0,79.0
176.0,433.0,311.0,0.0,122.0,1042.0,87.0
652.0,1690.0,1107.0,291.0,233.0,3973.0,52.0
457.0,635.0,131.0,19.0,19.0,1261.0,85.0
661.0,1432.0,904.0,226.0,301.0,3524.0,57.0
502.0,1071.0,567.0,0.0,63.0,2203.0,73.0
285.0,288.0,120.0,72.0,96.0,861.0,90.0
213.0,558.0,351.0,124.0,165.0,1411.0,83.0
534.0,672.0,384.0,72.0,120.0,1782.0,78.0
477.0,925.0,308.0,54.0,134.0,1898.0,77.0
963.0,1710.0,534.0,53.0,321.0,3581.0,56.0
368.0,574.0,430.0,96.0,191.0,1659.0,80.0
319.0,695.0,327.0,82.0,204.0,1627.0,80.0
714.0,1985.0,1234.0,107.0,322.0,4362.0,47.0
350.0,790.0,716.0,173.0,222.0,2251.0,73.0
194.0,917.0,469.0,61.0,143.0,1784.0,78.0
229.0,904.0,425.0,53.0,425.0,2036.0,75.0
572.0,600.0,624.0,72.0,144.0,2012.0,76.0
437.0,980.0,344.0,40.0,199.0,2000.0,76.0
347.0,469.0,108.0,0.0,144.0,1068.0,87.0
225.0,1910.0,249.0,83.0,83.0,2550.0,69.0
568.0,335.0,185.0,18.0,62.0,1168.0,86.0
1030.0,683.0,288.0,33.0,60.0,2094.0,75.0
528.0,1238.0,471.0,147.0,413.0,2797.0,66.0
525.0,1410.0,739.0,134.0,336.0,3144.0,62.0
205.0,838.0,455.0,72.0,168.0,1738.0,79.0
76.0,503.0,335.0,48.0,168.0,1130.0,86.0
292.0,1352.0,470.0,176.0,353.0,2643.0,68.0
1120.0,499.0,233.0,66.0,66.0,1984.0,76.0
69.0,964.0,562.0,80.0,80.0,1755.0,79.0
403.0,928.0,262.0,71.0,238.0,1902.0,77.0
338.0,590.0,341.0,23.0,45.0,1337.0,84.0
210.0,282.0,242.0,40.0,60.0,834.0,90.0
945.0,2450.0,1361.0,0.0,272.0,5028.0,39.0
258.0,407.0,383.0,48.0,144.0,1240.0,85.0
451.0,558.0,325.0,39.0,156.0,1529.0,81.0
61.0,288.0,162.0,18.0,54.0,583.0,93.0
1368.0,1439.0,791.0,36.0,396.0,4030.0,51.0
358.0,695.0,432.0,96.0,144.0,1725.0,79.0
68.0,1462.0,292.0,0.0,0.0,1822.0,78.0
38.0,829.0,226.0,50.0,50.0,1193.0,86.0
288.0,816.0,432.0,72.0,216.0,1824.0,78.0
266.0,1083.0,626.0,24.0,144.0,2143.0,74.0
315.0,1435.0,502.0,72.0,359.0,2683.0,67.0
633.0,670.0,383.0,96.0,48.0,1830.0,78.0
143.0,601.0,625.0,96.0,265.0,1730.0,79.0
304.0,806.0,379.0,47.0,95.0,1631.0,80.0
91.0,1248.0,234.0,117.0,234.0,1924.0,77.0
1040.0,942.0,399.0,113.0,133.0,2627.0,68.0
397.0,678.0,903.0,0.0,452.0,2430.0,70.0
65.0,2658.0,823.0,253.0,316.0,4115.0,50.0
999.0,504.0,180.0,144.0,252.0,2079.0,75.0
537.0,914.0,385.0,48.0,72.0,1956.0,76.0
361.0,948.0,577.0,55.0,165.0,2106.0,74.0
585.0,1318.0,567.0,92.0,211.0,2773.0,66.0
336.0,546.0,403.0,47.0,142.0,1474.0,82.0
213.0,1795.0,598.0,120.0,658.0,3384.0,59.0
584.0,1102.0,826.0,138.0,207.0,2857.0,65.0
337.0,1983.0,915.0,76.0,305.0,3616.0,56.0
530.0,1192.0,421.0,70.0,140.0,2353.0,71.0
252.0,1585.0,981.0,151.0,75.0,3044.0,63.0
312.0,778.0,311.0,156.0,311.0,1868.0,77.0
1108.0,479.0,599.0,120.0,240.0,2546.0,69.0
165.0,1102.0,551.0,72.0,168.0,2058.0,75.0
685.0,1077.0,766.0,24.0,168.0,2720.0,67.0
171.0,575.0,312.0,120.0,168.0,1346.0,84.0
665.0,1509.0,447.0,0.0,112.0,2733.0,67.0
122.0,1295.0,100.0,0.0,299.0,1816.0,78.0
28.0,886.0,0.0,0.0,0.0,914.0,89.0
16.0,1189.0,99.0,0.0,0.0,1304.0,84.0
6.0,1283.0,99.0,99.0,99.0,1586.0,81.0
14.0,1282.0,99.0,99.0,99.0,1593.0,81.0
120.0,1590.0,99.0,0.0,199.0,2008.0,76.0
3.0,890.0,0.0,0.0,99.0,992.0,88.0
154.0,591.0,0.0,0.0,0.0,745.0,91.0
39.0,1190.0,99.0,0.0,99.0,1427.0,83.0
127.0,967.0,97.0,0.0,387.0,1578.0,81.0
155.0,1175.0,0.0,0.0,0.0,1330.0,84.0
114.0,1087.0,0.0,0.0,99.0,1300.0,84.0
150.0,1190.0,99.0,0.0,0.0,1439.0,83.0
195.0,1064.0,194.0,0.0,0.0,1453.0,82.0
98.0,1163.0,97.0,0.0,97.0,1455.0,82.0
25.0,1186.0,99.0,0.0,0.0,1310.0,84.0
52.0,3144.0,719.0,180.0,1797.0,5892.0,28.0
17.0,2667.0,762.0,572.0,1429.0,5447.0,34.0
136.0,3055.0,1078.0,539.0,1977.0,6785.0,18.0
104.0,2356.0,925.0,168.0,2187.0,5740.0,30.0
99.0,2696.0,719.0,0.0,2067.0,5581.0,32.0
480.0,1668.0,1516.0,379.0,682.0,4725.0,43.0
32.0,2946.0,1161.0,268.0,1071.0,5478.0,33.0
52.0,3324.0,1164.0,332.0,1912.0,6784.0,18.0
36.0,1974.0,756.0,168.0,252.0,3186.0,61.0
142.0,2532.0,1356.0,543.0,1989.0,6562.0,20.0
1.0,2616.0,981.0,490.0,1144.0,5232.0,36.0
25.0,3093.0,546.0,273.0,1728.0,5665.0,31.0
42.0,2585.0,862.0,689.0,2154.0,6332.0,23.0
24.0,3392.0,1964.0,357.0,2410.0,8147.0,1.0
181.0,2606.0,1158.0,193.0,772.0,4910.0,40.0
58.0,2862.0,1789.0,805.0,2057.0,7571.0,8.0
97.0,1938.0,941.0,443.0,997.0,4416.0,46.0
285.0,978.0,391.0,140.0,531.0,2325.0,72.0
434.0,721.0,234.0,117.0,234.0,1740.0,79.0
4.0,2048.0,534.0,89.0,1603.0,4278.0,48.0
289.0,1997.0,749.0,333.0,832.0,4200.0,49.0
82.0,1627.0,813.0,271.0,1356.0,4149.0,50.0
19.0,2764.0,624.0,446.0,2140.0,5993.0,27.0
71.0,3681.0,359.0,269.0,987.0,5367.0,35.0
71.0,3142.0,1346.0,449.0,1346.0,6354.0,23.0
60.0,2710.0,411.0,0.0,1396.0,4577.0,44.0
60.0,1614.0,986.0,359.0,1704.0,4723.0,43.0
74.0,1513.0,517.0,119.0,836.0,3059.0,63.0
272.0,1702.0,877.0,258.0,722.0,3831.0,53.0
42.0,2451.0,735.0,572.0,1471.0,5271.0,36.0
36.0,1802.0,901.0,450.0,2252.0,5441.0,34.0
9.0,3444.0,902.0,574.0,1886.0,6815.0,17.0
10.0,3076.0,905.0,543.0,2352.0,6886.0,16.0
19.0,1973.0,1151.0,493.0,1398.0,5034.0,39.0
89.0,2992.0,1632.0,544.0,2448.0,7705.0,6.0
89.0,1848.0,569.0,355.0,924.0,3785.0,54.0
21.0,2688.0,1254.0,806.0,2150.0,6919.0,16.0
54.0,3026.0,454.0,303.0,1210.0,5047.0,39.0
73.0,3370.0,843.0,758.0,1517.0,6561.0,20.0
84.0,3508.0,1194.0,746.0,1567.0,7099.0,14.0
18.0,3181.0,1091.0,545.0,1818.0,6653.0,19.0
56.0,2420.0,583.0,403.0,583.0,4045.0,51.0
123.0,0.0,0.0,0.0,0.0,123.0,99.0
145.0,0.0,0.0,0.0,0.0,145.0,98.0
70.0,0.0,0.0,0.0,0.0,70.0,99.0
235.0,0.0,0.0,0.0,0.0,235.0,97.0
100.0,0.0,0.0,0.0,17.0,117.0,99.0
155.0,0.0,0.0,0.0,0.0,155.0,98.0
63.0,0.0,0.0,0.0,0.0,63.0,99.0
221.0,0.0,0.0,0.0,18.0,239.0,97.0
176.0,0.0,0.0,0.0,0.0,176.0,98.0
129.0,0.0,0.0,0.0,0.0,129.0,98.0
67.0,0.0,0.0,0.0,19.0,86.0,99.0
119.0,0.0,0.0,0.0,18.0,137.0,98.0
157.0,0.0,0.0,0.0,0.0,157.0,98.0
49.0,17.0,0.0,0.0,17.0,83.0,99.0
114.0,0.0,0.0,0.0,18.0,132.0,98.0
86.0,18.0,0.0,0.0,0.0,104.0,99.0
113.0,18.0,18.0,0.0,0.0,149.0,98.0
123.0,0.0,0.0,0.0,0.0,123.0,99.0
139.0,0.0,17.0,0.0,0.0,156.0,98.0
44.0,0.0,0.0,0.0,22.0,66.0,99.0
85.0,0.0,0.0,0.0,0.0,85.0,99.0
75.0,0.0,0.0,0.0,0.0,75.0,99.0
115.0,0.0,0.0,0.0,0.0,115.0,99.0
106.0,0.0,0.0,0.0,0.0,106.0,99.0
90.0,0.0,0.0,0.0,0.0,90.0,99.0
95.0,0.0,0.0,0.0,0.0,95.0,99.0
100.0,37.0,0.0,0.0,19.0,156.0,98.0
64.0,0.0,0.0,0.0,0.0,64.0,99.0
116.0,0.0,0.0,0.0,0.0,116.0,99.0
43.0,17.0,0.0,0.0,0.0,60.0,99.0
62.0,37.0,0.0,0.0,19.0,118.0,99.0
133.0,17.0,0.0,0.0,0.0,150.0,98.0
82.0,18.0,0.0,0.0,0.0,100.0,99.0
100.0,0.0,0.0,0.0,18.0,118.0,99.0
198.0,0.0,0.0,0.0,17.0,215.0,97.0
60.0,21.0,0.0,0.0,0.0,81.0,99.0
139.0,0.0,0.0,0.0,0.0,139.0,98.0
59.0,38.0,0.0,0.0,0.0,97.0,99.0
152.0,0.0,0.0,0.0,18.0,170.0,98.0
298.0,0.0,0.0,0.0,0.0,298.0,96.0
137.0,0.0,0.0,0.0,0.0,137.0,98.0
168.0,0.0,0.0,0.0,0.0,168.0,98.0
21.0,40.0,0.0,0.0,20.0,81.0,99.0
127.0,0.0,0.0,0.0,18.0,145.0,98.0
147.0,0.0,0.0,0.0,23.0,170.0,98.0
348.0,0.0,0.0,0.0,0.0,348.0,96.0
580.0,0.0,0.0,0.0,0.0,580.0,93.0
113.0,0.0,0.0,0.0,0.0,113.0,99.0
26.0,0.0,29.0,0.0,29.0,84.0,99.0
127.0,8.0,0.0,0.0,0.0,135.0,98.0
297.0,0.0,0.0,0.0,0.0,297.0,96.0
161.0,0.0,0.0,0.0,17.0,178.0,98.0
113.0,17.0,0.0,0.0,0.0,130.0,98.0
20.0,0.0,0.0,0.0,0.0,20.0,100.0
150.0,0.0,0.0,0.0,0.0,150.0,98.0
119.0,0.0,0.0,0.0,0.0,119.0,99.0
460.0,866.0,247.0,62.0,186.0,1821.0,78.0
490.0,703.0,189.0,54.0,81.0,1517.0,82.0
654.0,631.0,287.0,29.0,115.0,1716.0,79.0
353.0,1032.0,245.0,109.0,163.0,1902.0,77.0
773.0,1567.0,621.0,81.0,108.0,3150.0,62.0
607.0,704.0,325.0,27.0,108.0,1771.0,78.0
308.0,787.0,217.0,54.0,109.0,1475.0,82.0
1504.0,229.0,114.0,0.0,57.0,1904.0,77.0
323.0,681.0,245.0,109.0,54.0,1412.0,83.0
619.0,743.0,398.0,27.0,133.0,1920.0,77.0
147.0,448.0,32.0,64.0,128.0,819.0,90.0
543.0,605.0,223.0,127.0,255.0,1753.0,79.0
382.0,830.0,64.0,32.0,96.0,1404.0,83.0
518.0,556.0,185.0,21.0,124.0,1404.0,83.0
118.0,979.0,185.0,106.0,185.0,1573.0,81.0
494.0,1092.0,259.0,57.0,287.0,2189.0,73.0
336.0,700.0,200.0,0.0,225.0,1461.0,82.0
448.0,1000.0,200.0,125.0,200.0,1973.0,76.0
477.0,1387.0,299.0,109.0,163.0,2435.0,70.0
779.0,339.0,64.0,0.0,64.0,1246.0,85.0
242.0,777.0,259.0,86.0,144.0,1508.0,82.0
58.0,1213.0,347.0,173.0,87.0,1878.0,77.0
283.0,1548.0,269.0,202.0,471.0,2773.0,66.0
496.0,872.0,264.0,132.0,264.0,2028.0,75.0
209.0,1170.0,218.0,0.0,109.0,1706.0,79.0
852.0,830.0,315.0,57.0,86.0,2140.0,74.0
459.0,646.0,335.0,24.0,168.0,1632.0,80.0
306.0,1435.0,287.0,82.0,246.0,2356.0,71.0
142.0,733.0,153.0,92.0,183.0,1303.0,84.0
198.0,1946.0,371.0,62.0,340.0,2917.0,65.0
422.0,998.0,374.0,31.0,281.0,2106.0,74.0
132.0,1144.0,200.0,57.0,172.0,1705.0,79.0
982.0,432.0,173.0,0.0,86.0,1673.0,80.0
761.0,380.0,125.0,33.0,49.0,1348.0,84.0
400.0,1311.0,443.0,85.0,375.0,2614.0,68.0
101.0,2467.0,705.0,282.0,1339.0,4894.0,41.0
257.0,1262.0,421.0,79.0,184.0,2203.0,73.0
215.0,1610.0,435.0,174.0,261.0,2695.0,67.0
320.0,1001.0,409.0,45.0,91.0,1866.0,77.0
286.0,1171.0,651.0,167.0,223.0,2498.0,70.0
62.0,704.0,704.0,211.0,598.0,2279.0,72.0
1250.0,489.0,275.0,0.0,153.0,2167.0,74.0
539.0,534.0,183.0,46.0,46.0,1348.0,84.0
1788.0,249.0,187.0,31.0,124.0,2379.0,71.0
327.0,1552.0,388.0,28.0,222.0,2517.0,69.0
801.0,1342.0,488.0,92.0,336.0,3059.0,63.0
65.0,409.0,37.0,0.0,335.0,846.0,90.0
47.0,402.0,121.0,0.0,161.0,731.0,91.0
27.0,591.0,236.0,0.0,355.0,1209.0,85.0
31.0,307.0,0.0,0.0,77.0,415.0,95.0
129.0,155.0,0.0,0.0,0.0,284.0,97.0
375.0,117.0,58.0,0.0,0.0,550.0,93.0
33.0,292.0,0.0,0.0,97.0,422.0,95.0
79.0,743.0,34.0,0.0,169.0,1025.0,88.0
22.0,381.0,76.0,38.0,381.0,898.0,89.0
3.0,729.0,199.0,0.0,0.0,931.0,89.0
105.0,318.0,40.0,0.0,357.0,820.0,90.0
14.0,260.0,0.0,0.0,52.0,326.0,96.0
21.0,330.0,0.0,0.0,257.0,608.0,93.0
59.0,583.0,0.0,0.0,166.0,808.0,90.0
51.0,441.0,37.0,0.0,110.0,639.0,92.0
50.0,368.0,0.0,0.0,147.0,565.0,93.0
82.0,944.0,36.0,0.0,109.0,1171.0,86.0
94.0,229.0,38.0,0.0,381.0,742.0,91.0
547.0,313.0,45.0,0.0,224.0,1129.0,86.0
45.0,515.0,0.0,0.0,294.0,854.0,90.0
23.0,320.0,0.0,0.0,240.0,583.0,93.0
1.0,427.0,0.0,0.0,43.0,471.0,94.0
149.0,209.0,0.0,0.0,0.0,358.0,96.0
26.0,617.0,56.0,0.0,280.0,979.0,88.0
63.0,587.0,78.0,39.0,196.0,963.0,88.0
97.0,816.0,227.0,45.0,363.0,1548.0,81.0
314.0,744.0,175.0,0.0,175.0,1408.0,83.0
191.0,541.0,135.0,45.0,270.0,1182.0,86.0
201.0,562.0,130.0,43.0,43.0,979.0,88.0
23.0,12.0,0.0,0.0,36.0,71.0,99.0
19.0,0.0,76.0,0.0,0.0,95.0,99.0
188.0,253.0,42.0,0.0,253.0,736.0,91.0
229.0,723.0,181.0,0.0,181.0,1314.0,84.0
89.0,1603.0,1055.0,195.0,547.0,3489.0,58.0
409.0,824.0,347.0,87.0,173.0,1840.0,78.0
219.0,92.0,183.0,0.0,366.0,860.0,90.0
112.0,590.0,148.0,0.0,148.0,998.0,88.0
201.0,520.0,130.0,65.0,130.0,1046.0,87.0
6.0,1213.0,152.0,0.0,506.0,1877.0,77.0
479.0,918.0,218.0,0.0,44.0,1659.0,80.0
250.0,630.0,172.0,0.0,115.0,1167.0,86.0
62.0,519.0,216.0,0.0,216.0,1013.0,88.0
0.0,94.0,0.0,0.0,94.0,188.0,98.0
58.0,161.0,0.0,0.0,161.0,380.0,95.0
0.0,880.0,265.0,112.0,922.0,2179.0,74.0
0.0,2223.0,1380.0,77.0,537.0,4217.0,49.0
181.0,872.0,230.0,0.0,138.0,1421.0,83.0
104.0,825.0,43.0,43.0,130.0,1145.0,86.0
146.0,589.0,91.0,0.0,181.0,1007.0,88.0
88.0,789.0,263.0,44.0,175.0,1359.0,83.0
1893.0,64.0,6.0,0.0,13.0,1976.0,76.0
1144.0,141.0,55.0,6.0,24.0,1370.0,83.0
1.0,1516.0,663.0,0.0,284.0,2464.0,70.0
204.0,480.0,240.0,44.0,196.0,1164.0,86.0
219.0,849.0,297.0,0.0,85.0,1450.0,82.0
48.0,520.0,186.0,37.0,186.0,977.0,88.0
93.0,655.0,123.0,0.0,205.0,1076.0,87.0
151.0,454.0,91.0,45.0,182.0,923.0,89.0
276.0,599.0,171.0,0.0,171.0,1217.0,85.0
246.0,904.0,106.0,53.0,186.0,1495.0,82.0
92.0,991.0,156.0,52.0,261.0,1552.0,81.0
211.0,213.0,142.0,0.0,283.0,849.0,90.0
0.0,593.0,165.0,33.0,857.0,1648.0,80.0
48.0,439.0,44.0,0.0,132.0,663.0,92.0
130.0,295.0,59.0,0.0,0.0,484.0,94.0
32.0,0.0,0.0,0.0,0.0,32.0,100.0
14.0,0.0,0.0,0.0,2.0,16.0,100.0
404.0,40.0,15.0,3.0,21.0,483.0,94.0
115.0,786.0,210.0,105.0,314.0,1530.0,81.0
160.0,999.0,478.0,43.0,217.0,1897.0,77.0
143.0,506.0,380.0,63.0,127.0,1219.0,85.0
410.0,388.0,123.0,0.0,163.0,1084.0,87.0
158.0,632.0,158.0,105.0,211.0,1264.0,85.0
224.0,544.0,0.0,0.0,125.0,893.0,89.0
221.0,696.0,58.0,0.0,406.0,1381.0,83.0
463.0,825.0,314.0,118.0,432.0,2152.0,74.0
166.0,1039.0,90.0,45.0,136.0,1476.0,82.0
99.0,1060.0,353.0,50.0,353.0,1915.0,77.0
239.0,885.0,233.0,0.0,47.0,1404.0,83.0
47.0,102.0,29.0,0.0,15.0,193.0,98.0
517.0,109.0,26.0,0.0,13.0,665.0,92.0
576.0,126.0,9.0,2.0,16.0,729.0,91.0
98.0,1061.0,354.0,71.0,212.0,1796.0,78.0
31.0,303.0,121.0,0.0,303.0,758.0,91.0
218.0,11.0,6.0,0.0,0.0,235.0,97.0
37.0,49.0,49.0,0.0,0.0,135.0,98.0
9.0,0.0,0.0,0.0,0.0,9.0,100.0
12.0,73.0,0.0,0.0,0.0,85.0,99.0
182.0,241.0,144.0,0.0,96.0,663.0,92.0
260.0,794.0,198.0,0.0,132.0,1384.0,83.0
389.0,791.0,132.0,0.0,264.0,1576.0,81.0
159.0,768.0,0.0,0.0,118.0,1045.0,87.0
0.0,1533.0,0.0,0.0,307.0,1840.0,78.0
113.0,607.0,276.0,55.0,110.0,1161.0,86.0
157.0,1173.0,316.0,45.0,181.0,1872.0,77.0
345.0,825.0,371.0,0.0,206.0,1747.0,79.0
78.0,809.0,0.0,0.0,270.0,1157.0,86.0
65.0,322.0,0.0,0.0,161.0,548.0,93.0
246.0,356.0,142.0,0.0,71.0,815.0,90.0
