overspeed,accel,decel,stop,start,dsi,score
265.0,228.0,228.0,0.0,114.0,835.0,90.0
280.0,187.0,107.0,0.0,27.0,601.0,93.0
402.0,172.0,287.0,29.0,144.0,1034.0,87.0
263.0,186.0,159.0,0.0,0.0,608.0,93.0
50.0,1352.0,721.0,0.0,180.0,2303.0,72.0
308.0,341.0,284.0,0.0,57.0,990.0,88.0
316.0,213.0,160.0,0.0,27.0,716.0,91.0
921.0,151.0,101.0,0.0,50.0,1223.0,85.0
688.0,231.0,116.0,26.0,141.0,1202.0,85.0
1021.0,218.0,148.0,9.0,35.0,1431.0,83.0
253.0,628.0,359.0,0.0,45.0,1285.0,84.0
1266.0,145.0,145.0,12.0,60.0,1628.0,80.0
270.0,161.0,108.0,0.0,54.0,593.0,93.0
449.0,259.0,201.0,0.0,0.0,909.0,89.0
425.0,187.0,160.0,27.0,27.0,826.0,90.0
390.0,170.0,283.0,0.0,85.0,928.0,89.0
227.0,158.0,396.0,26.0,53.0,860.0,90.0
477.0,140.0,140.0,28.0,112.0,897.0,89.0
197.0,55.0,55.0,28.0,110.0,445.0,95.0
177.0,115.0,86.0,0.0,29.0,407.0,95.0
74.0,677.0,156.0,0.0,52.0,959.0,88.0
145.0,662.0,60.0,0.0,241.0,1108.0,87.0
224.0,86.0,201.0,29.0,115.0,655.0,92.0
264.0,269.0,108.0,0.0,27.0,668.0,92.0
122.0,725.0,242.0,0.0,60.0,1149.0,86.0
94.0,553.0,632.0,79.0,474.0,1832.0,78.0
314.0,440.0,247.0,0.0,110.0,1111.0,86.0
279.0,213.0,133.0,0.0,27.0,652.0,92.0
380.0,173.0,115.0,0.0,87.0,755.0,91.0
275.0,227.0,312.0,0.0,114.0,928.0,89.0
211.0,215.0,188.0,0.0,27.0,641.0,92.0
455.0,268.0,161.0,0.0,54.0,938.0,89.0
11.0,1210.0,242.0,81.0,484.0,2028.0,75.0
345.0,285.0,285.0,0.0,29.0,944.0,89.0
200.0,236.0,197.0,0.0,118.0,751.0,91.0
407.0,171.0,228.0,0.0,57.0,863.0,90.0
414.0,160.0,267.0,0.0,107.0,948.0,88.0
364.0,170.0,255.0,0.0,28.0,817.0,90.0
258.0,188.0,215.0,27.0,54.0,742.0,91.0
380.0,228.0,199.0,0.0,85.0,892.0,89.0
271.0,29.0,0.0,0.0,58.0,358.0,96.0
451.0,258.0,172.0,0.0,57.0,938.0,89.0
151.0,107.0,27.0,0.0,27.0,312.0,96.0
241.0,399.0,313.0,0.0,114.0,1067.0,87.0
463.0,202.0,278.0,0.0,25.0,968.0,88.0
405.0,258.0,344.0,57.0,86.0,1150.0,86.0
228.0,1798.0,1144.0,109.0,817.0,4096.0,50.0
26.0,2929.0,837.0,167.0,753.0,4712.0,43.0
26.0,1974.0,576.0,329.0,905.0,3810.0,54.0
507.0,313.0,197.0,12.0,46.0,1075.0,87.0
304.0,417.0,158.0,23.0,11.0,913.0,89.0
315.0,1614.0,740.0,67.0,269.0,3005.0,63.0
342.0,970.0,243.0,0.0,291.0,1846.0,78.0
61.0,1538.0,577.0,0.0,673.0,2849.0,65.0
567.0,1118.0,692.0,0.0,373.0,2750.0,67.0
947.0,1103.0,998.0,53.0,263.0,3364.0,59.0
47.0,2414.0,999.0,167.0,1082.0,4709.0,43.0
42.0,2398.0,1075.0,83.0,992.0,4590.0,44.0
34.0,2658.0,581.0,83.0,665.0,4021.0,51.0
83.0,2016.0,1071.0,0.0,567.0,3737.0,55.0
26.0,3021.0,735.0,82.0,898.0,4762.0,42.0
45.0,2501.0,1000.0,0.0,917.0,4463.0,46.0
80.0,2157.0,1411.0,83.0,996.0,4727.0,43.0
35.0,3100.0,922.0,168.0,838.0,5063.0,38.0
40.0,3419.0,1367.0,228.0,1291.0,6345.0,23.0
975.0,278.0,110.0,5.0,34.0,1402.0,83.0
110.0,803.0,301.0,0.0,50.0,1264.0,85.0
218.0,187.0,65.0,19.0,28.0,517.0,94.0
127.0,125.0,108.0,8.0,8.0,376.0,95.0
36.0,2585.0,783.0,0.0,1018.0,4422.0,46.0
147.0,1568.0,406.0,58.0,581.0,2760.0,66.0
130.0,2806.0,439.0,0.0,702.0,4077.0,50.0
30.0,2325.0,664.0,0.0,747.0,3766.0,54.0
48.0,3260.0,669.0,84.0,669.0,4730.0,43.0
48.0,1920.0,1002.0,83.0,751.0,3804.0,54.0
150.0,2619.0,673.0,75.0,898.0,4415.0,46.0
10.0,2836.0,1168.0,83.0,417.0,4514.0,45.0
72.0,1770.0,1388.0,191.0,813.0,4234.0,49.0
756.0,235.0,137.0,0.0,24.0,1152.0,86.0
124.0,2430.0,1592.0,335.0,1173.0,5654.0,31.0
541.0,2061.0,837.0,64.0,708.0,4211.0,49.0
25.0,2414.0,583.0,0.0,916.0,3938.0,52.0
12.0,2505.0,835.0,84.0,835.0,4271.0,48.0
31.0,2297.0,574.0,82.0,1395.0,4379.0,47.0
36.0,3743.0,915.0,0.0,749.0,5443.0,34.0
39.0,2804.0,1052.0,0.0,911.0,4806.0,42.0
187.0,1963.0,528.0,151.0,528.0,3357.0,59.0
527.0,1690.0,682.0,0.0,390.0,3289.0,60.0
10.0,2898.0,1159.0,331.0,1076.0,5474.0,33.0
41.0,3370.0,1525.0,80.0,883.0,5899.0,28.0
40.0,2271.0,757.0,168.0,1430.0,4666.0,43.0
88.0,2757.0,568.0,81.0,811.0,4305.0,48.0
2.0,3578.0,1165.0,0.0,915.0,5660.0,31.0
40.0,2735.0,885.0,0.0,1207.0,4867.0,41.0
51.0,3114.0,1599.0,0.0,673.0,5437.0,34.0
84.0,3180.0,921.0,0.0,753.0,4938.0,40.0
109.0,599.0,200.0,50.0,50.0,1008.0,88.0
1192.0,542.0,304.0,19.0,67.0,2124.0,74.0
480.0,1033.0,207.0,0.0,89.0,1809.0,78.0
876.0,713.0,327.0,0.0,0.0,1916.0,77.0
57.0,3420.0,1501.0,83.0,667.0,5728.0,30.0
88.0,1825.0,746.0,83.0,912.0,3654.0,56.0
126.0,1118.0,712.0,51.0,254.0,2261.0,73.0
146.0,1693.0,302.0,60.0,181.0,2382.0,71.0
156.0,77.0,53.0,6.0,24.0,316.0,96.0
44.0,1392.0,1127.0,133.0,464.0,3160.0,62.0
461.0,1284.0,676.0,68.0,338.0,2827.0,66.0
55.0,2162.0,998.0,166.0,998.0,4379.0,47.0
101.0,3158.0,1579.0,332.0,1080.0,6250.0,24.0
65.0,2648.0,1324.0,0.0,662.0,4699.0,43.0
64.0,3039.0,657.0,164.0,1232.0,5156.0,37.0
23.0,540.0,0.0,0.0,309.0,872.0,89.0
66.0,170.0,0.0,0.0,339.0,575.0,93.0
72.0,355.0,355.0,89.0,266.0,1137.0,86.0
424.0,183.0,79.0,0.0,52.0,738.0,91.0
158.0,0.0,0.0,0.0,92.0,250.0,97.0
2.0,215.0,0.0,0.0,287.0,504.0,94.0
695.0,51.0,72.0,0.0,10.0,828.0,90.0
786.0,71.0,40.0,0.0,30.0,927.0,89.0
16.0,483.0,0.0,0.0,276.0,775.0,91.0
8.0,579.0,165.0,0.0,165.0,917.0,89.0
147.0,12.0,18.0,0.0,12.0,189.0,98.0
357.0,18.0,18.0,0.0,42.0,435.0,95.0
260.0,50.0,25.0,0.0,75.0,410.0,95.0
393.0,234.0,47.0,0.0,94.0,768.0,91.0
317.0,161.0,226.0,0.0,32.0,736.0,91.0
64.0,169.0,0.0,0.0,56.0,289.0,96.0
793.0,52.0,21.0,0.0,73.0,939.0,89.0
869.0,49.0,10.0,0.0,39.0,967.0,88.0
236.0,1119.0,512.0,0.0,192.0,2059.0,75.0
312.0,1401.0,305.0,18.0,359.0,2395.0,71.0
204.0,960.0,256.0,32.0,288.0,1740.0,79.0
79.0,791.0,190.0,0.0,127.0,1187.0,86.0
694.0,432.0,33.0,0.0,66.0,1225.0,85.0
574.0,590.0,443.0,37.0,627.0,2271.0,72.0
190.0,984.0,349.0,63.0,317.0,1903.0,77.0
236.0,1045.0,302.0,82.0,220.0,1885.0,77.0
162.0,484.0,194.0,0.0,226.0,1066.0,87.0
175.0,1172.0,317.0,32.0,222.0,1918.0,77.0
227.0,992.0,352.0,128.0,352.0,2051.0,75.0
208.0,829.0,255.0,0.0,319.0,1611.0,80.0
191.0,646.0,226.0,0.0,162.0,1225.0,85.0
541.0,662.0,189.0,0.0,32.0,1424.0,83.0
153.0,1513.0,345.0,80.0,398.0,2489.0,70.0
372.0,790.0,376.0,0.0,226.0,1764.0,79.0
339.0,590.0,309.0,19.0,203.0,1460.0,82.0
226.0,290.0,0.0,0.0,106.0,622.0,92.0
139.0,1351.0,589.0,104.0,346.0,2529.0,69.0
395.0,1012.0,240.0,53.0,186.0,1886.0,77.0
15.0,857.0,151.0,0.0,202.0,1225.0,85.0
140.0,955.0,92.0,0.0,154.0,1341.0,84.0
173.0,649.0,162.0,0.0,162.0,1146.0,86.0
519.0,881.0,220.0,0.0,126.0,1746.0,79.0
339.0,1119.0,179.0,0.0,179.0,1816.0,78.0
66.0,1738.0,155.0,62.0,248.0,2269.0,72.0
773.0,261.0,81.0,0.0,12.0,1127.0,86.0
428.0,582.0,194.0,0.0,48.0,1252.0,85.0
398.0,253.0,28.0,0.0,84.0,763.0,91.0
857.0,309.0,258.0,0.0,86.0,1510.0,82.0
1429.0,128.0,54.0,4.0,12.0,1627.0,80.0
45.0,1336.0,507.0,46.0,415.0,2349.0,71.0
166.0,719.0,294.0,33.0,229.0,1441.0,82.0
177.0,1351.0,400.0,50.0,100.0,2078.0,75.0
27.0,1622.0,423.0,0.0,564.0,2636.0,68.0
146.0,1487.0,651.0,93.0,279.0,2656.0,68.0
263.0,1027.0,696.0,0.0,199.0,2185.0,73.0
128.0,1016.0,222.0,63.0,159.0,1588.0,81.0
550.0,514.0,193.0,32.0,129.0,1418.0,83.0
225.0,799.0,154.0,0.0,92.0,1270.0,85.0
2711.0,254.0,88.0,6.0,22.0,3081.0,63.0
487.0,319.0,110.0,0.0,0.0,916.0,89.0
2336.0,973.0,308.0,50.0,108.0,3775.0,54.0
241.0,1120.0,640.0,64.0,256.0,2321.0,72.0
176.0,1311.0,238.0,30.0,238.0,1993.0,76.0
160.0,399.0,92.0,31.0,215.0,897.0,89.0
122.0,1110.0,127.0,32.0,127.0,1518.0,82.0
315.0,1087.0,262.0,0.0,262.0,1926.0,77.0
193.0,1101.0,298.0,30.0,327.0,1949.0,76.0
276.0,581.0,232.0,29.0,203.0,1321.0,84.0
116.0,1632.0,607.0,114.0,531.0,3000.0,64.0
172.0,1109.0,370.0,62.0,339.0,2052.0,75.0
242.0,1557.0,696.0,66.0,298.0,2859.0,65.0
146.0,1447.0,505.0,67.0,471.0,2636.0,68.0
198.0,1110.0,539.0,63.0,317.0,2227.0,73.0
121.0,1460.0,349.0,32.0,190.0,2152.0,74.0
2.0,1592.0,325.0,32.0,520.0,2471.0,70.0
441.0,482.0,225.0,0.0,161.0,1309.0,84.0
989.0,1009.0,359.0,157.0,291.0,2805.0,66.0
280.0,727.0,364.0,0.0,162.0,1533.0,81.0
1224.0,421.0,77.0,0.0,26.0,1748.0,79.0
1154.0,893.0,298.0,31.0,204.0,2580.0,69.0
42.0,878.0,153.0,76.0,76.0,1225.0,85.0
444.0,1139.0,222.0,32.0,190.0,2027.0,75.0
440.0,1008.0,252.0,31.0,189.0,1920.0,77.0
540.0,566.0,113.0,0.0,113.0,1332.0,84.0
366.0,1067.0,123.0,0.0,246.0,1802.0,78.0
69.0,1573.0,562.0,37.0,187.0,2428.0,70.0
79.0,418.0,11.0,0.0,77.0,585.0,93.0
336.0,570.0,0.0,0.0,34.0,940.0,89.0
259.0,1249.0,384.0,0.0,352.0,2244.0,73.0
224.0,1170.0,316.0,32.0,253.0,1995.0,76.0
26.0,1034.0,886.0,222.0,295.0,2463.0,70.0
114.0,1267.0,253.0,32.0,63.0,1729.0,79.0
238.0,1437.0,607.0,64.0,160.0,2506.0,70.0
2.0,920.0,167.0,0.0,335.0,1424.0,83.0
2660.0,270.0,243.0,9.0,126.0,3308.0,60.0
205.0,671.0,84.0,0.0,671.0,1631.0,80.0
61.0,784.0,261.0,87.0,348.0,1541.0,81.0
157.0,1482.0,156.0,78.0,390.0,2263.0,73.0
55.0,339.0,170.0,85.0,593.0,1242.0,85.0
111.0,1759.0,0.0,98.0,293.0,2261.0,73.0
94.0,1089.0,204.0,0.0,681.0,2068.0,75.0
9.0,1585.0,0.0,0.0,495.0,2089.0,75.0
124.0,776.0,97.0,0.0,679.0,1676.0,80.0
54.0,1223.0,94.0,0.0,376.0,1747.0,79.0
34.0,1039.0,0.0,94.0,189.0,1356.0,84.0
20.0,984.0,0.0,0.0,295.0,1299.0,84.0
81.0,587.0,147.0,0.0,294.0,1109.0,87.0
27.0,859.0,0.0,0.0,286.0,1172.0,86.0
182.0,683.0,0.0,0.0,488.0,1353.0,84.0
41.0,1677.0,99.0,0.0,395.0,2212.0,73.0
85.0,1150.0,192.0,0.0,862.0,2289.0,72.0
290.0,334.0,83.0,0.0,209.0,916.0,89.0
402.0,763.0,85.0,0.0,254.0,1504.0,82.0
41.0,694.0,198.0,0.0,595.0,1528.0,81.0
82.0,1025.0,186.0,93.0,652.0,2038.0,75.0
35.0,1077.0,98.0,0.0,294.0,1504.0,82.0
99.0,675.0,193.0,96.0,579.0,1642.0,80.0
37.0,1085.0,296.0,0.0,493.0,1911.0,77.0
2.0,1213.0,260.0,0.0,87.0,1562.0,81.0
148.0,1303.0,81.0,81.0,489.0,2102.0,74.0
85.0,1585.0,198.0,0.0,594.0,2462.0,70.0
12.0,1748.0,389.0,97.0,777.0,3023.0,63.0
104.0,848.0,0.0,0.0,565.0,1517.0,82.0
97.0,1280.0,213.0,71.0,213.0,1874.0,77.0
108.0,1011.0,78.0,0.0,622.0,1819.0,78.0
50.0,456.0,137.0,0.0,182.0,825.0,90.0
25.0,573.0,64.0,0.0,191.0,853.0,90.0
64.0,997.0,199.0,199.0,698.0,2157.0,74.0
59.0,1190.0,0.0,99.0,496.0,1844.0,78.0
30.0,1251.0,96.0,0.0,385.0,1762.0,79.0
43.0,1122.0,0.0,0.0,481.0,1646.0,80.0
50.0,998.0,0.0,0.0,698.0,1746.0,79.0
44.0,696.0,99.0,99.0,99.0,1037.0,87.0
23.0,599.0,100.0,0.0,798.0,1520.0,82.0
252.0,1097.0,366.0,0.0,439.0,2154.0,74.0
425.0,625.0,0.0,39.0,156.0,1245.0,85.0
403.0,532.0,114.0,38.0,228.0,1315.0,84.0
12.0,1354.0,90.0,0.0,542.0,1998.0,76.0
146.0,884.0,98.0,196.0,295.0,1619.0,80.0
19.0,889.0,0.0,0.0,296.0,1204.0,85.0
33.0,721.0,80.0,0.0,882.0,1716.0,79.0
17.0,653.0,93.0,0.0,467.0,1230.0,85.0
108.0,1080.0,687.0,0.0,491.0,2366.0,71.0
147.0,686.0,98.0,0.0,588.0,1519.0,82.0
32.0,1093.0,156.0,156.0,625.0,2062.0,75.0
251.0,595.0,219.0,63.0,407.0,1535.0,81.0
120.0,39.0,78.0,0.0,39.0,276.0,97.0
3507.0,115.0,115.0,7.0,81.0,3825.0,54.0
3002.0,116.0,40.0,7.0,46.0,3211.0,61.0
42.0,699.0,349.0,175.0,873.0,2138.0,74.0
35.0,658.0,0.0,0.0,188.0,881.0,89.0
194.0,773.0,206.0,0.0,412.0,1585.0,81.0
110.0,528.0,264.0,0.0,423.0,1325.0,84.0
1787.0,86.0,19.0,5.0,19.0,1916.0,77.0
761.0,258.0,61.0,15.0,76.0,1171.0,86.0
485.0,297.0,91.0,0.0,229.0,1102.0,87.0
308.0,290.0,129.0,32.0,161.0,920.0,89.0
264.0,492.0,138.0,20.0,177.0,1091.0,87.0
130.0,1291.0,152.0,76.0,380.0,2029.0,75.0
60.0,392.0,196.0,0.0,392.0,1040.0,87.0
40.0,1898.0,300.0,0.0,100.0,2338.0,72.0
689.0,1403.0,667.0,115.0,529.0,3403.0,59.0
446.0,1663.0,360.0,137.0,658.0,3264.0,60.0
244.0,655.0,101.0,101.0,252.0,1353.0,84.0
694.0,971.0,324.0,67.0,324.0,2380.0,71.0
29.0,795.0,361.0,145.0,361.0,1691.0,79.0
100.0,1359.0,340.0,0.0,226.0,2025.0,75.0
806.0,1152.0,420.0,171.0,467.0,3016.0,63.0
1089.0,551.0,309.0,66.0,176.0,2191.0,73.0
283.0,1897.0,529.0,218.0,529.0,3456.0,58.0
236.0,1346.0,412.0,137.0,824.0,2955.0,64.0
706.0,1534.0,572.0,252.0,675.0,3739.0,55.0
278.0,1947.0,727.0,247.0,782.0,3981.0,52.0
230.0,1825.0,614.0,226.0,840.0,3735.0,55.0
329.0,1615.0,462.0,87.0,519.0,3012.0,63.0
59.0,1611.0,210.0,140.0,701.0,2721.0,67.0
429.0,1666.0,629.0,157.0,660.0,3541.0,57.0
442.0,1772.0,591.0,249.0,622.0,3676.0,55.0
661.0,1344.0,461.0,163.0,528.0,3157.0,62.0
117.0,441.0,177.0,59.0,118.0,912.0,89.0
276.0,1520.0,456.0,61.0,790.0,3103.0,62.0
180.0,1682.0,513.0,114.0,713.0,3202.0,61.0
410.0,1330.0,472.0,129.0,472.0,2813.0,66.0
108.0,1587.0,405.0,218.0,467.0,2785.0,66.0
203.0,1158.0,472.0,43.0,515.0,2391.0,71.0
85.0,1633.0,458.0,159.0,538.0,2873.0,65.0
339.0,1464.0,452.0,133.0,386.0,2774.0,66.0
271.0,1482.0,519.0,136.0,753.0,3161.0,62.0
451.0,1904.0,600.0,145.0,621.0,3721.0,55.0
419.0,757.0,226.0,0.0,177.0,1579.0,81.0
622.0,1676.0,366.0,106.0,614.0,3384.0,59.0
372.0,2077.0,702.0,239.0,618.0,4008.0,51.0
172.0,1735.0,1135.0,200.0,534.0,3776.0,54.0
179.0,1504.0,342.0,205.0,444.0,2674.0,68.0
16.0,2257.0,370.0,74.0,518.0,3235.0,61.0
673.0,1046.0,358.0,124.0,440.0,2641.0,68.0
965.0,352.0,264.0,0.0,176.0,1757.0,79.0
904.0,1148.0,396.0,198.0,553.0,3199.0,61.0
441.0,1716.0,519.0,87.0,418.0,3181.0,61.0
370.0,1412.0,371.0,149.0,371.0,2673.0,68.0
101.0,1638.0,358.0,102.0,614.0,2813.0,66.0
501.0,1530.0,457.0,137.0,571.0,3196.0,61.0
572.0,1727.0,491.0,164.0,445.0,3399.0,59.0
610.0,2000.0,598.0,189.0,646.0,4043.0,51.0
452.0,1495.0,524.0,100.0,658.0,3229.0,61.0
376.0,1519.0,413.0,165.0,627.0,3100.0,62.0
65.0,1918.0,438.0,164.0,438.0,3023.0,63.0
289.0,1853.0,622.0,183.0,744.0,3691.0,55.0
94.0,1707.0,286.0,115.0,676.0,2878.0,65.0
419.0,1386.0,360.0,116.0,444.0,2725.0,67.0
20.0,318.0,0.0,0.0,79.0,417.0,95.0
591.0,1778.0,547.0,137.0,658.0,3711.0,55.0
158.0,1578.0,113.0,0.0,732.0,2581.0,69.0
182.0,1202.0,370.0,46.0,92.0,1892.0,77.0
330.0,1516.0,382.0,93.0,555.0,2876.0,65.0
24.0,154.0,154.0,0.0,103.0,435.0,95.0
979.0,347.0,185.0,31.0,108.0,1650.0,80.0
570.0,1798.0,786.0,200.0,749.0,4103.0,50.0
100.0,1355.0,602.0,301.0,527.0,2885.0,65.0
518.0,1463.0,561.0,98.0,642.0,3282.0,60.0
3.0,532.0,118.0,0.0,148.0,801.0,90.0
400.0,497.0,249.0,71.0,142.0,1359.0,83.0
38.0,1296.0,762.0,229.0,152.0,2477.0,70.0
225.0,1249.0,409.0,114.0,227.0,2224.0,73.0
43.0,472.0,196.0,39.0,196.0,946.0,89.0
270.0,824.0,309.0,0.0,206.0,1609.0,80.0
23.0,922.0,231.0,77.0,461.0,1714.0,79.0
11.0,918.0,459.0,92.0,367.0,1847.0,78.0
165.0,1245.0,427.0,142.0,391.0,2370.0,71.0
390.0,616.0,197.0,49.0,246.0,1498.0,82.0
551.0,483.0,230.0,46.0,115.0,1425.0,83.0
115.0,368.0,147.0,147.0,368.0,1145.0,86.0
151.0,603.0,302.0,0.0,216.0,1272.0,85.0
177.0,782.0,434.0,130.0,304.0,1827.0,78.0
122.0,357.0,268.0,0.0,178.0,925.0,89.0
20.0,1121.0,311.0,125.0,623.0,2200.0,73.0
94.0,720.0,169.0,0.0,296.0,1279.0,84.0
72.0,539.0,269.0,38.0,231.0,1149.0,86.0
12.0,938.0,125.0,125.0,438.0,1638.0,80.0
11.0,1351.0,193.0,97.0,579.0,2231.0,73.0
105.0,827.0,243.0,49.0,438.0,1662.0,80.0
73.0,536.0,89.0,30.0,208.0,936.0,89.0
128.0,863.0,691.0,288.0,633.0,2603.0,68.0
192.0,364.0,145.0,0.0,218.0,919.0,89.0
56.0,466.0,93.0,0.0,279.0,894.0,89.0
52.0,290.0,145.0,29.0,116.0,632.0,92.0
371.0,478.0,171.0,34.0,102.0,1156.0,86.0
419.0,364.0,61.0,0.0,242.0,1086.0,87.0
138.0,492.0,454.0,38.0,303.0,1425.0,83.0
50.0,587.0,84.0,84.0,503.0,1308.0,84.0
47.0,1094.0,431.0,99.0,464.0,2135.0,74.0
265.0,367.0,122.0,41.0,122.0,917.0,89.0
160.0,518.0,475.0,86.0,345.0,1584.0,81.0
37.0,686.0,187.0,62.0,249.0,1221.0,85.0
159.0,417.0,243.0,0.0,69.0,888.0,89.0
287.0,471.0,157.0,52.0,26.0,993.0,88.0
413.0,756.0,133.0,133.0,267.0,1702.0,79.0
215.0,524.0,218.0,0.0,175.0,1132.0,86.0
113.0,630.0,126.0,84.0,294.0,1247.0,85.0
144.0,598.0,57.0,85.0,142.0,1026.0,88.0
3.0,377.0,269.0,54.0,0.0,703.0,91.0
85.0,407.0,58.0,58.0,174.0,782.0,90.0
127.0,384.0,77.0,115.0,230.0,933.0,89.0
89.0,191.0,96.0,96.0,287.0,759.0,91.0
118.0,974.0,100.0,0.0,250.0,1442.0,82.0
163.0,590.0,454.0,136.0,272.0,1615.0,80.0
88.0,557.0,348.0,70.0,279.0,1342.0,84.0
27.0,941.0,282.0,0.0,188.0,1438.0,83.0
101.0,605.0,141.0,20.0,161.0,1028.0,88.0
225.0,753.0,465.0,66.0,266.0,1775.0,78.0
23.0,942.0,171.0,86.0,343.0,1565.0,81.0
2.0,1810.0,181.0,0.0,271.0,2264.0,72.0
96.0,578.0,151.0,25.0,75.0,925.0,89.0
360.0,389.0,181.0,26.0,181.0,1137.0,86.0
260.0,679.0,207.0,0.0,118.0,1264.0,85.0
166.0,756.0,605.0,76.0,302.0,1905.0,77.0
78.0,515.0,193.0,64.0,129.0,979.0,88.0
16.0,1593.0,919.0,184.0,490.0,3202.0,61.0
103.0,1129.0,264.0,120.0,529.0,2145.0,74.0
382.0,1232.0,308.0,62.0,369.0,2353.0,71.0
674.0,283.0,235.0,94.0,188.0,1474.0,82.0
39.0,810.0,333.0,143.0,191.0,1516.0,82.0
618.0,274.0,34.0,34.0,206.0,1166.0,86.0
187.0,281.0,128.0,0.0,51.0,647.0,92.0
115.0,890.0,205.0,68.0,342.0,1620.0,80.0
410.0,165.0,41.0,0.0,27.0,643.0,92.0
65.0,869.0,186.0,31.0,155.0,1306.0,84.0
122.0,1450.0,763.0,115.0,649.0,3099.0,62.0
32.0,493.0,110.0,0.0,164.0,799.0,90.0
6.0,845.0,94.0,0.0,469.0,1414.0,83.0
311.0,518.0,555.0,37.0,222.0,1643.0,80.0
80.0,80.0,80.0,20.0,20.0,280.0,97.0
661.0,520.0,139.0,0.0,69.0,1389.0,83.0
555.0,377.0,188.0,54.0,242.0,1416.0,83.0
152.0,100.0,0.0,0.0,0.0,252.0,97.0
300.0,206.0,247.0,82.0,536.0,1371.0,83.0
299.0,539.0,377.0,54.0,1940.0,3209.0,61.0
63.0,864.0,384.0,96.0,288.0,1695.0,79.0
87.0,787.0,197.0,0.0,197.0,1268.0,85.0
648.0,84.0,70.0,14.0,56.0,872.0,89.0
1464.0,145.0,72.0,12.0,60.0,1753.0,79.0
91.0,53.0,26.0,0.0,53.0,223.0,97.0
118.0,413.0,649.0,118.0,354.0,1652.0,80.0
126.0,166.0,47.0,0.0,24.0,363.0,96.0
188.0,261.0,109.0,22.0,87.0,667.0,92.0
281.0,1093.0,383.0,55.0,164.0,1976.0,76.0
56.0,217.0,138.0,39.0,197.0,647.0,92.0
432.0,439.0,115.0,23.0,23.0,1032.0,87.0
368.0,60.0,43.0,4.0,25.0,500.0,94.0
4051.0,167.0,38.0,8.0,11.0,4275.0,48.0
102.0,528.0,387.0,70.0,211.0,1298.0,84.0
247.0,1627.0,337.0,0.0,393.0,2604.0,68.0
934.0,27.0,16.0,0.0,0.0,977.0,88.0
633.0,129.0,25.0,5.0,22.0,814.0,90.0
190.0,450.0,135.0,0.0,180.0,955.0,88.0
193.0,692.0,346.0,0.0,198.0,1429.0,83.0
68.0,46.0,92.0,0.0,3143.0,3349.0,59.0
271.0,1084.0,350.0,35.0,175.0,1915.0,77.0
171.0,142.0,236.0,0.0,0.0,549.0,93.0
340.0,907.0,742.0,41.0,371.0,2401.0,71.0
323.0,728.0,789.0,61.0,243.0,2144.0,74.0
114.0,248.0,68.0,34.0,158.0,622.0,92.0
147.0,149.0,74.0,11.0,74.0,455.0,94.0
371.0,486.0,243.0,49.0,0.0,1149.0,86.0
274.0,641.0,1054.0,137.0,504.0,2610.0,68.0
87.0,502.0,137.0,0.0,137.0,863.0,90.0
165.0,721.0,505.0,144.0,289.0,1824.0,78.0
147.0,489.0,306.0,61.0,122.0,1125.0,86.0
234.0,717.0,224.0,134.0,224.0,1533.0,81.0
195.0,333.0,380.0,48.0,238.0,1194.0,85.0
596.0,97.0,290.0,0.0,145.0,1128.0,86.0
216.0,1059.0,1059.0,0.0,326.0,2660.0,68.0
251.0,889.0,647.0,0.0,566.0,2353.0,71.0
245.0,542.0,197.0,0.0,49.0,1033.0,87.0
216.0,1029.0,494.0,82.0,247.0,2068.0,75.0
135.0,767.0,426.0,43.0,170.0,1541.0,81.0
160.0,1034.0,842.0,0.0,153.0,2189.0,73.0
297.0,555.0,555.0,0.0,231.0,1638.0,80.0
326.0,462.0,462.0,92.0,370.0,1712.0,79.0
147.0,543.0,316.0,45.0,316.0,1367.0,83.0
72.0,907.0,374.0,53.0,534.0,1940.0,76.0
245.0,335.0,383.0,0.0,144.0,1107.0,87.0
158.0,974.0,487.0,243.0,390.0,2252.0,73.0
41.0,145.0,241.0,48.0,97.0,572.0,93.0
36.0,849.0,759.0,179.0,268.0,2091.0,75.0
67.0,189.0,0.0,0.0,47.0,303.0,96.0
273.0,400.0,178.0,0.0,44.0,895.0,89.0
76.0,194.0,145.0,0.0,0.0,415.0,95.0
601.0,1130.0,565.0,94.0,141.0,2531.0,69.0
99.0,1709.0,926.0,142.0,498.0,3374.0,59.0
20.0,783.0,87.0,0.0,261.0,1151.0,86.0
97.0,289.0,289.0,0.0,48.0,723.0,91.0
152.0,294.0,442.0,49.0,196.0,1133.0,86.0
79.0,378.0,189.0,0.0,47.0,693.0,92.0
309.0,1248.0,707.0,125.0,458.0,2847.0,65.0
204.0,96.0,287.0,48.0,191.0,826.0,90.0
465.0,1453.0,908.0,145.0,218.0,3189.0,61.0
36.0,291.0,243.0,0.0,49.0,619.0,92.0
55.0,1187.0,396.0,66.0,429.0,2133.0,74.0
201.0,377.0,471.0,47.0,141.0,1237.0,85.0
74.0,1028.0,1080.0,154.0,514.0,2850.0,65.0
382.0,335.0,335.0,0.0,144.0,1196.0,85.0
313.0,931.0,784.0,196.0,539.0,2763.0,66.0
158.0,337.0,144.0,0.0,144.0,783.0,90.0
421.0,1059.0,691.0,92.0,138.0,2401.0,71.0
2.0,1401.0,495.0,330.0,989.0,3217.0,61.0
