user,trip,overspeed,accel,decel,stop,start,distance
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,20.8895328,13,1,0,2,30111.63
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,15.5666946,16,12,1,17,27104.797
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,5.9947164,31,11,2,10,31502.74
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,8.5844972,38,11,3,8,36367.773
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,5.030253,15,6,0,7,30983.158
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,5.52188659,37,10,1,7,31581.43
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,7.08651324,31,11,4,11,31264.97
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,6.539973936,26,8,0,10,31376.818
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,5.9227237,20,7,0,5,30945.613
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,17.13660811,21,6,0,1,31701.72
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,5.75999082,57,13,3,15,37664.164
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,9.88626654,21,10,0,6,26589.342
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,35.0500519,61,32,2,21,103466.94
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,8.56847424,11,0,0,4,37877.79
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,4.01019165,39,17,3,10,28873.998
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,14.84420352,38,9,2,7,37562.832
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,0.301724,17,3,0,4,19837.176
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,4.54057764,31,3,0,5,32452.281
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,5.34750012,20,5,0,5,30827.473
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,16.4907762,28,7,0,4,31783.7
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,7.57072646,25,4,0,4,22334.457
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,2.12374283,56,5,2,8,32215.217
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,124.4624816,42,13,0,2,161111.3
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,17.6358432,24,8,0,2,41247.492
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,14.1525771,9,1,0,3,35540.387
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,49.83279334,18,15,0,5,58173.49
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,368.0711819,33,14,1,3,257566.34
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,0.9700564,29,11,1,9,21711.441
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,5.0800582,22,9,1,7,30577.746
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,3.534004194,27,8,1,2,19981.697
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,0.38372216,23,6,0,8,14183.592
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,4.70185881,48,21,3,9,32270.34
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,7.9426659,31,21,0,6,30179.48
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,4.02933104,32,7,2,5,31506.86
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,17.09323644,16,6,1,4,31105.959
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,7.31077641,26,5,0,3,32545.459
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,490.3177502,46,16,1,4,180843.62
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,39.65632175,26,9,0,0,81483.77
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,280.7376224,117,37,6,13,120186.36
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,7.54336338,35,20,2,8,31246.605
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,5.90020258,44,8,1,8,33557.95
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,5.2024148,13,3,1,7,32572.318
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,3.84598575,35,4,1,4,31545.666
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,8.39127081,29,7,0,7,26668.043
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,6.4713994,37,10,1,11,33605.29
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,9.49505616,20,8,1,7,34429.977
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,3.04380945,43,16,3,14,26350.281
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,5.59125868,36,12,2,11,32473.305
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,7.2892494,47,21,2,9,30183.182
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,4.3491814,43,15,2,14,29716.32
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,6.2582832,35,17,2,10,31529.596
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,3.82192695,46,11,1,6,31496.477
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,0.0586648,49,10,1,16,30770.068
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,13.72737352,15,7,0,5,31138.303
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,44.14625088,45,16,7,13,44619.96
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,6.92898813,18,9,0,4,24754.408
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,95.9564238,33,6,0,2,78382.42
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,73.69670592,57,19,2,13,63860.234
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,1.11116112,23,4,2,2,26207.879
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,14.04074506,36,7,1,6,31601.836
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,13.95662376,32,8,1,6,31752.967
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,14.3083254,15,3,0,3,26516.232
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,8.91156474,26,3,0,6,24363.262
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,1.85480964,42,15,1,5,26707.715
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,7.1573408,38,1,0,7,90821.07
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,10.02198056,17,0,0,1,29802.441
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,8.0979957,39,12,0,11,31229.64
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,7.07936922,37,10,1,8,31619.803
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,0.35520845,14,12,3,4,13536.858
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,3.60886944,40,8,1,2,31575.803
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1.60E+12,7.46538606,45,19,2,5,31306.479
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.0295282,11,2,0,4,11952.627
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,295.5162179,30,27,1,14,111100.7
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,2.446756317,8,1,0,8,11920.542
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.6956269,9,3,1,4,11486.127
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,2.01723008,19,2,1,5,12822.222
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.652612624,4,2,1,7,11797.343
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,1.13865378,18,0,1,3,10235
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,1.37866812,16,3,0,10,14693.221
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.09550072,16,0,0,5,10091.954
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,1.27499608,8,1,0,7,10312.491
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.57312668,13,1,0,4,10628.027
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.36129249,11,0,1,2,10588.329
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.20183418,10,0,0,3,10166.694
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,1.10005764,8,2,0,4,13626.637
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.2783466,9,0,0,3,10473.049
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,1.867833096,7,0,0,5,10249.851
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.42058352,17,1,0,4,10135.254
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.88264155,12,2,0,9,10438.607
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,6.94801976,8,2,0,5,23969.947
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,9.48397875,18,2,0,6,23599.592
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.418446,7,2,0,6,10091.948
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.87750144,11,2,1,7,10730.45
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.35447209,11,1,0,3,10215.704
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,1.02450033,7,2,1,6,10369.188
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.37016418,11,3,0,5,10138.203
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.02776357,14,3,0,1,11542.35
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,1.8215505,16,1,1,6,12278.16
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.86032079,16,2,0,6,10096.795
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.12044616,18,4,1,8,10294.591
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,1.10648699,9,0,0,6,10614.57
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,1.364332696,18,3,1,3,14060.121
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,1.3947444,13,1,0,8,12861.939
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,1.09458996,10,3,0,4,21947.209
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.39877656,9,1,0,3,15695.255
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.6408345,10,2,2,7,10030.958
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.59117845,12,0,1,5,10083.769
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.31408464,13,1,0,4,10392.628
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.54133158,14,0,0,6,12481.224
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.50566648,10,0,0,7,10024.439
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.44483252,7,1,1,1,10055.81
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.23033442,6,1,0,8,10020.274
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,3.45022398,15,5,0,6,13668.427
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,10.88079718,16,0,1,4,25592.516
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,10.5989074,14,3,1,6,26314.531
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.13158345,15,1,0,6,11079.575
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,1.485889472,9,1,2,3,10178.737
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.189889,9,0,0,3,10120.559
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.4147921,9,1,0,11,12475.812
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.17770985,7,1,0,5,10717.592
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,1.09800603,11,7,0,5,10183.339
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,1.4978479,7,1,0,6,10197.906
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.41058546,14,2,2,8,12803.648
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,8.00267868,19,7,2,13,31935.2
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,3.07534656,1,2,0,1,25529.54
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,517.4348284,17,17,1,12,147556.33
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,905.8459548,35,12,2,14,301738.53
3FHmOXihz2TVvTbIFQKQVuSJnhk2,1.60E+12,0.4756951,8,4,2,10,11451.375
