user,trip,accel,decel,stop,start,distance
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1598565661126,21,6,0,2,38815.51
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1598607564154,10,6,4,6,21680.646
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1598616453093,14,9,0,3,54189.77
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1599514912351,17,6,1,4,75663.64
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1599559473612,25,13,1,3,70012.586
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1599602318641,20,11,0,3,75582.04
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1599645075976,21,8,1,5,70117.23
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1599688360538,35,15,3,6,75498.336
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1599730919015,12,7,4,2,42381.605
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1599775189891,25,11,1,2,75488.02
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1599817107911,17,4,3,3,21003.703
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1599825898517,12,3,0,2,53574.016
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1600638304540,50,10,3,5,75351.9
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1600694361489,26,12,2,2,70449.76
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1600723436540,29,3,0,3,75653.06
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1600766824374,33,24,3,3,69720.85
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1600811193640,34,9,1,1,75509.51
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1600859245788,29,9,2,8,71926.42
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1600898301716,40,8,1,4,75491.13
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1600940204799,25,14,1,5,54975.043
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1600949890370,15,3,2,4,47916.625
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1601243225619,38,9,3,5,75382.18
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1601291798791,30,8,1,1,70085.08
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1601329507945,22,3,0,1,75658.14
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1601373402503,21,6,2,3,70331.61
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1601420271417,17,4,1,2,54302.83
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1601433171126,51,27,1,2,30712.719
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1601442142272,16,15,3,6,26219.363
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1601521035746,20,8,1,2,18648.104
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1601529385583,10,12,0,6,15955.524
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1601548281123,21,5,0,4,47683.953
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1601613074885,17,10,0,8,34144.008
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1601617889508,16,3,1,1,32933.695
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1601846792836,25,9,1,1,75525.85
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1601903883966,19,8,2,6,70553.94
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1601934304419,35,11,3,4,75563.13
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1601983007577,10,3,1,2,67847.93
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602020570395,43,12,1,6,75592.16
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602066171608,28,15,3,3,70219.27
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602107178760,27,12,3,5,75531.59
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602148214223,90,28,9,12,85711.26
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602302200076,6,2,0,0,11165.836
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602304822148,14,9,1,3,16867.904
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602312736198,37,11,2,6,26529.639
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602453313400,62,20,3,10,72349.52
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602500364989,18,4,0,4,70119.484
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602539538087,24,16,1,3,75487.8
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602568488289,25,12,2,2,54534.715
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602586796878,21,15,0,2,64785.973
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602626302254,28,16,2,5,75490.97
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602673240924,16,9,1,3,67654.34
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602712728448,40,14,1,5,75553.234
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602759199806,22,11,0,1,72229.58
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602799248532,26,12,3,5,75545.54
AbZ8JbBcQpTfqbqAVKnrWzdgLwi1,1602845807449,21,9,1,2,69446.88
anbJ6oizPGWZTYHo7DuKlnXi2A92,1598490243041,5,2,1,2,11587.156
anbJ6oizPGWZTYHo7DuKlnXi2A92,1598493512652,7,0,1,2,44824.62
anbJ6oizPGWZTYHo7DuKlnXi2A92,1598516436104,13,8,1,5,42786.88
anbJ6oizPGWZTYHo7DuKlnXi2A92,1598578966466,2,8,2,8,12253.868
anbJ6oizPGWZTYHo7DuKlnXi2A92,1598583263977,62,35,13,34,137515.95
anbJ6oizPGWZTYHo7DuKlnXi2A92,1598623086218,14,5,2,5,38221.223
anbJ6oizPGWZTYHo7DuKlnXi2A92,1598705860058,9,1,0,0,37874.656
anbJ6oizPGWZTYHo7DuKlnXi2A92,1598753093520,11,3,2,1,33402.83
anbJ6oizPGWZTYHo7DuKlnXi2A92,1598792390957,4,3,0,4,38206.918
anbJ6oizPGWZTYHo7DuKlnXi2A92,1598836923109,16,6,3,13,17797.906
anbJ6oizPGWZTYHo7DuKlnXi2A92,1598841403033,8,4,2,4,20329.059
anbJ6oizPGWZTYHo7DuKlnXi2A92,1598847229852,8,4,1,3,29093.387
anbJ6oizPGWZTYHo7DuKlnXi2A92,1598855315650,6,3,4,11,68174.97
anbJ6oizPGWZTYHo7DuKlnXi2A92,1598862161436,4,1,1,2,10980.254
anbJ6oizPGWZTYHo7DuKlnXi2A92,1598931603717,20,6,2,18,74182.984
anbJ6oizPGWZTYHo7DuKlnXi2A92,1598968684053,9,9,4,7,38343.957
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599004140557,11,11,5,14,24714.836
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599012613071,6,6,0,2,25619.154
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599018651727,24,15,5,15,44562.727
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599055007221,9,5,1,4,38454.145
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599108986784,9,2,4,6,40959.164
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599141703866,7,4,0,3,35741.61
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599177371298,7,5,1,1,60888.36
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599181805133,25,14,6,11,63996.258
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599191863296,34,12,7,21,54182.953
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599228150088,24,13,3,2,37128.105
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599270955221,7,3,3,5,44057.1
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599310817075,9,7,0,7,37580.62
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599358373067,16,7,1,10,33433.74
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599397340791,9,4,4,6,36750.098
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599442423499,5,0,1,1,12279.4375
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599447985468,27,15,3,12,79998.016
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599460023991,16,6,4,8,30069.12
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599534682197,15,3,2,5,42978.562
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599572981472,21,19,3,9,42645.7
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599621742120,13,12,7,12,73566.49
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599659792864,14,9,3,6,38709.92
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599703284295,8,6,1,7,11914.453
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599713883972,14,15,9,16,42753.246
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599746189784,11,3,0,3,36144.56
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599794689625,32,7,6,13,77952.08
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599832491344,9,2,2,3,38312.426
anbJ6oizPGWZTYHo7DuKlnXi2A92,1599962328688,12,4,2,4,33360.324
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600002128933,6,5,3,5,35486.742
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600052983877,11,7,2,3,29970.195
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600058227671,39,25,7,23,99005.305
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600143587629,25,11,2,14,34855.12
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600178237507,17,15,1,5,38374.203
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600226936185,27,12,7,15,70139.125
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600237737756,10,6,1,5,18473.756
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600264625438,13,7,1,6,38260.93
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600317789191,12,7,3,4,28123.07
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600351159517,10,9,1,2,34178.617
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600391359930,5,2,1,1,12202.204
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600393630094,7,4,2,5,11114.714
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600398325938,17,9,4,10,90256.91
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600407849619,29,9,3,21,57168.965
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600437242917,12,11,4,8,37056.293
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600480869884,18,12,0,3,44101.98
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600514451253,19,5,2,5,23798.957
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600527004576,14,6,2,5,61170.066
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600567364965,12,8,4,5,40931.984
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600607748088,18,7,2,5,38728.01
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600648604099,13,10,5,5,10020.01
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600656858586,27,19,3,14,63157.508
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600667344210,3,5,2,5,50093.47
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600743118418,12,2,2,6,10777.914
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600748861051,8,5,2,4,11728.008
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600783327874,12,8,0,3,37878.15
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600824396909,3,3,2,5,13171.699
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600830760254,45,13,11,13,61034.38
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600921071792,17,1,1,2,47584.28
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600956036339,15,14,1,4,36461.562
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600995784724,4,1,2,5,11687.222
anbJ6oizPGWZTYHo7DuKlnXi2A92,1600998747382,7,3,1,4,14211.37
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601002448385,9,6,0,1,41106.363
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601008120517,59,14,8,20,64328.688
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601042223447,12,5,3,2,35417.27
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601084881120,14,11,2,7,40832.574
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601125291917,7,6,1,4,35792.2
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601172008382,9,3,0,3,40858.727
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601211467985,15,6,4,6,38768.887
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601258463434,6,4,2,10,14308.766
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601263134550,30,14,4,16,50954.062
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601273348457,23,6,0,3,51335.613
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601281452960,29,13,11,15,45013.38
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601351954842,19,6,3,5,43972.688
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601388508940,18,6,2,2,40610.945
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601431430720,11,6,1,1,44125.016
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601470848830,15,14,1,2,38394.85
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601690268433,4,2,2,4,44223.566
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601730412338,18,7,2,3,39119.414
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601769740460,9,6,1,7,41010.44
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601799327474,5,1,0,0,16527.06
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601813134258,14,12,0,9,30410.512
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601866083048,9,4,1,4,31789.697
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601870735571,34,21,4,17,77899.84
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601883064018,10,4,0,5,19112.139
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601947833543,4,0,1,1,11083.6045
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601951524773,5,4,1,2,51063.89
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601956403236,13,8,0,7,27879.518
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601961646957,23,11,4,5,43256.2
anbJ6oizPGWZTYHo7DuKlnXi2A92,1601992768073,10,6,3,3,37826.37
anbJ6oizPGWZTYHo7DuKlnXi2A92,1602034702144,5,3,0,5,12181.953
anbJ6oizPGWZTYHo7DuKlnXi2A92,1602036791137,4,0,0,1,18618.826
anbJ6oizPGWZTYHo7DuKlnXi2A92,1602040704460,28,16,11,18,63169.6
anbJ6oizPGWZTYHo7DuKlnXi2A92,1602050389244,13,3,1,5,76522.914
ax7qmhYRFvT1PpkJVCDTwKIKi8A2,1598022004675,31,8,1,4,11113.773
ax7qmhYRFvT1PpkJVCDTwKIKi8A2,1600342339246,19,3,0,7,18924.559
ax7qmhYRFvT1PpkJVCDTwKIKi8A2,1600924366807,20,5,6,8,13025.269
ax7qmhYRFvT1PpkJVCDTwKIKi8A2,1601163309375,14,7,2,5,17587.605
ax7qmhYRFvT1PpkJVCDTwKIKi8A2,1601197742693,9,3,0,2,18943.592
ax7qmhYRFvT1PpkJVCDTwKIKi8A2,1601283870698,38,18,5,13,21720.6
ax7qmhYRFvT1PpkJVCDTwKIKi8A2,1601337267547,15,6,2,5,18466.512
ax7qmhYRFvT1PpkJVCDTwKIKi8A2,1601353844552,17,9,0,9,19397.234
ax7qmhYRFvT1PpkJVCDTwKIKi8A2,1601373455630,21,4,3,6,18666.29
ax7qmhYRFvT1PpkJVCDTwKIKi8A2,1601421984361,24,4,0,4,17700.775
ax7qmhYRFvT1PpkJVCDTwKIKi8A2,1601508361762,20,10,1,3,15286.684
ax7qmhYRFvT1PpkJVCDTwKIKi8A2,1601550278155,22,3,2,8,21856.166
ax7qmhYRFvT1PpkJVCDTwKIKi8A2,1601767237099,22,11,4,4,18327.207
ax7qmhYRFvT1PpkJVCDTwKIKi8A2,1601807151621,20,9,0,6,19079.578
ax7qmhYRFvT1PpkJVCDTwKIKi8A2,1601853864113,42,17,3,10,17992.115
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1597875846421,6,5,0,0,23168.652
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1597919266389,3,3,0,0,17408.46
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1597960664186,9,8,0,0,23162.854
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598002831995,20,6,0,0,24117.533
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598046611629,33,8,0,2,42815.277
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598069951594,26,10,2,5,34101.805
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598154858918,27,7,1,1,14618.963
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598189071118,15,4,2,9,19987.871
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598221007402,14,7,0,1,23175.52
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598263460011,4,2,1,0,24184.018
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598307290777,6,3,1,0,23159.027
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598350340014,16,4,0,0,24252.318
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598393938241,6,6,0,1,23222.38
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598436101376,14,5,1,4,24113.033
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598480415200,3,0,0,1,23237.494
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598522597809,7,2,0,1,24270.07
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598534828372,18,2,0,6,16412.508
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598588395922,13,3,0,7,15780.407
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598611300859,17,4,0,1,25421.213
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598620421561,35,12,0,9,34828.04
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598674908128,31,8,1,6,18742.008
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598762164101,26,6,1,4,27862.559
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598769447737,13,3,0,3,27167.68
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598778505419,2,0,0,0,26344.955
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598785631457,33,4,1,7,30579.672
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598826284053,24,4,0,0,23156.734
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598868379749,25,7,0,9,18511.158
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598882907356,12,2,1,7,19211.357
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598912584152,6,3,0,0,23142.908
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598955164787,15,4,1,2,13077.062
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598964924748,10,0,0,1,13139.111
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1598998958367,8,3,1,0,23112.607
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599041447561,4,0,0,0,24252.158
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599085211002,6,1,0,0,23199.2
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599127438961,8,6,1,0,24219.209
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599133388171,16,4,0,5,18904.168
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599145451292,60,28,0,9,39792.3
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599210249460,29,2,2,10,20090.686
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599254008104,33,10,0,1,37632.71
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599277687017,12,3,2,2,14581.365
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599280883342,16,7,0,6,27241.078
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599315369236,9,0,0,0,45210.348
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599319580341,13,1,0,4,14534.567
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599364204664,8,7,0,1,19165.445
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599368932867,25,4,3,13,21156.723
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599378730041,25,6,0,0,12815.014
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599381338906,25,9,0,8,21531.828
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599394239810,6,1,0,1,14517.184
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599430912214,6,3,0,0,23094.363
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599473180509,0,0,0,1,24314.008
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599517274129,4,8,1,1,23194.197
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599559478100,26,5,2,3,15272.905
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599573825278,15,3,0,1,14641.951
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599605046765,9,5,1,1,93891.97
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599622902563,12,7,0,2,14993.07
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599632393467,13,6,0,2,16120.985
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599649398292,3,1,0,0,94545.41
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599690553803,30,9,2,3,23157.867
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599733217684,6,2,1,3,12592.749
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599737791558,8,3,0,4,11478.298
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599774665047,4,3,0,0,23257.133
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599818615738,12,2,1,0,24103.453
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599824240497,20,2,1,5,21857.906
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599842545042,20,7,3,7,27189.324
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599917716035,34,8,0,6,16302.695
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599972133477,15,6,0,4,19202.316
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1599988939282,29,5,1,3,48306.867
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600000454331,7,3,1,1,14491.898
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600035748653,17,13,0,5,93716.26
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600074071051,46,22,3,7,92821.66
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600094767650,11,1,0,4,20938.533
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600123700607,14,10,1,1,93801.26
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600251692460,2,2,0,0,24163.271
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600264816473,7,4,0,3,14187.887
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600295080421,11,4,0,0,23195.457
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600341825174,14,9,0,2,10736.5
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600351519423,8,3,0,10,19749.666
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600382122554,10,10,0,4,93934.836
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600416576375,18,11,1,2,94294.86
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600441352852,26,23,2,2,164756.6
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600489467679,48,11,2,9,30846.195
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600504037775,20,5,2,11,10234.575
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600516504449,31,14,3,4,19519.473
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600530404871,13,13,3,8,22143.83
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600566530935,26,10,1,7,14642.224
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600592712618,58,14,2,18,30160.906
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600613123497,7,2,0,3,14334.702
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600640374528,13,6,0,0,23095.842
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600685806379,5,2,0,0,24102.418
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600726945449,12,8,0,1,23086.246
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600770066302,18,3,0,2,12920.311
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600775071152,23,7,0,4,14397.122
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600788545134,10,2,0,1,14549.865
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600813622484,24,5,0,0,23067.521
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600856794196,15,1,0,0,24075.703
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600899671069,11,5,0,1,23118.938
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600943643044,11,0,1,0,10985.159
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600957359896,3,0,0,1,14527.093
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1600984988429,13,4,1,1,23123.592
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601028124409,4,2,0,0,24054.2
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601107033931,70,17,3,13,30527.998
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601122029922,10,1,1,1,13197.107
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601134137071,2,2,0,1,14377.635
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601186231574,22,8,2,10,17628.12
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601199734519,21,5,2,9,16728.195
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601215544262,19,5,1,7,18479.484
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601244988211,3,4,1,0,23151.234
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601288809333,60,13,0,13,44840.844
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601370840655,25,6,0,2,13672.339
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601375341912,16,4,0,5,11978.033
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601398023373,6,2,0,6,20491.238
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601432987248,17,7,0,1,26209.557
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601444676403,8,3,0,0,25434.11
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601525310474,12,2,0,3,15209.295
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601538184413,12,7,1,3,15210.962
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601545064036,23,9,1,4,28722.414
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601550965124,13,4,1,3,11112.639
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601564056703,5,2,1,0,14604.829
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601604270273,43,14,1,9,106183.06
AyrfTGHddEWlK9AA3f7MjXLDXEi1,1601622008642,28,4,1,2,83084.03
