user,trip,accel,decel,stop,start,distance
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1602579830785,39,5,1,5,31564.725
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1602668327204,26,10,0,4,23282.197
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1602717143300,15,5,1,5,17727.416
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1602752587317,47,10,1,7,29642.719
3e2AcrqFVHVKlMho7MD4ND9eaPv2,1602800958208,48,11,4,14,25638.252
3l5xQKIgPlY0N3pvkMUZxafocpD2,1597977950883,14,7,2,4,28145.94
3l5xQKIgPlY0N3pvkMUZxafocpD2,1598339893995,10,5,1,4,10892.776
3l5xQKIgPlY0N3pvkMUZxafocpD2,1598512809962,4,3,0,2,11211.105
3l5xQKIgPlY0N3pvkMUZxafocpD2,1598593071608,14,7,1,6,25991.49
3l5xQKIgPlY0N3pvkMUZxafocpD2,1598604852600,15,2,2,7,15984.304
3l5xQKIgPlY0N3pvkMUZxafocpD2,1598611704006,14,2,1,6,10359.585
3l5xQKIgPlY0N3pvkMUZxafocpD2,1599649855301,12,2,0,8,33010.67
3l5xQKIgPlY0N3pvkMUZxafocpD2,1599737186011,9,3,1,3,24494.088
3l5xQKIgPlY0N3pvkMUZxafocpD2,1600052338807,12,5,0,4,22893.59
3l5xQKIgPlY0N3pvkMUZxafocpD2,1600330762891,2,1,1,3,10449.419
3l5xQKIgPlY0N3pvkMUZxafocpD2,1600420175540,10,3,0,2,10626.494
3l5xQKIgPlY0N3pvkMUZxafocpD2,1600996979576,23,7,0,4,33858.98
3l5xQKIgPlY0N3pvkMUZxafocpD2,1601001518893,10,8,1,4,13225.987
3l5xQKIgPlY0N3pvkMUZxafocpD2,1601034670230,20,5,1,6,16238.72
3l5xQKIgPlY0N3pvkMUZxafocpD2,1601042563542,6,5,2,4,21238.275
3l5xQKIgPlY0N3pvkMUZxafocpD2,1601616034381,22,10,0,4,78268.27
3l5xQKIgPlY0N3pvkMUZxafocpD2,1601865941174,28,6,1,5,32237.484
3l5xQKIgPlY0N3pvkMUZxafocpD2,1601883999285,38,20,3,17,26198.312
3l5xQKIgPlY0N3pvkMUZxafocpD2,1601890636581,9,2,0,3,18263.908
3l5xQKIgPlY0N3pvkMUZxafocpD2,1603438991889,17,1,0,3,31548.268
3l5xQKIgPlY0N3pvkMUZxafocpD2,1603775659880,14,4,2,5,33622.71
3l5xQKIgPlY0N3pvkMUZxafocpD2,1603886317635,7,1,0,3,22011.95
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1597975919273,14,15,1,6,27035.152
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1598049019459,4,4,1,1,50046.31
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1598069244877,30,8,0,4,57699.03
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1598149692419,14,7,2,9,37162.0
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1598177840722,4,0,0,0,39965.28
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1598296869092,5,6,2,13,24263.88
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1598508411554,10,7,1,36,18556.53
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1599038439156,9,4,1,3,10421.91
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1599087156079,8,2,0,2,10171.388
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1599342335710,6,5,1,4,71824.055
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1599372765428,12,6,1,5,82944.58
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1599386064409,2,1,0,2,37837.043
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1599544128077,7,11,2,6,16949.58
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1599586611575,7,2,0,1,42213.332
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1599594340174,12,5,1,4,45979.02
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1599877276122,20,7,1,3,18300.418
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1599936311380,11,7,2,10,50671.453
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1599942857909,19,5,1,1,43327.047
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1600111073655,17,12,1,7,281718.94
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1600131802804,44,10,2,3,262867.75
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1600146265507,15,11,2,6,28395.426
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1600411556842,29,6,0,7,17821.387
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1600633275014,7,4,0,0,255035.86
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1600653429086,52,10,2,9,401865.38
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1601349799341,10,3,0,4,22200.902
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1601353438882,14,7,0,4,20243.566
3nbDHWJMPaaB2lUJBm0wr7OmZw02,1601513765676,1,2,0,68,21638.611
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1597995404875,31,10,1,5,28601.447
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1598222482412,3,5,0,0,21158.535
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1598254484534,22,18,1,9,24268.223
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1598328923878,12,13,1,4,16486.902
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1598413396748,22,6,3,14,88601.26
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1598424747134,14,7,1,7,94065.26
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1598828573829,10,5,1,0,20562.629
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1598860707956,14,23,3,11,21829.871
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1599001093264,11,3,0,3,21918.107
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1599032713049,10,7,2,4,13863.884
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1599035088978,8,5,1,2,16354.063
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1599173629320,16,5,3,5,22323.012
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1599203776030,7,8,1,5,21033.078
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1599519156437,2,6,0,3,20705.695
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1599551095365,13,13,0,4,12274.05
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1599554177599,11,8,0,7,12367.646
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1599606033069,11,4,0,1,20290.303
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1599627186246,25,12,2,6,24285.812
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1599692044924,18,10,1,4,23461.19
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1599723544854,27,22,0,4,26115.459
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1599779834856,12,12,0,5,21633.844
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1599810309561,10,10,2,8,21649.957
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1599982283287,12,7,1,7,22117.105
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1599986373677,17,7,1,10,18740.35
3nTmLN6W31hfbTFEF1KyO6jqJTm1,1600038018315,7,8,0,3,20868.191
